location_name,latitude,longitude,timestamp,temperature_2m,relative_humidity_2m,precipitation_probability,precipitation,cloud_cover,visibility,wind_speed_10m,wind_gusts_10m,weather_code,weather_description
An Giang,10.5216,105.1259,2026-05-22 23:00:00,26.1,96,4,0.0,82,17280.0,4.1,8.6,3,Nhieu may
An Giang,10.5216,105.1259,2026-05-23 00:00:00,25.9,97,5,0.0,87,15520.0,4.4,8.3,3,Nhieu may
An Giang,10.5216,105.1259,2026-05-23 01:00:00,25.7,98,8,0.0,92,13780.0,4.6,7.9,3,Nhieu may
An Giang,10.5216,105.1259,2026-05-23 02:00:00,25.4,98,11,0.0,96,10780.0,4.8,7.9,3,Nhieu may
An Giang,10.5216,105.1259,2026-05-23 03:00:00,25.0,99,16,0.0,98,7760.0,5.1,8.3,3,Nhieu may
An Giang,10.5216,105.1259,2026-05-23 04:00:00,24.9,99,20,0.0,98,4760.0,5.2,9.4,3,Nhieu may
An Giang,10.5216,105.1259,2026-05-23 05:00:00,25.0,97,23,0.4,91,8840.0,3.9,11.2,51,Mua phun nhe
An Giang,10.5216,105.1259,2026-05-23 06:00:00,25.1,94,26,0.4,80,12920.0,2.2,13.7,51,Mua phun nhe
An Giang,10.5216,105.1259,2026-05-23 07:00:00,25.6,91,27,0.4,74,17000.0,2.2,15.8,51,Mua phun nhe
An Giang,10.5216,105.1259,2026-05-23 08:00:00,26.6,88,24,0.0,78,17120.0,2.7,17.3,2,Nhieu may mot phan
An Giang,10.5216,105.1259,2026-05-23 09:00:00,27.9,85,19,0.0,86,17240.0,4.1,18.4,3,Nhieu may
An Giang,10.5216,105.1259,2026-05-23 10:00:00,29.0,81,20,0.0,93,17360.0,5.6,19.4,3,Nhieu may
An Giang,10.5216,105.1259,2026-05-23 11:00:00,30.0,78,33,0.1,97,13800.0,6.8,20.5,95,Dong
An Giang,10.5216,105.1259,2026-05-23 12:00:00,31.0,75,51,0.1,99,10240.0,7.7,21.6,95,Dong
An Giang,10.5216,105.1259,2026-05-23 13:00:00,31.4,75,67,0.1,100,6680.0,8.0,22.7,95,Dong
An Giang,10.5216,105.1259,2026-05-23 14:00:00,31.0,77,78,1.6,100,7920.0,7.0,24.1,95,Dong
An Giang,10.5216,105.1259,2026-05-23 15:00:00,30.0,81,86,1.6,100,9160.0,5.6,25.2,95,Dong
An Giang,10.5216,105.1259,2026-05-23 16:00:00,29.2,85,88,1.6,99,10400.0,5.2,24.8,95,Dong
An Giang,10.5216,105.1259,2026-05-23 17:00:00,28.5,87,80,0.1,96,14020.0,5.7,22.0,95,Dong
An Giang,10.5216,105.1259,2026-05-23 18:00:00,28.0,88,65,0.1,93,17640.0,6.8,17.6,51,Mua phun nhe
An Giang,10.5216,105.1259,2026-05-23 19:00:00,27.5,89,49,0.1,91,21260.0,8.0,14.4,51,Mua phun nhe
An Giang,10.5216,105.1259,2026-05-23 20:00:00,27.1,89,32,0.0,92,21540.0,8.7,13.7,3,Nhieu may
An Giang,10.5216,105.1259,2026-05-23 21:00:00,27.0,89,14,0.0,95,21820.0,9.2,14.4,3,Nhieu may
An Giang,10.5216,105.1259,2026-05-23 22:00:00,26.8,90,2,0.0,98,22100.0,9.0,14.8,3,Nhieu may
An Giang,10.5216,105.1259,2026-05-23 23:00:00,26.5,91,0,0.0,99,20960.0,8.0,15.1,3,Nhieu may
An Giang,10.5216,105.1259,2026-05-24 00:00:00,26.4,92,1,0.0,100,19820.0,6.6,15.5,3,Nhieu may
An Giang,10.5216,105.1259,2026-05-24 01:00:00,26.2,93,4,0.0,100,18680.0,5.4,15.1,3,Nhieu may
An Giang,10.5216,105.1259,2026-05-24 02:00:00,26.0,94,7,0.0,100,18800.0,4.6,12.6,3,Nhieu may
An Giang,10.5216,105.1259,2026-05-24 03:00:00,25.9,95,12,0.0,100,18920.0,4.3,9.7,3,Nhieu may
An Giang,10.5216,105.1259,2026-05-24 04:00:00,25.7,95,16,0.0,95,19040.0,4.7,8.6,3,Nhieu may
An Giang,10.5216,105.1259,2026-05-24 05:00:00,25.5,95,19,0.5,80,15700.0,6.1,11.5,53,Mua phun vua
An Giang,10.5216,105.1259,2026-05-24 06:00:00,25.3,94,22,0.5,61,12340.0,7.9,16.9,53,Mua phun vua
An Giang,10.5216,105.1259,2026-05-24 07:00:00,25.5,92,25,0.5,48,9000.0,9.7,21.2,53,Mua phun vua
An Giang,10.5216,105.1259,2026-05-24 08:00:00,26.7,86,27,0.0,46,9180.0,10.7,23.8,1,Chu yeu quang
An Giang,10.5216,105.1259,2026-05-24 09:00:00,28.2,81,29,0.0,51,9360.0,11.7,25.2,2,Nhieu may mot phan
An Giang,10.5216,105.1259,2026-05-24 10:00:00,29.5,77,35,0.0,55,9540.0,12.7,27.4,2,Nhieu may mot phan
An Giang,10.5216,105.1259,2026-05-24 11:00:00,30.0,76,48,0.6,58,9000.0,12.7,31.3,53,Mua phun vua
An Giang,10.5216,105.1259,2026-05-24 12:00:00,30.1,77,65,0.6,60,8460.0,12.2,35.6,53,Mua phun vua
An Giang,10.5216,105.1259,2026-05-24 13:00:00,30.2,77,78,0.6,62,7920.0,12.2,37.8,53,Mua phun vua
An Giang,10.5216,105.1259,2026-05-24 14:00:00,30.4,75,85,0.2,61,8480.0,13.2,36.4,51,Mua phun nhe
An Giang,10.5216,105.1259,2026-05-24 15:00:00,30.5,73,87,0.2,60,9020.0,14.6,33.1,51,Mua phun nhe
An Giang,10.5216,105.1259,2026-05-24 16:00:00,30.4,72,84,0.2,61,9580.0,14.8,30.2,51,Mua phun nhe
An Giang,10.5216,105.1259,2026-05-24 17:00:00,29.6,75,71,0.0,67,14360.0,12.6,29.2,2,Nhieu may mot phan
An Giang,10.5216,105.1259,2026-05-24 18:00:00,28.6,79,52,0.0,76,19160.0,9.4,28.8,2,Nhieu may mot phan
An Giang,10.5216,105.1259,2026-05-24 19:00:00,27.8,83,35,0.0,84,23940.0,7.4,27.4,3,Nhieu may
An Giang,10.5216,105.1259,2026-05-24 20:00:00,27.4,85,21,0.0,90,24280.0,7.5,24.1,3,Nhieu may
An Giang,10.5216,105.1259,2026-05-24 21:00:00,27.2,86,8,0.0,96,24600.0,8.6,19.8,3,Nhieu may
An Giang,10.5216,105.1259,2026-05-24 22:00:00,27.0,86,0,0.0,99,24940.0,9.0,16.6,3,Nhieu may
An Giang,10.5216,105.1259,2026-05-24 23:00:00,26.8,88,0,0.0,100,24020.0,8.2,15.5,3,Nhieu may
An Giang,10.5216,105.1259,2026-05-25 00:00:00,26.5,89,4,0.0,98,23120.0,6.6,15.5,3,Nhieu may
An Giang,10.5216,105.1259,2026-05-25 01:00:00,26.3,90,8,0.0,97,22200.0,5.6,15.8,3,Nhieu may
An Giang,10.5216,105.1259,2026-05-25 02:00:00,25.9,92,9,0.7,26,18560.0,4.9,16.9,53,Mua phun vua
An Giang,10.5216,105.1259,2026-05-25 03:00:00,25.6,93,9,0.7,21,16060.0,4.3,18.7,53,Mua phun vua
An Giang,10.5216,105.1259,2026-05-25 04:00:00,25.4,94,11,0.7,16,13580.0,4.4,21.2,53,Mua phun vua
An Giang,10.5216,105.1259,2026-05-25 05:00:00,25.1,95,15,0.7,13,11100.0,5.1,23.8,53,Mua phun vua
An Giang,10.5216,105.1259,2026-05-25 06:00:00,25.1,95,19,0.7,13,8600.0,6.1,25.9,53,Mua phun vua
An Giang,10.5216,105.1259,2026-05-25 07:00:00,25.4,94,25,0.7,15,6120.0,6.7,27.7,53,Mua phun vua
An Giang,10.5216,105.1259,2026-05-25 08:00:00,26.0,91,32,0.3,22,6740.0,6.7,29.2,51,Mua phun nhe
An Giang,10.5216,105.1259,2026-05-25 09:00:00,26.9,88,40,0.3,34,7380.0,7.1,29.9,51,Mua phun nhe
An Giang,10.5216,105.1259,2026-05-25 10:00:00,28.0,84,48,0.3,49,8000.0,8.1,31.0,51,Mua phun nhe
An Giang,10.5216,105.1259,2026-05-25 11:00:00,29.0,80,56,0.3,63,8620.0,9.6,31.7,51,Mua phun nhe
An Giang,10.5216,105.1259,2026-05-25 12:00:00,30.0,77,63,0.3,74,9260.0,11.2,32.0,51,Mua phun nhe
An Giang,10.5216,105.1259,2026-05-25 13:00:00,30.4,76,69,0.3,80,9880.0,12.3,32.4,51,Mua phun nhe
An Giang,10.5216,105.1259,2026-05-25 14:00:00,30.4,76,73,0.2,78,12340.0,12.7,32.8,51,Mua phun nhe
An Giang,10.5216,105.1259,2026-05-25 15:00:00,30.1,76,76,0.2,71,14800.0,12.3,32.8,51,Mua phun nhe
An Giang,10.5216,105.1259,2026-05-25 16:00:00,29.5,78,78,0.2,61,17260.0,11.9,32.8,51,Mua phun nhe
An Giang,10.5216,105.1259,2026-05-25 17:00:00,28.9,80,78,0.2,51,19700.0,11.3,32.8,51,Mua phun nhe
An Giang,10.5216,105.1259,2026-05-25 18:00:00,28.4,81,77,0.2,43,22160.0,10.6,32.4,51,Mua phun nhe
An Giang,10.5216,105.1259,2026-05-25 19:00:00,27.9,83,73,0.2,41,24620.0,10.3,31.7,51,Mua phun nhe
An Giang,10.5216,105.1259,2026-05-25 20:00:00,27.6,84,64,0.0,46,24040.0,10.0,30.6,1,Chu yeu quang
An Giang,10.5216,105.1259,2026-05-25 21:00:00,27.4,85,51,0.0,55,23480.0,10.0,29.2,2,Nhieu may mot phan
An Giang,10.5216,105.1259,2026-05-25 22:00:00,27.1,87,38,0.0,67,22900.0,9.9,27.4,2,Nhieu may mot phan
An Giang,10.5216,105.1259,2026-05-25 23:00:00,27.0,88,25,0.0,80,22320.0,10.1,25.9,3,Nhieu may
Can Tho,10.0341,105.7878,2026-05-19 00:00:00,26.0,92,30,0.0,98,14980.0,5.2,10.8,3,Nhieu may
Can Tho,10.0341,105.7878,2026-05-19 01:00:00,26.4,91,16,0.0,99,20160.0,5.3,10.8,3,Nhieu may
Can Tho,10.0341,105.7878,2026-05-19 02:00:00,26.1,92,19,0.0,100,17200.0,3.8,9.4,3,Nhieu may
Can Tho,10.0341,105.7878,2026-05-19 03:00:00,26.2,90,30,0.0,100,20520.0,5.8,10.8,3,Nhieu may
Can Tho,10.0341,105.7878,2026-05-19 04:00:00,26.2,89,41,0.0,100,20620.0,7.1,12.6,3,Nhieu may
Can Tho,10.0341,105.7878,2026-05-19 05:00:00,26.2,90,48,0.0,98,23280.0,7.2,14.8,3,Nhieu may
Can Tho,10.0341,105.7878,2026-05-19 06:00:00,26.2,90,54,0.0,82,22920.0,8.0,14.0,3,Nhieu may
Can Tho,10.0341,105.7878,2026-05-19 07:00:00,27.2,84,59,0.1,96,13240.0,14.9,28.1,51,Mua phun nhe
Can Tho,10.0341,105.7878,2026-05-19 08:00:00,26.9,86,64,0.3,74,4780.0,11.6,32.4,51,Mua phun nhe
Can Tho,10.0341,105.7878,2026-05-19 09:00:00,28.5,81,68,0.4,97,8020.0,16.2,38.2,51,Mua phun nhe
Can Tho,10.0341,105.7878,2026-05-19 10:00:00,29.6,78,73,0.3,96,7660.0,13.2,37.4,51,Mua phun nhe
Can Tho,10.0341,105.7878,2026-05-19 11:00:00,30.2,76,79,0.1,94,17480.0,14.0,33.8,51,Mua phun nhe
Can Tho,10.0341,105.7878,2026-05-19 12:00:00,31.1,71,85,0.1,100,15240.0,15.9,37.8,51,Mua phun nhe
Can Tho,10.0341,105.7878,2026-05-19 13:00:00,31.0,70,90,0.1,100,11320.0,15.1,37.8,51,Mua phun nhe
Can Tho,10.0341,105.7878,2026-05-19 14:00:00,29.1,77,93,1.0,100,3180.0,15.4,38.5,55,Mua phun day
Can Tho,10.0341,105.7878,2026-05-19 15:00:00,28.2,85,94,1.9,99,7460.0,9.8,34.9,80,Mua rao nhe
Can Tho,10.0341,105.7878,2026-05-19 16:00:00,29.0,81,90,0.1,100,7860.0,7.2,20.9,51,Mua phun nhe
Can Tho,10.0341,105.7878,2026-05-19 17:00:00,28.5,84,77,0.2,100,11280.0,7.1,18.7,51,Mua phun nhe
Can Tho,10.0341,105.7878,2026-05-19 18:00:00,28.0,88,60,0.0,99,13120.0,4.7,14.8,3,Nhieu may
Can Tho,10.0341,105.7878,2026-05-19 19:00:00,27.5,92,43,0.1,99,7120.0,3.2,8.6,51,Mua phun nhe
Can Tho,10.0341,105.7878,2026-05-19 20:00:00,27.3,92,29,0.1,100,10420.0,4.7,8.6,51,Mua phun nhe
Can Tho,10.0341,105.7878,2026-05-19 21:00:00,27.5,90,16,0.0,100,20740.0,5.2,9.0,3,Nhieu may
Can Tho,10.0341,105.7878,2026-05-19 22:00:00,27.2,88,8,0.0,100,14800.0,7.7,13.7,3,Nhieu may
Can Tho,10.0341,105.7878,2026-05-19 23:00:00,26.9,87,5,0.1,100,14580.0,8.1,15.1,51,Mua phun nhe
Can Tho,10.0341,105.7878,2026-05-20 00:00:00,26.7,88,7,0.0,99,22720.0,7.5,14.4,3,Nhieu may
Can Tho,10.0341,105.7878,2026-05-20 01:00:00,26.4,90,12,0.0,99,22880.0,5.3,13.3,3,Nhieu may
Can Tho,10.0341,105.7878,2026-05-20 02:00:00,25.9,92,22,0.1,99,6240.0,11.5,20.9,51,Mua phun nhe
Can Tho,10.0341,105.7878,2026-05-20 03:00:00,25.4,94,36,0.2,99,7660.0,11.3,21.6,51,Mua phun nhe
Can Tho,10.0341,105.7878,2026-05-20 04:00:00,25.1,96,49,0.1,98,11400.0,10.0,20.5,51,Mua phun nhe
Can Tho,10.0341,105.7878,2026-05-20 05:00:00,24.8,96,59,0.7,100,3640.0,8.5,18.4,53,Mua phun vua
Can Tho,10.0341,105.7878,2026-05-20 06:00:00,25.0,97,68,0.8,98,5140.0,9.7,17.6,53,Mua phun vua
Can Tho,10.0341,105.7878,2026-05-20 07:00:00,25.5,94,73,0.4,98,5920.0,9.0,24.8,51,Mua phun nhe
Can Tho,10.0341,105.7878,2026-05-20 08:00:00,26.4,89,69,0.4,98,6240.0,9.4,21.2,51,Mua phun nhe
Can Tho,10.0341,105.7878,2026-05-20 09:00:00,28.0,83,62,0.2,100,8960.0,10.2,23.4,51,Mua phun nhe
Can Tho,10.0341,105.7878,2026-05-20 10:00:00,29.0,78,59,0.1,98,9140.0,9.5,25.2,51,Mua phun nhe
Can Tho,10.0341,105.7878,2026-05-20 11:00:00,30.6,71,67,0.1,97,7720.0,10.1,25.2,51,Mua phun nhe
Can Tho,10.0341,105.7878,2026-05-20 12:00:00,31.6,68,80,0.3,91,8100.0,11.0,26.6,51,Mua phun nhe
Can Tho,10.0341,105.7878,2026-05-20 13:00:00,31.2,71,90,0.2,95,28580.0,10.4,27.4,51,Mua phun nhe
Can Tho,10.0341,105.7878,2026-05-20 14:00:00,29.9,77,96,1.1,98,3100.0,11.9,26.6,55,Mua phun day
Can Tho,10.0341,105.7878,2026-05-20 15:00:00,27.6,88,100,3.6,100,2760.0,11.1,28.4,81,Mua rao vua
Can Tho,10.0341,105.7878,2026-05-20 16:00:00,26.0,93,100,3.4,100,2560.0,9.0,32.0,81,Mua rao vua
Can Tho,10.0341,105.7878,2026-05-20 17:00:00,26.5,93,98,1.2,100,4740.0,5.3,17.6,55,Mua phun day
Can Tho,10.0341,105.7878,2026-05-20 18:00:00,26.5,95,93,0.3,98,7940.0,5.2,11.9,51,Mua phun nhe
Can Tho,10.0341,105.7878,2026-05-20 19:00:00,26.5,95,82,0.1,100,14580.0,5.2,10.1,51,Mua phun nhe
Can Tho,10.0341,105.7878,2026-05-20 20:00:00,26.5,95,60,0.0,99,18540.0,4.0,9.0,3,Nhieu may
Can Tho,10.0341,105.7878,2026-05-20 21:00:00,26.4,95,32,0.0,98,19560.0,4.1,7.2,3,Nhieu may
Can Tho,10.0341,105.7878,2026-05-20 22:00:00,26.5,95,14,0.0,99,19960.0,5.0,9.0,3,Nhieu may
Can Tho,10.0341,105.7878,2026-05-20 23:00:00,25.4,96,14,1.2,100,2540.0,12.3,19.8,55,Mua phun day
Can Tho,10.0341,105.7878,2026-05-21 00:00:00,25.2,97,24,1.4,98,5220.0,7.1,23.0,80,Mua rao nhe
Can Tho,10.0341,105.7878,2026-05-21 01:00:00,25.1,97,35,0.2,95,8340.0,5.8,13.3,51,Mua phun nhe
Can Tho,10.0341,105.7878,2026-05-21 02:00:00,25.0,97,44,0.0,95,14320.0,7.7,13.3,3,Nhieu may
Can Tho,10.0341,105.7878,2026-05-21 03:00:00,25.0,97,54,0.0,99,11400.0,7.2,15.1,3,Nhieu may
Can Tho,10.0341,105.7878,2026-05-21 04:00:00,24.6,97,63,1.7,100,5040.0,6.1,14.8,80,Mua rao nhe
Can Tho,10.0341,105.7878,2026-05-21 05:00:00,24.6,97,70,0.2,96,7040.0,5.4,14.0,51,Mua phun nhe
Can Tho,10.0341,105.7878,2026-05-21 06:00:00,24.2,98,76,1.0,100,2100.0,9.8,16.6,55,Mua phun day
Can Tho,10.0341,105.7878,2026-05-21 07:00:00,24.5,96,78,5.1,100,2340.0,9.0,20.2,81,Mua rao vua
Can Tho,10.0341,105.7878,2026-05-21 08:00:00,25.0,94,74,1.9,98,4040.0,8.3,18.0,80,Mua rao nhe
Can Tho,10.0341,105.7878,2026-05-21 09:00:00,26.6,88,68,0.4,100,7700.0,10.0,23.8,51,Mua phun nhe
Can Tho,10.0341,105.7878,2026-05-21 10:00:00,28.6,81,65,0.1,100,9100.0,9.3,22.7,51,Mua phun nhe
Can Tho,10.0341,105.7878,2026-05-21 11:00:00,28.7,80,70,0.3,98,18540.0,8.8,24.1,51,Mua phun nhe
Can Tho,10.0341,105.7878,2026-05-21 12:00:00,30.6,73,80,0.2,99,6000.0,9.4,23.4,51,Mua phun nhe
Can Tho,10.0341,105.7878,2026-05-21 13:00:00,31.1,73,88,0.2,100,30160.0,9.7,27.0,95,Dong
Can Tho,10.0341,105.7878,2026-05-21 14:00:00,29.4,80,94,0.9,100,3940.0,13.3,30.6,53,Mua phun vua
Can Tho,10.0341,105.7878,2026-05-21 15:00:00,28.0,88,98,1.9,100,5200.0,9.0,29.9,80,Mua rao nhe
Can Tho,10.0341,105.7878,2026-05-21 16:00:00,26.6,91,98,3.3,100,3180.0,11.3,25.6,81,Mua rao vua
Can Tho,10.0341,105.7878,2026-05-21 17:00:00,26.2,93,94,0.9,99,5860.0,4.1,23.0,53,Mua phun vua
Can Tho,10.0341,105.7878,2026-05-21 18:00:00,26.2,94,87,0.1,100,14120.0,1.7,9.4,51,Mua phun nhe
Can Tho,10.0341,105.7878,2026-05-21 19:00:00,26.2,95,75,0.0,100,18540.0,0.6,3.6,3,Nhieu may
Can Tho,10.0341,105.7878,2026-05-21 20:00:00,26.2,95,52,0.0,100,19800.0,2.2,4.0,3,Nhieu may
Can Tho,10.0341,105.7878,2026-05-21 21:00:00,26.2,96,24,0.0,100,19900.0,2.7,5.4,3,Nhieu may
Can Tho,10.0341,105.7878,2026-05-21 22:00:00,26.4,95,6,0.0,100,19280.0,0.6,5.0,3,Nhieu may
Can Tho,10.0341,105.7878,2026-05-21 23:00:00,26.3,97,7,0.0,100,19800.0,1.6,3.2,3,Nhieu may
Can Tho,10.0341,105.7878,2026-05-22 00:00:00,25.6,95,19,1.3,100,3440.0,5.6,7.9,80,Mua rao nhe
Can Tho,10.0341,105.7878,2026-05-22 01:00:00,25.5,96,31,1.4,99,6280.0,4.9,14.8,80,Mua rao nhe
Can Tho,10.0341,105.7878,2026-05-22 02:00:00,25.1,98,41,0.1,100,9140.0,3.9,9.0,51,Mua phun nhe
Can Tho,10.0341,105.7878,2026-05-22 03:00:00,25.1,98,51,0.1,100,10640.0,7.3,14.4,51,Mua phun nhe
Can Tho,10.0341,105.7878,2026-05-22 04:00:00,25.1,97,57,0.0,100,12680.0,8.2,15.8,3,Nhieu may
Can Tho,10.0341,105.7878,2026-05-22 05:00:00,25.2,96,55,0.0,98,12800.0,7.8,15.1,3,Nhieu may
Can Tho,10.0341,105.7878,2026-05-22 06:00:00,25.0,98,49,0.0,91,13900.0,4.9,15.8,3,Nhieu may
Can Tho,10.0341,105.7878,2026-05-22 07:00:00,25.6,94,43,0.0,96,14620.0,9.3,20.2,3,Nhieu may
Can Tho,10.0341,105.7878,2026-05-22 08:00:00,26.6,87,36,0.0,98,12060.0,10.9,24.5,3,Nhieu may
Can Tho,10.0341,105.7878,2026-05-22 09:00:00,27.8,82,30,0.0,100,14600.0,9.3,25.6,3,Nhieu may
Can Tho,10.0341,105.7878,2026-05-22 10:00:00,28.9,78,31,0.1,100,16400.0,12.4,29.5,51,Mua phun nhe
Can Tho,10.0341,105.7878,2026-05-22 11:00:00,26.8,88,46,2.2,92,4740.0,5.6,29.5,80,Mua rao nhe
Can Tho,10.0341,105.7878,2026-05-22 12:00:00,29.5,80,69,0.3,85,7340.0,6.1,20.2,51,Mua phun nhe
Can Tho,10.0341,105.7878,2026-05-22 13:00:00,30.5,74,86,0.3,79,8260.0,5.8,21.2,51,Mua phun nhe
Can Tho,10.0341,105.7878,2026-05-22 14:00:00,30.6,73,94,0.2,100,6140.0,7.8,23.4,51,Mua phun nhe
Can Tho,10.0341,105.7878,2026-05-22 15:00:00,28.8,82,98,0.7,100,3280.0,7.0,22.7,53,Mua phun vua
Can Tho,10.0341,105.7878,2026-05-22 16:00:00,27.0,88,96,1.7,94,2140.0,8.5,18.7,80,Mua rao nhe
Can Tho,10.0341,105.7878,2026-05-22 17:00:00,26.3,91,89,2.3,67,5900.0,0.7,19.1,80,Mua rao nhe
Can Tho,10.0341,105.7878,2026-05-22 18:00:00,26.4,91,76,0.2,54,9260.0,0.8,7.2,51,Mua phun nhe
Can Tho,10.0341,105.7878,2026-05-22 19:00:00,26.6,92,61,0.1,33,16500.0,0.5,3.2,51,Mua phun nhe
Can Tho,10.0341,105.7878,2026-05-22 20:00:00,26.5,93,40,0.0,31,18700.0,0.5,1.8,1,Chu yeu quang
Can Tho,10.0341,105.7878,2026-05-22 21:00:00,26.5,93,17,0.0,39,20880.0,1.3,2.5,1,Chu yeu quang
Can Tho,10.0341,105.7878,2026-05-22 22:00:00,26.5,93,0,0.0,49,23080.0,2.1,3.2,1,Chu yeu quang
Can Tho,10.0341,105.7878,2026-05-22 23:00:00,26.4,93,0,0.0,64,22160.0,2.5,4.3,2,Nhieu may mot phan
Can Tho,10.0341,105.7878,2026-05-23 00:00:00,26.1,94,0,0.0,83,21240.0,3.4,6.1,3,Nhieu may
Can Tho,10.0341,105.7878,2026-05-23 01:00:00,26.0,95,2,0.0,96,20320.0,4.4,7.6,3,Nhieu may
Can Tho,10.0341,105.7878,2026-05-23 02:00:00,25.8,96,3,0.0,99,20280.0,4.6,7.9,3,Nhieu may
Can Tho,10.0341,105.7878,2026-05-23 03:00:00,25.7,96,5,0.0,96,20240.0,4.4,8.3,3,Nhieu may
Can Tho,10.0341,105.7878,2026-05-23 04:00:00,25.6,96,8,0.0,94,20200.0,4.0,9.0,3,Nhieu may
Can Tho,10.0341,105.7878,2026-05-23 05:00:00,25.4,97,12,0.7,95,15520.0,3.8,10.8,53,Mua phun vua
Can Tho,10.0341,105.7878,2026-05-23 06:00:00,25.2,97,17,0.7,97,10840.0,4.9,13.3,53,Mua phun vua
Can Tho,10.0341,105.7878,2026-05-23 07:00:00,25.5,95,20,0.7,98,6160.0,6.4,15.5,53,Mua phun vua
Can Tho,10.0341,105.7878,2026-05-23 08:00:00,26.6,89,18,0.1,98,6940.0,6.8,16.9,51,Mua phun nhe
Can Tho,10.0341,105.7878,2026-05-23 09:00:00,28.2,81,15,0.1,98,7700.0,6.6,17.6,51,Mua phun nhe
Can Tho,10.0341,105.7878,2026-05-23 10:00:00,29.5,75,16,0.1,98,8480.0,6.5,18.7,51,Mua phun nhe
Can Tho,10.0341,105.7878,2026-05-23 11:00:00,30.5,73,26,0.1,98,13780.0,6.8,19.8,51,Mua phun nhe
Can Tho,10.0341,105.7878,2026-05-23 12:00:00,31.4,72,41,0.1,98,19100.0,7.0,20.5,95,Dong
Can Tho,10.0341,105.7878,2026-05-23 13:00:00,31.5,73,55,0.1,98,24400.0,6.8,22.7,95,Dong
Can Tho,10.0341,105.7878,2026-05-23 14:00:00,30.5,77,70,1.3,98,18160.0,5.5,27.7,95,Dong
Can Tho,10.0341,105.7878,2026-05-23 15:00:00,28.8,84,85,1.3,99,11900.0,3.8,33.5,80,Mua rao nhe
Can Tho,10.0341,105.7878,2026-05-23 16:00:00,27.5,90,92,1.3,99,5660.0,2.7,35.6,80,Mua rao nhe
Can Tho,10.0341,105.7878,2026-05-23 17:00:00,27.0,93,86,0.1,99,10000.0,1.7,30.2,51,Mua phun nhe
Can Tho,10.0341,105.7878,2026-05-23 18:00:00,26.9,94,71,0.1,99,14320.0,1.7,20.9,51,Mua phun nhe
Can Tho,10.0341,105.7878,2026-05-23 19:00:00,26.8,95,55,0.1,99,18660.0,2.9,14.0,51,Mua phun nhe
Can Tho,10.0341,105.7878,2026-05-23 20:00:00,26.6,95,36,0.0,99,19200.0,4.2,12.2,3,Nhieu may
Can Tho,10.0341,105.7878,2026-05-23 21:00:00,26.5,95,14,0.0,99,19740.0,5.5,13.0,3,Nhieu may
Can Tho,10.0341,105.7878,2026-05-23 22:00:00,26.3,94,0,0.0,99,20280.0,6.4,13.3,3,Nhieu may
Can Tho,10.0341,105.7878,2026-05-23 23:00:00,26.2,95,0,0.0,99,20280.0,6.6,13.0,3,Nhieu may
Can Tho,10.0341,105.7878,2026-05-24 00:00:00,26.1,95,2,0.0,98,20260.0,6.1,12.2,3,Nhieu may
Can Tho,10.0341,105.7878,2026-05-24 01:00:00,26.0,95,6,0.0,98,20260.0,5.6,11.9,3,Nhieu may
Can Tho,10.0341,105.7878,2026-05-24 02:00:00,26.0,95,8,0.0,100,19120.0,5.2,11.2,3,Nhieu may
Can Tho,10.0341,105.7878,2026-05-24 03:00:00,25.9,94,10,0.0,100,17960.0,4.8,10.8,3,Nhieu may
Can Tho,10.0341,105.7878,2026-05-24 04:00:00,25.8,94,12,0.0,99,16820.0,4.2,11.5,3,Nhieu may
Can Tho,10.0341,105.7878,2026-05-24 05:00:00,25.6,94,13,0.3,79,14400.0,3.8,13.7,51,Mua phun nhe
Can Tho,10.0341,105.7878,2026-05-24 06:00:00,25.5,95,15,0.3,53,12000.0,5.1,17.3,51,Mua phun nhe
Can Tho,10.0341,105.7878,2026-05-24 07:00:00,25.8,93,16,0.3,40,9580.0,7.0,20.5,51,Mua phun nhe
Can Tho,10.0341,105.7878,2026-05-24 08:00:00,27.0,87,16,0.0,54,16360.0,8.5,23.0,2,Nhieu may mot phan
Can Tho,10.0341,105.7878,2026-05-24 09:00:00,28.5,79,15,0.0,81,23160.0,9.6,25.6,3,Nhieu may
Can Tho,10.0341,105.7878,2026-05-24 10:00:00,29.6,75,20,0.0,100,29940.0,10.5,28.8,3,Nhieu may
Can Tho,10.0341,105.7878,2026-05-24 11:00:00,29.6,75,33,0.6,100,22340.0,11.0,34.2,53,Mua phun vua
Can Tho,10.0341,105.7878,2026-05-24 12:00:00,29.2,79,52,0.6,93,14740.0,11.3,40.3,53,Mua phun vua
Can Tho,10.0341,105.7878,2026-05-24 13:00:00,29.0,80,67,0.6,86,7140.0,11.5,42.8,53,Mua phun vua
Can Tho,10.0341,105.7878,2026-05-24 14:00:00,29.5,77,78,0.1,84,9100.0,11.9,39.2,51,Mua phun nhe
Can Tho,10.0341,105.7878,2026-05-24 15:00:00,30.2,73,87,0.1,83,11040.0,12.5,32.0,51,Mua phun nhe
Can Tho,10.0341,105.7878,2026-05-24 16:00:00,30.5,71,88,0.1,78,13000.0,12.5,26.6,51,Mua phun nhe
Can Tho,10.0341,105.7878,2026-05-24 17:00:00,29.9,74,79,0.0,66,17460.0,11.0,25.9,2,Nhieu may mot phan
