location_name,latitude,longitude,timestamp,source,temperature_2m,relative_humidity_2m,precipitation_probability,precipitation,cloud_cover,visibility,wind_speed_10m,wind_gusts_10m,weather_code,weather_description
Dong Thap,10.4939,105.6882,2026-06-01 00:00:00,WeatherAPI,24.6,95,36,0.04,55,2000.0,7.2,12.1,1030,Mist
Dong Thap,10.4939,105.6882,2026-06-01 01:00:00,WeatherAPI,24.8,94,40,0.02,100,10000.0,5.8,9.7,1063,Patchy rain nearby
Dong Thap,10.4939,105.6882,2026-06-01 02:00:00,WeatherAPI,24.9,93,73,0.13,100,10000.0,5.4,9.1,1063,Patchy rain nearby
Dong Thap,10.4939,105.6882,2026-06-01 03:00:00,WeatherAPI,25.0,92,73,0.17,86,5000.0,5.0,8.7,1150,Patchy light drizzle
Dong Thap,10.4939,105.6882,2026-06-01 04:00:00,WeatherAPI,25.1,91,83,1.31,78,10000.0,5.4,9.8,1240,Light rain shower
Dong Thap,10.4939,105.6882,2026-06-01 05:00:00,WeatherAPI,25.2,89,73,0.18,79,9000.0,7.2,13.1,1063,Patchy rain nearby
Dong Thap,10.4939,105.6882,2026-06-01 06:00:00,WeatherAPI,25.1,90,73,0.3,72,9000.0,7.2,12.9,1063,Patchy rain nearby
Dong Thap,10.4939,105.6882,2026-06-01 07:00:00,WeatherAPI,25.7,88,82,1.9,73,10000.0,7.9,14.3,1240,Light rain shower
Dong Thap,10.4939,105.6882,2026-06-01 08:00:00,WeatherAPI,26.5,85,77,2.1,63,10000.0,14.0,22.2,1240,Light rain shower
Dong Thap,10.4939,105.6882,2026-06-01 09:00:00,WeatherAPI,26.0,88,75,1.49,60,10000.0,18.7,32.0,1240,Light rain shower
Dong Thap,10.4939,105.6882,2026-06-01 10:00:00,WeatherAPI,25.6,88,73,0.42,68,10000.0,17.6,32.7,1240,Light rain shower
Dong Thap,10.4939,105.6882,2026-06-01 11:00:00,WeatherAPI,25.5,90,84,1.32,82,10000.0,13.7,22.0,1240,Light rain shower
Dong Thap,10.4939,105.6882,2026-06-01 12:00:00,WeatherAPI,25.6,91,89,2.06,88,10000.0,13.3,26.8,1240,Light rain shower
Dong Thap,10.4939,105.6882,2026-06-01 13:00:00,WeatherAPI,25.6,91,73,0.36,92,10000.0,13.3,21.2,1240,Light rain shower
Dong Thap,10.4939,105.6882,2026-06-01 14:00:00,WeatherAPI,25.3,92,73,0.26,62,5000.0,13.3,20.2,1150,Patchy light drizzle
Dong Thap,10.4939,105.6882,2026-06-01 15:00:00,WeatherAPI,25.2,93,73,0.23,64,5000.0,13.3,20.3,1150,Patchy light drizzle
Dong Thap,10.4939,105.6882,2026-06-01 16:00:00,WeatherAPI,25.2,93,73,0.1,57,10000.0,10.8,17.1,1063,Patchy rain nearby
Dong Thap,10.4939,105.6882,2026-06-01 17:00:00,WeatherAPI,25.2,93,13,0.0,44,10000.0,9.7,15.8,1003,Partly Cloudy
Dong Thap,10.4939,105.6882,2026-06-01 18:00:00,WeatherAPI,25.2,93,12,0.0,40,10000.0,10.1,16.7,1003,Partly Cloudy
Dong Thap,10.4939,105.6882,2026-06-01 19:00:00,WeatherAPI,25.3,93,12,0.0,40,10000.0,8.6,14.8,1003,Partly Cloudy
Dong Thap,10.4939,105.6882,2026-06-01 20:00:00,WeatherAPI,25.3,93,12,0.0,36,10000.0,8.3,14.2,1003,Partly Cloudy
Dong Thap,10.4939,105.6882,2026-06-01 21:00:00,WeatherAPI,25.1,93,11,0.0,35,10000.0,9.4,16.5,1003,Partly Cloudy
Dong Thap,10.4939,105.6882,2026-06-01 22:00:00,WeatherAPI,25.0,93,27,0.0,88,10000.0,9.7,17.5,1006,Cloudy
Dong Thap,10.4939,105.6882,2026-06-01 23:00:00,WeatherAPI,25.0,92,11,0.0,36,10000.0,12.6,21.9,1003,Partly Cloudy
Dong Thap,10.4939,105.6882,2026-06-02 00:00:00,WeatherAPI,25.0,92,25,0.0,87,10000.0,14.0,24.4,1006,Cloudy
Dong Thap,10.4939,105.6882,2026-06-02 01:00:00,WeatherAPI,24.8,92,11,0.0,32,10000.0,13.3,23.8,1003,Partly Cloudy
Dong Thap,10.4939,105.6882,2026-06-02 02:00:00,WeatherAPI,24.6,94,12,0.0,36,10000.0,10.8,19.3,1003,Partly Cloudy
Dong Thap,10.4939,105.6882,2026-06-02 03:00:00,WeatherAPI,24.5,94,48,0.0,100,2000.0,9.4,16.6,1030,Mist
Dong Thap,10.4939,105.6882,2026-06-02 04:00:00,WeatherAPI,24.6,93,73,0.13,100,10000.0,10.1,18.1,1063,Patchy rain nearby
Dong Thap,10.4939,105.6882,2026-06-02 05:00:00,WeatherAPI,24.8,92,73,0.16,84,2000.0,9.7,17.4,1153,Light drizzle
Dong Thap,10.4939,105.6882,2026-06-02 06:00:00,WeatherAPI,24.9,92,73,0.2,71,9000.0,7.9,13.6,1063,Patchy rain nearby
Dong Thap,10.4939,105.6882,2026-06-02 07:00:00,WeatherAPI,25.8,88,73,0.2,74,5000.0,7.6,11.3,1150,Patchy light drizzle
Dong Thap,10.4939,105.6882,2026-06-02 08:00:00,WeatherAPI,27.5,80,73,1.24,79,10000.0,9.0,11.6,1240,Light rain shower
Dong Thap,10.4939,105.6882,2026-06-02 09:00:00,WeatherAPI,29.0,74,73,1.01,77,9000.0,14.0,20.2,1063,Patchy rain nearby
Dong Thap,10.4939,105.6882,2026-06-02 10:00:00,WeatherAPI,29.9,70,73,0.86,85,10000.0,17.3,28.2,1240,Light rain shower
Dong Thap,10.4939,105.6882,2026-06-02 11:00:00,WeatherAPI,30.2,69,73,1.39,100,10000.0,21.2,29.8,1240,Light rain shower
Dong Thap,10.4939,105.6882,2026-06-02 12:00:00,WeatherAPI,28.9,75,77,1.54,97,10000.0,23.4,44.6,1240,Light rain shower
Dong Thap,10.4939,105.6882,2026-06-02 13:00:00,WeatherAPI,28.2,80,74,1.32,81,10000.0,22.3,31.4,1240,Light rain shower
Dong Thap,10.4939,105.6882,2026-06-02 14:00:00,WeatherAPI,27.7,81,73,0.29,81,10000.0,21.2,31.2,1240,Light rain shower
Dong Thap,10.4939,105.6882,2026-06-02 15:00:00,WeatherAPI,26.9,82,73,0.06,100,10000.0,21.2,33.5,1063,Patchy rain nearby
Dong Thap,10.4939,105.6882,2026-06-02 16:00:00,WeatherAPI,26.2,83,25,0.01,100,10000.0,22.0,35.3,1063,Patchy rain nearby
Dong Thap,10.4939,105.6882,2026-06-02 17:00:00,WeatherAPI,25.9,84,21,0.0,96,10000.0,22.3,35.6,1009,Overcast
Dong Thap,10.4939,105.6882,2026-06-02 18:00:00,WeatherAPI,25.7,85,24,0.0,100,10000.0,22.0,35.9,1009,Overcast
Dong Thap,10.4939,105.6882,2026-06-02 19:00:00,WeatherAPI,25.9,86,11,0.0,53,10000.0,22.0,35.9,1003,Partly Cloudy
Dong Thap,10.4939,105.6882,2026-06-02 20:00:00,WeatherAPI,26.0,86,12,0.0,59,10000.0,22.3,35.3,1003,Partly Cloudy
Dong Thap,10.4939,105.6882,2026-06-02 21:00:00,WeatherAPI,25.8,88,24,0.0,94,10000.0,20.9,32.8,1009,Overcast
Dong Thap,10.4939,105.6882,2026-06-02 22:00:00,WeatherAPI,25.8,88,17,0.0,73,10000.0,19.4,30.8,1006,Cloudy
Dong Thap,10.4939,105.6882,2026-06-02 23:00:00,WeatherAPI,25.9,86,24,0.0,100,10000.0,18.7,30.2,1009,Overcast
Dong Thap,10.4939,105.6882,2026-06-03 00:00:00,WeatherAPI,25.9,84,15,0.0,76,10000.0,18.7,30.1,1006,Cloudy
Dong Thap,10.4939,105.6882,2026-06-03 01:00:00,WeatherAPI,25.6,84,11,0.0,64,10000.0,19.8,32.5,1006,Cloudy
Dong Thap,10.4939,105.6882,2026-06-03 02:00:00,WeatherAPI,25.6,83,7,0.0,41,10000.0,19.1,31.2,1003,Partly Cloudy
Dong Thap,10.4939,105.6882,2026-06-03 03:00:00,WeatherAPI,25.5,83,7,0.0,45,10000.0,18.4,30.8,1003,Partly Cloudy
Dong Thap,10.4939,105.6882,2026-06-03 04:00:00,WeatherAPI,25.6,82,14,0.02,70,10000.0,17.6,29.4,1063,Patchy rain nearby
Dong Thap,10.4939,105.6882,2026-06-03 05:00:00,WeatherAPI,25.4,84,19,0.01,86,10000.0,16.6,28.3,1063,Patchy rain nearby
Dong Thap,10.4939,105.6882,2026-06-03 06:00:00,WeatherAPI,25.8,82,7,0.0,40,10000.0,18.7,30.8,1003,Partly Cloudy
Dong Thap,10.4939,105.6882,2026-06-03 07:00:00,WeatherAPI,26.6,80,10,0.0,71,10000.0,19.8,29.3,1006,Cloudy
Dong Thap,10.4939,105.6882,2026-06-03 08:00:00,WeatherAPI,27.4,79,15,0.0,92,10000.0,21.2,27.9,1009,Overcast
Dong Thap,10.4939,105.6882,2026-06-03 09:00:00,WeatherAPI,27.9,76,15,0.0,100,10000.0,22.0,28.0,1009,Overcast
Dong Thap,10.4939,105.6882,2026-06-03 10:00:00,WeatherAPI,28.3,74,11,0.0,88,10000.0,22.7,28.4,1009,Overcast
Dong Thap,10.4939,105.6882,2026-06-03 11:00:00,WeatherAPI,30.7,64,5,0.01,71,10000.0,24.1,27.8,1063,Patchy rain nearby
Dong Thap,10.4939,105.6882,2026-06-03 12:00:00,WeatherAPI,32.2,58,73,0.28,81,2000.0,28.1,32.3,1153,Light drizzle
Dong Thap,10.4939,105.6882,2026-06-03 13:00:00,WeatherAPI,31.8,60,73,0.16,81,10000.0,28.4,33.0,1240,Light rain shower
Dong Thap,10.4939,105.6882,2026-06-03 14:00:00,WeatherAPI,32.0,58,73,0.08,79,10000.0,28.8,33.6,1063,Patchy rain nearby
Dong Thap,10.4939,105.6882,2026-06-03 15:00:00,WeatherAPI,31.8,59,11,0.04,99,10000.0,30.2,36.7,1063,Patchy rain nearby
Dong Thap,10.4939,105.6882,2026-06-03 16:00:00,WeatherAPI,30.9,63,73,0.06,52,10000.0,27.7,37.7,1063,Patchy rain nearby
Dong Thap,10.4939,105.6882,2026-06-03 17:00:00,WeatherAPI,29.7,69,73,0.14,53,10000.0,25.6,37.7,1063,Patchy rain nearby
Dong Thap,10.4939,105.6882,2026-06-03 18:00:00,WeatherAPI,28.1,75,3,0.0,25,10000.0,24.1,38.7,1003,Partly Cloudy
Dong Thap,10.4939,105.6882,2026-06-03 19:00:00,WeatherAPI,27.4,77,4,0.0,23,10000.0,21.6,35.1,1000,Clear
Dong Thap,10.4939,105.6882,2026-06-03 20:00:00,WeatherAPI,26.9,79,4,0.0,21,10000.0,19.8,32.6,1000,Clear
Dong Thap,10.4939,105.6882,2026-06-03 21:00:00,WeatherAPI,26.6,82,4,0.0,15,10000.0,15.8,26.6,1000,Clear
Dong Thap,10.4939,105.6882,2026-06-03 22:00:00,WeatherAPI,25.8,87,77,1.14,71,9000.0,13.0,23.0,1063,Patchy rain nearby
Dong Thap,10.4939,105.6882,2026-06-03 23:00:00,WeatherAPI,25.4,91,9,0.0,28,10000.0,11.5,20.8,1003,Partly Cloudy
Long An,10.536,106.4052,2026-06-01 00:00:00,WeatherAPI,24.9,94,29,0.03,75,10000.0,9.0,13.2,1063,Patchy rain nearby
Long An,10.536,106.4052,2026-06-01 01:00:00,WeatherAPI,24.8,93,32,0.04,73,10000.0,8.3,12.1,1063,Patchy rain nearby
Long An,10.536,106.4052,2026-06-01 02:00:00,WeatherAPI,24.7,93,73,0.06,81,10000.0,6.1,9.0,1063,Patchy rain nearby
Long An,10.536,106.4052,2026-06-01 03:00:00,WeatherAPI,24.7,94,73,0.12,82,10000.0,2.2,3.2,1063,Patchy rain nearby
Long An,10.536,106.4052,2026-06-01 04:00:00,WeatherAPI,24.7,94,73,0.11,87,10000.0,1.8,2.6,1063,Patchy rain nearby
Long An,10.536,106.4052,2026-06-01 05:00:00,WeatherAPI,24.7,94,73,0.13,84,2000.0,2.5,3.7,1030,Mist
Long An,10.536,106.4052,2026-06-01 06:00:00,WeatherAPI,24.7,94,73,0.09,79,2000.0,3.2,4.8,1030,Mist
Long An,10.536,106.4052,2026-06-01 07:00:00,WeatherAPI,25.4,91,19,0.01,69,10000.0,2.9,4.0,1063,Patchy rain nearby
Long An,10.536,106.4052,2026-06-01 08:00:00,WeatherAPI,26.2,86,73,0.21,100,2000.0,2.9,3.8,1153,Light drizzle
Long An,10.536,106.4052,2026-06-01 09:00:00,WeatherAPI,26.5,84,84,0.59,100,2000.0,2.2,2.9,1153,Light drizzle
Long An,10.536,106.4052,2026-06-01 10:00:00,WeatherAPI,26.2,86,73,1.14,52,10000.0,5.8,8.6,1240,Light rain shower
Long An,10.536,106.4052,2026-06-01 11:00:00,WeatherAPI,26.4,85,73,1.13,61,9000.0,6.8,10.1,1180,Patchy light rain
Long An,10.536,106.4052,2026-06-01 12:00:00,WeatherAPI,26.3,85,73,0.27,69,10000.0,9.7,16.6,1240,Light rain shower
Long An,10.536,106.4052,2026-06-01 13:00:00,WeatherAPI,26.2,86,25,0.03,84,10000.0,12.2,16.8,1063,Patchy rain nearby
Long An,10.536,106.4052,2026-06-01 14:00:00,WeatherAPI,26.0,87,22,0.01,84,10000.0,11.9,15.7,1063,Patchy rain nearby
Long An,10.536,106.4052,2026-06-01 15:00:00,WeatherAPI,26.2,87,26,0.01,95,10000.0,11.9,15.8,1063,Patchy rain nearby
Long An,10.536,106.4052,2026-06-01 16:00:00,WeatherAPI,26.0,88,26,0.01,93,10000.0,10.4,14.4,1063,Patchy rain nearby
Long An,10.536,106.4052,2026-06-01 17:00:00,WeatherAPI,25.8,90,20,0.0,76,10000.0,8.6,12.3,1006,Cloudy
Long An,10.536,106.4052,2026-06-01 18:00:00,WeatherAPI,25.4,91,26,0.04,69,10000.0,7.6,11.3,1063,Patchy rain nearby
Long An,10.536,106.4052,2026-06-01 19:00:00,WeatherAPI,25.1,93,25,0.04,62,10000.0,7.2,11.1,1063,Patchy rain nearby
Long An,10.536,106.4052,2026-06-01 20:00:00,WeatherAPI,25.1,93,19,0.01,59,10000.0,6.1,9.5,1063,Patchy rain nearby
Long An,10.536,106.4052,2026-06-01 21:00:00,WeatherAPI,25.1,93,15,0.0,55,10000.0,4.0,6.3,1003,Partly Cloudy
Long An,10.536,106.4052,2026-06-01 22:00:00,WeatherAPI,25.1,93,15,0.0,55,10000.0,3.6,5.8,1003,Partly Cloudy
Long An,10.536,106.4052,2026-06-01 23:00:00,WeatherAPI,25.1,93,14,0.0,48,10000.0,5.4,8.7,1003,Partly Cloudy
Long An,10.536,106.4052,2026-06-02 00:00:00,WeatherAPI,25.1,93,14,0.0,51,10000.0,5.4,8.8,1003,Partly Cloudy
Long An,10.536,106.4052,2026-06-02 01:00:00,WeatherAPI,24.9,94,17,0.0,58,10000.0,7.2,11.4,1003,Partly Cloudy
Long An,10.536,106.4052,2026-06-02 02:00:00,WeatherAPI,24.8,94,31,0.0,69,2000.0,7.2,11.1,1030,Mist
