location_name,latitude,longitude,timestamp,source,temperature_2m,relative_humidity_2m,precipitation_probability,precipitation,cloud_cover,visibility,wind_speed_10m,wind_gusts_10m,weather_code,weather_description
Dong Thap,10.4939,105.6882,2026-05-19 00:00:00,WeatherAPI,27.4,81,85,0.01,77,10000.0,13.0,22.1,1063,Patchy rain nearby
Dong Thap,10.4939,105.6882,2026-05-19 01:00:00,WeatherAPI,27.4,81,100,0.31,73,9000.0,10.4,17.1,1063,Patchy rain nearby
Dong Thap,10.4939,105.6882,2026-05-19 02:00:00,WeatherAPI,27.1,82,77,0.03,88,10000.0,9.7,16.2,1063,Patchy rain nearby
Dong Thap,10.4939,105.6882,2026-05-19 03:00:00,WeatherAPI,26.8,83,88,0.01,74,10000.0,9.4,15.4,1063,Patchy rain nearby
Dong Thap,10.4939,105.6882,2026-05-19 04:00:00,WeatherAPI,26.3,85,0,0.0,27,10000.0,9.7,16.6,1003,Partly Cloudy
Dong Thap,10.4939,105.6882,2026-05-19 05:00:00,WeatherAPI,26.1,85,0,0.0,49,10000.0,9.7,16.9,1003,Partly Cloudy
Dong Thap,10.4939,105.6882,2026-05-19 06:00:00,WeatherAPI,26.3,85,81,0.05,57,10000.0,9.4,15.8,1063,Patchy rain nearby
Dong Thap,10.4939,105.6882,2026-05-19 07:00:00,WeatherAPI,28.2,78,60,0.01,81,10000.0,11.9,15.9,1063,Patchy rain nearby
Dong Thap,10.4939,105.6882,2026-05-19 08:00:00,WeatherAPI,30.1,68,73,0.02,76,10000.0,18.4,21.9,1063,Patchy rain nearby
Dong Thap,10.4939,105.6882,2026-05-19 09:00:00,WeatherAPI,31.8,60,100,0.23,52,10000.0,22.0,25.5,1240,Light rain shower
Dong Thap,10.4939,105.6882,2026-05-19 10:00:00,WeatherAPI,33.0,55,100,0.11,91,10000.0,25.6,30.7,1063,Patchy rain nearby
Dong Thap,10.4939,105.6882,2026-05-19 11:00:00,WeatherAPI,33.6,53,100,0.26,100,2000.0,26.6,30.6,1153,Light drizzle
Dong Thap,10.4939,105.6882,2026-05-19 12:00:00,WeatherAPI,33.0,54,100,0.11,100,10000.0,27.0,33.5,1063,Patchy rain nearby
Dong Thap,10.4939,105.6882,2026-05-19 13:00:00,WeatherAPI,32.8,55,64,0.01,100,10000.0,28.4,32.7,1063,Patchy rain nearby
Dong Thap,10.4939,105.6882,2026-05-19 14:00:00,WeatherAPI,33.2,53,0,0.0,100,10000.0,28.8,33.1,1009,Overcast
Dong Thap,10.4939,105.6882,2026-05-19 15:00:00,WeatherAPI,32.6,52,0,0.0,74,10000.0,28.1,32.5,1006,Cloudy
Dong Thap,10.4939,105.6882,2026-05-19 16:00:00,WeatherAPI,32.4,52,0,0.0,20,10000.0,26.6,31.0,1000,Sunny
Dong Thap,10.4939,105.6882,2026-05-19 17:00:00,WeatherAPI,31.3,57,0,0.0,31,10000.0,25.2,33.0,1003,Partly Cloudy
Dong Thap,10.4939,105.6882,2026-05-19 18:00:00,WeatherAPI,30.0,62,0,0.0,21,10000.0,21.6,31.9,1000,Sunny
Dong Thap,10.4939,105.6882,2026-05-19 19:00:00,WeatherAPI,29.1,67,0,0.0,22,10000.0,18.7,28.7,1000,Clear
Dong Thap,10.4939,105.6882,2026-05-19 20:00:00,WeatherAPI,28.6,70,0,0.0,20,10000.0,15.5,23.7,1000,Clear
Dong Thap,10.4939,105.6882,2026-05-19 21:00:00,WeatherAPI,28.2,73,0,0.0,23,10000.0,14.0,21.9,1000,Clear
Dong Thap,10.4939,105.6882,2026-05-19 22:00:00,WeatherAPI,28.0,75,0,0.0,32,10000.0,12.6,19.7,1003,Partly Cloudy
Dong Thap,10.4939,105.6882,2026-05-19 23:00:00,WeatherAPI,27.7,77,0,0.0,32,10000.0,11.5,18.6,1003,Partly Cloudy
Dong Thap,10.4939,105.6882,2026-05-20 00:00:00,WeatherAPI,27.3,79,0,0.0,33,10000.0,9.7,16.1,1003,Partly Cloudy
Dong Thap,10.4939,105.6882,2026-05-20 01:00:00,WeatherAPI,27.1,80,0,0.0,39,10000.0,10.1,16.7,1003,Partly Cloudy
Dong Thap,10.4939,105.6882,2026-05-20 02:00:00,WeatherAPI,26.9,81,0,0.0,36,10000.0,9.4,15.6,1003,Partly Cloudy
Dong Thap,10.4939,105.6882,2026-05-20 03:00:00,WeatherAPI,26.7,82,0,0.0,37,10000.0,9.4,15.8,1003,Partly Cloudy
Dong Thap,10.4939,105.6882,2026-05-20 04:00:00,WeatherAPI,26.6,83,0,0.0,38,10000.0,9.4,16.1,1003,Partly Cloudy
Dong Thap,10.4939,105.6882,2026-05-20 05:00:00,WeatherAPI,26.5,83,0,0.0,36,10000.0,10.1,17.6,1003,Partly Cloudy
Dong Thap,10.4939,105.6882,2026-05-20 06:00:00,WeatherAPI,26.7,82,0,0.0,81,10000.0,10.4,17.8,1006,Cloudy
Dong Thap,10.4939,105.6882,2026-05-20 07:00:00,WeatherAPI,28.7,74,0,0.0,37,10000.0,13.7,17.8,1003,Partly Cloudy
Dong Thap,10.4939,105.6882,2026-05-20 08:00:00,WeatherAPI,30.8,65,0,0.0,60,10000.0,17.6,20.3,1003,Partly Cloudy
Dong Thap,10.4939,105.6882,2026-05-20 09:00:00,WeatherAPI,32.5,57,71,0.01,51,10000.0,18.0,20.7,1063,Patchy rain nearby
Dong Thap,10.4939,105.6882,2026-05-20 10:00:00,WeatherAPI,34.1,49,0,0.0,81,10000.0,19.1,22.0,1006,Cloudy
Dong Thap,10.4939,105.6882,2026-05-20 11:00:00,WeatherAPI,35.3,44,0,0.0,44,10000.0,19.1,22.0,1003,Partly Cloudy
Dong Thap,10.4939,105.6882,2026-05-20 12:00:00,WeatherAPI,35.8,42,82,0.01,100,10000.0,19.1,22.0,1063,Patchy rain nearby
Dong Thap,10.4939,105.6882,2026-05-20 13:00:00,WeatherAPI,35.0,43,76,0.02,92,10000.0,18.0,20.9,1063,Patchy rain nearby
Dong Thap,10.4939,105.6882,2026-05-20 14:00:00,WeatherAPI,34.7,44,67,0.03,88,10000.0,17.3,21.4,1063,Patchy rain nearby
Dong Thap,10.4939,105.6882,2026-05-20 15:00:00,WeatherAPI,33.9,47,0,0.0,100,10000.0,16.6,22.8,1009,Overcast
Dong Thap,10.4939,105.6882,2026-05-20 16:00:00,WeatherAPI,32.6,53,0,0.0,100,10000.0,16.6,23.5,1009,Overcast
Dong Thap,10.4939,105.6882,2026-05-20 17:00:00,WeatherAPI,31.4,58,60,0.03,80,10000.0,15.5,22.8,1063,Patchy rain nearby
Dong Thap,10.4939,105.6882,2026-05-20 18:00:00,WeatherAPI,30.8,61,81,0.02,80,10000.0,14.4,21.7,1063,Patchy rain nearby
Dong Thap,10.4939,105.6882,2026-05-20 19:00:00,WeatherAPI,30.3,63,73,0.02,82,10000.0,13.3,20.3,1063,Patchy rain nearby
Dong Thap,10.4939,105.6882,2026-05-20 20:00:00,WeatherAPI,29.5,68,67,0.01,79,10000.0,13.3,20.4,1063,Patchy rain nearby
Dong Thap,10.4939,105.6882,2026-05-20 21:00:00,WeatherAPI,28.8,71,0,0.0,34,10000.0,13.0,20.4,1003,Partly Cloudy
Dong Thap,10.4939,105.6882,2026-05-20 22:00:00,WeatherAPI,28.3,74,0,0.0,53,10000.0,13.0,20.4,1003,Partly Cloudy
Dong Thap,10.4939,105.6882,2026-05-20 23:00:00,WeatherAPI,27.7,77,0,0.0,53,10000.0,11.2,18.3,1003,Partly Cloudy
Dong Thap,10.4939,105.6882,2026-05-21 00:00:00,WeatherAPI,27.3,79,0,0.0,45,10000.0,10.8,17.8,1003,Partly Cloudy
Dong Thap,10.4939,105.6882,2026-05-21 01:00:00,WeatherAPI,27.0,80,0,0.0,44,10000.0,11.5,19.0,1003,Partly Cloudy
Dong Thap,10.4939,105.6882,2026-05-21 02:00:00,WeatherAPI,26.8,80,0,0.0,50,10000.0,11.9,19.7,1003,Partly Cloudy
Dong Thap,10.4939,105.6882,2026-05-21 03:00:00,WeatherAPI,26.8,80,0,0.0,60,10000.0,11.5,18.8,1003,Partly Cloudy
Dong Thap,10.4939,105.6882,2026-05-21 04:00:00,WeatherAPI,26.7,80,0,0.0,76,10000.0,9.7,15.9,1006,Cloudy
Dong Thap,10.4939,105.6882,2026-05-21 05:00:00,WeatherAPI,26.4,82,63,0.05,56,10000.0,9.0,15.3,1063,Patchy rain nearby
Dong Thap,10.4939,105.6882,2026-05-21 06:00:00,WeatherAPI,26.6,83,100,0.95,71,9000.0,9.0,14.9,1063,Patchy rain nearby
Dong Thap,10.4939,105.6882,2026-05-21 07:00:00,WeatherAPI,27.4,82,100,1.31,66,9000.0,10.8,15.3,1180,Patchy light rain
Dong Thap,10.4939,105.6882,2026-05-21 08:00:00,WeatherAPI,29.4,72,100,0.47,81,10000.0,15.8,20.0,1240,Light rain shower
Dong Thap,10.4939,105.6882,2026-05-21 09:00:00,WeatherAPI,31.0,64,100,1.69,71,9000.0,17.6,20.3,1180,Patchy light rain
Dong Thap,10.4939,105.6882,2026-05-21 10:00:00,WeatherAPI,32.5,57,100,0.5,77,10000.0,16.2,25.8,1240,Light rain shower
Dong Thap,10.4939,105.6882,2026-05-21 11:00:00,WeatherAPI,33.9,51,100,0.14,100,10000.0,14.0,16.2,1063,Patchy rain nearby
