location_name,latitude,longitude,timestamp,temperature_2m,relative_humidity_2m,precipitation_probability,precipitation,cloud_cover,visibility,wind_speed_10m,wind_gusts_10m,weather_code,weather_description
Long An,10.536,106.4052,2026-05-19 03:00:00,26.1,93,0,0.0,99,18500.0,6.6,11.2,3,Nhieu may
Long An,10.536,106.4052,2026-05-19 04:00:00,26.0,93,0,0.0,99,18620.0,6.3,11.2,3,Nhieu may
Long An,10.536,106.4052,2026-05-19 05:00:00,26.0,92,0,0.0,99,19040.0,6.8,11.5,3,Nhieu may
Long An,10.536,106.4052,2026-05-19 06:00:00,26.3,91,1,0.0,97,22020.0,7.6,12.2,3,Nhieu may
Long An,10.536,106.4052,2026-05-19 07:00:00,27.9,84,6,0.0,98,24400.0,6.2,14.4,3,Nhieu may
Long An,10.536,106.4052,2026-05-19 08:00:00,29.3,77,15,0.1,99,8260.0,11.6,24.5,51,Mua phun nhe
Long An,10.536,106.4052,2026-05-19 09:00:00,30.5,72,27,0.1,99,25780.0,11.7,27.0,51,Mua phun nhe
Long An,10.536,106.4052,2026-05-19 10:00:00,27.2,90,41,4.7,99,3260.0,13.5,35.3,81,Mua rao vua
Long An,10.536,106.4052,2026-05-19 11:00:00,28.0,88,57,0.8,98,5460.0,10.1,27.4,53,Mua phun vua
Long An,10.536,106.4052,2026-05-19 12:00:00,30.6,76,74,0.3,100,8200.0,13.4,32.8,95,Dong
Long An,10.536,106.4052,2026-05-19 13:00:00,31.0,71,88,0.3,98,4120.0,15.9,36.0,51,Mua phun nhe
Long An,10.536,106.4052,2026-05-19 14:00:00,29.0,82,96,1.9,98,5140.0,12.7,36.0,80,Mua rao nhe
Long An,10.536,106.4052,2026-05-19 15:00:00,29.5,80,100,0.3,99,13520.0,8.1,31.0,51,Mua phun nhe
Long An,10.536,106.4052,2026-05-19 16:00:00,28.5,81,100,0.6,99,4140.0,13.4,28.1,53,Mua phun vua
Long An,10.536,106.4052,2026-05-19 17:00:00,28.0,87,93,0.4,99,7000.0,9.4,26.3,51,Mua phun nhe
Long An,10.536,106.4052,2026-05-19 18:00:00,27.5,91,80,0.1,98,14240.0,5.8,18.0,51,Mua phun nhe
Long An,10.536,106.4052,2026-05-19 19:00:00,27.2,93,65,0.0,99,14840.0,2.9,9.4,3,Nhieu may
Long An,10.536,106.4052,2026-05-19 20:00:00,27.0,94,44,0.0,100,10440.0,6.1,10.4,3,Nhieu may
Long An,10.536,106.4052,2026-05-19 21:00:00,27.0,93,20,0.1,99,9840.0,6.8,11.9,51,Mua phun nhe
Long An,10.536,106.4052,2026-05-19 22:00:00,26.9,93,4,0.0,99,13800.0,7.3,13.0,3,Nhieu may
Long An,10.536,106.4052,2026-05-19 23:00:00,26.5,94,3,0.0,99,14820.0,7.7,13.3,3,Nhieu may
Long An,10.536,106.4052,2026-05-20 00:00:00,26.4,94,9,0.0,97,17580.0,6.3,13.3,3,Nhieu may
Long An,10.536,106.4052,2026-05-20 01:00:00,26.2,95,16,0.0,95,18880.0,4.2,10.8,3,Nhieu may
Long An,10.536,106.4052,2026-05-20 02:00:00,26.0,96,19,0.0,99,14120.0,6.1,10.4,3,Nhieu may
Long An,10.536,106.4052,2026-05-20 03:00:00,26.0,96,23,0.0,88,18280.0,6.2,14.4,3,Nhieu may
Long An,10.536,106.4052,2026-05-20 04:00:00,26.0,96,29,0.0,99,14240.0,5.8,10.8,3,Nhieu may
Long An,10.536,106.4052,2026-05-20 05:00:00,25.2,96,41,1.1,98,3440.0,8.6,16.9,55,Mua phun day
Long An,10.536,106.4052,2026-05-20 06:00:00,25.1,97,56,0.3,99,10000.0,6.5,14.4,51,Mua phun nhe
Long An,10.536,106.4052,2026-05-20 07:00:00,26.0,91,67,0.0,96,17680.0,9.9,22.0,3,Nhieu may
Long An,10.536,106.4052,2026-05-20 08:00:00,27.2,88,69,0.1,93,5880.0,10.1,22.0,51,Mua phun nhe
Long An,10.536,106.4052,2026-05-20 09:00:00,29.2,77,66,0.1,98,19600.0,11.1,25.2,51,Mua phun nhe
Long An,10.536,106.4052,2026-05-20 10:00:00,30.1,74,65,0.2,97,6720.0,11.6,26.3,51,Mua phun nhe
Long An,10.536,106.4052,2026-05-20 11:00:00,30.8,71,69,0.6,99,6660.0,11.9,27.4,53,Mua phun vua
Long An,10.536,106.4052,2026-05-20 12:00:00,31.4,71,76,0.4,99,31640.0,11.2,27.4,51,Mua phun nhe
Long An,10.536,106.4052,2026-05-20 13:00:00,32.2,67,82,0.1,97,8540.0,12.6,29.2,95,Dong
Long An,10.536,106.4052,2026-05-20 14:00:00,32.5,65,88,0.1,94,9320.0,12.4,28.1,51,Mua phun nhe
Long An,10.536,106.4052,2026-05-20 15:00:00,31.0,72,94,0.8,99,9420.0,14.2,30.6,53,Mua phun vua
Long An,10.536,106.4052,2026-05-20 16:00:00,27.1,88,96,2.2,98,2420.0,17.5,36.0,80,Mua rao nhe
Long An,10.536,106.4052,2026-05-20 17:00:00,26.7,93,94,2.0,97,2280.0,6.7,31.7,80,Mua rao nhe
Long An,10.536,106.4052,2026-05-20 18:00:00,26.7,93,89,1.4,98,5380.0,6.1,12.6,80,Mua rao nhe
Long An,10.536,106.4052,2026-05-20 19:00:00,26.4,95,80,0.2,98,10320.0,5.6,11.2,51,Mua phun nhe
Long An,10.536,106.4052,2026-05-20 20:00:00,26.1,95,62,0.2,100,4400.0,6.8,11.9,51,Mua phun nhe
Long An,10.536,106.4052,2026-05-20 21:00:00,26.1,95,39,0.2,94,13580.0,4.3,11.9,51,Mua phun nhe
Long An,10.536,106.4052,2026-05-20 22:00:00,26.1,95,24,0.0,95,17160.0,3.7,7.6,3,Nhieu may
Long An,10.536,106.4052,2026-05-20 23:00:00,26.1,96,22,0.0,91,18200.0,4.0,7.2,3,Nhieu may
Long An,10.536,106.4052,2026-05-21 00:00:00,26.1,96,27,0.0,96,18660.0,3.9,6.8,3,Nhieu may
Long An,10.536,106.4052,2026-05-21 01:00:00,26.1,97,33,0.0,96,14160.0,4.6,9.0,3,Nhieu may
Long An,10.536,106.4052,2026-05-21 02:00:00,25.9,98,40,0.0,99,14240.0,4.6,8.3,3,Nhieu may
Long An,10.536,106.4052,2026-05-21 03:00:00,25.8,98,48,0.0,100,14320.0,3.3,8.6,3,Nhieu may
Long An,10.536,106.4052,2026-05-21 04:00:00,25.6,92,55,0.9,100,4560.0,6.7,12.6,53,Mua phun vua
Long An,10.536,106.4052,2026-05-21 05:00:00,24.9,96,58,1.6,100,4620.0,13.6,23.8,80,Mua rao nhe
Long An,10.536,106.4052,2026-05-21 06:00:00,24.5,97,60,0.8,100,3180.0,8.4,24.5,53,Mua phun vua
Long An,10.536,106.4052,2026-05-21 07:00:00,25.4,94,61,0.6,100,6560.0,11.7,21.2,53,Mua phun vua
Long An,10.536,106.4052,2026-05-21 08:00:00,26.2,91,62,0.2,98,8300.0,7.3,24.1,51,Mua phun nhe
Long An,10.536,106.4052,2026-05-21 09:00:00,28.2,82,64,0.1,100,14560.0,10.8,25.2,51,Mua phun nhe
Long An,10.536,106.4052,2026-05-21 10:00:00,29.7,75,67,0.0,100,15800.0,8.5,24.8,3,Nhieu may
Long An,10.536,106.4052,2026-05-21 11:00:00,30.0,75,74,0.4,98,11600.0,12.5,28.8,51,Mua phun nhe
Long An,10.536,106.4052,2026-05-21 12:00:00,31.4,69,83,0.2,100,11960.0,14.1,32.0,51,Mua phun nhe
Long An,10.536,106.4052,2026-05-21 13:00:00,29.1,80,90,1.9,100,5620.0,9.6,31.3,80,Mua rao nhe
Long An,10.536,106.4052,2026-05-21 14:00:00,31.0,70,94,0.1,95,11660.0,8.9,22.0,51,Mua phun nhe
Long An,10.536,106.4052,2026-05-21 15:00:00,29.5,76,96,0.7,98,6060.0,12.2,31.0,53,Mua phun vua
Long An,10.536,106.4052,2026-05-21 16:00:00,29.8,78,94,0.2,100,24100.0,12.1,26.6,51,Mua phun nhe
Long An,10.536,106.4052,2026-05-21 17:00:00,26.9,90,89,2.7,99,5660.0,4.6,27.7,81,Mua rao vua
Long An,10.536,106.4052,2026-05-21 18:00:00,26.6,92,81,0.3,99,9360.0,2.8,15.1,51,Mua phun nhe
Long An,10.536,106.4052,2026-05-21 19:00:00,26.5,92,69,0.0,99,17720.0,1.3,5.0,3,Nhieu may
Long An,10.536,106.4052,2026-05-21 20:00:00,26.2,95,50,0.0,100,18560.0,1.7,3.2,3,Nhieu may
Long An,10.536,106.4052,2026-05-21 21:00:00,26.1,96,27,0.0,99,18880.0,2.2,4.0,3,Nhieu may
Long An,10.536,106.4052,2026-05-21 22:00:00,26.1,95,12,0.0,95,19120.0,1.5,4.0,3,Nhieu may
Long An,10.536,106.4052,2026-05-21 23:00:00,26.1,94,11,0.0,96,17880.0,2.4,3.2,3,Nhieu may
Tien Giang,10.3598,106.3567,2026-05-19 00:00:00,26.6,92,11,0.0,98,17620.0,7.2,12.2,3,Nhieu may
Tien Giang,10.3598,106.3567,2026-05-19 01:00:00,26.5,92,0,0.0,100,17940.0,8.0,15.5,3,Nhieu may
Tien Giang,10.3598,106.3567,2026-05-19 02:00:00,26.2,93,0,0.0,100,18360.0,6.8,14.0,3,Nhieu may
Tien Giang,10.3598,106.3567,2026-05-19 03:00:00,26.1,93,3,0.0,99,18680.0,6.9,12.2,3,Nhieu may
Tien Giang,10.3598,106.3567,2026-05-19 04:00:00,26.0,93,6,0.0,99,19180.0,6.5,12.2,3,Nhieu may
Tien Giang,10.3598,106.3567,2026-05-19 05:00:00,26.1,93,6,0.0,100,19300.0,6.9,12.2,3,Nhieu may
Tien Giang,10.3598,106.3567,2026-05-19 06:00:00,26.4,91,6,0.0,98,19100.0,7.6,13.0,3,Nhieu may
Tien Giang,10.3598,106.3567,2026-05-19 07:00:00,27.8,86,8,0.0,98,24900.0,6.5,14.8,3,Nhieu may
Tien Giang,10.3598,106.3567,2026-05-19 08:00:00,29.1,79,14,0.2,99,10060.0,10.1,22.3,51,Mua phun nhe
Tien Giang,10.3598,106.3567,2026-05-19 09:00:00,29.8,75,23,0.1,99,11100.0,13.1,29.2,51,Mua phun nhe
Tien Giang,10.3598,106.3567,2026-05-19 10:00:00,27.0,91,35,7.4,100,3700.0,9.9,35.6,81,Mua rao vua
Tien Giang,10.3598,106.3567,2026-05-19 11:00:00,28.0,90,53,0.6,98,5700.0,9.2,23.0,53,Mua phun vua
Tien Giang,10.3598,106.3567,2026-05-19 12:00:00,30.3,78,74,0.4,100,8500.0,11.6,30.6,95,Dong
Tien Giang,10.3598,106.3567,2026-05-19 13:00:00,31.0,71,90,0.2,100,14260.0,14.3,36.0,51,Mua phun nhe
Tien Giang,10.3598,106.3567,2026-05-19 14:00:00,28.7,84,98,1.9,95,4860.0,13.0,36.0,80,Mua rao nhe
Tien Giang,10.3598,106.3567,2026-05-19 15:00:00,29.3,82,100,0.3,99,12380.0,6.7,27.0,51,Mua phun nhe
Tien Giang,10.3598,106.3567,2026-05-19 16:00:00,28.0,87,100,1.0,99,3480.0,12.5,27.7,55,Mua phun day
Tien Giang,10.3598,106.3567,2026-05-19 17:00:00,27.8,90,93,0.5,99,10580.0,7.5,24.1,53,Mua phun vua
Tien Giang,10.3598,106.3567,2026-05-19 18:00:00,27.6,92,80,0.0,99,19040.0,3.1,14.8,3,Nhieu may
Tien Giang,10.3598,106.3567,2026-05-19 19:00:00,27.2,93,65,0.0,99,5100.0,0.7,5.4,3,Nhieu may
Tien Giang,10.3598,106.3567,2026-05-19 20:00:00,27.0,95,45,0.2,100,6740.0,4.5,7.9,51,Mua phun nhe
Tien Giang,10.3598,106.3567,2026-05-19 21:00:00,26.8,95,22,0.1,99,11840.0,4.9,9.7,51,Mua phun nhe
Tien Giang,10.3598,106.3567,2026-05-19 22:00:00,26.5,96,6,0.0,99,12060.0,7.0,11.9,3,Nhieu may
Tien Giang,10.3598,106.3567,2026-05-19 23:00:00,26.5,95,1,0.0,100,14960.0,7.3,13.0,3,Nhieu may
Tien Giang,10.3598,106.3567,2026-05-20 00:00:00,26.4,97,3,0.0,87,13860.0,6.0,12.6,3,Nhieu may
Tien Giang,10.3598,106.3567,2026-05-20 01:00:00,26.2,97,8,0.0,96,14500.0,3.4,10.4,3,Nhieu may
Tien Giang,10.3598,106.3567,2026-05-20 02:00:00,26.2,97,14,0.0,99,13980.0,6.5,11.2,3,Nhieu may
Tien Giang,10.3598,106.3567,2026-05-20 03:00:00,26.1,97,23,0.0,89,14400.0,6.0,14.8,3,Nhieu may
Tien Giang,10.3598,106.3567,2026-05-20 04:00:00,26.0,97,33,0.0,98,7340.0,6.8,11.5,3,Nhieu may
Tien Giang,10.3598,106.3567,2026-05-20 05:00:00,25.1,98,44,1.2,99,6040.0,8.4,19.4,55,Mua phun day
Tien Giang,10.3598,106.3567,2026-05-20 06:00:00,25.3,97,55,0.1,98,10200.0,5.6,14.8,51,Mua phun nhe
Tien Giang,10.3598,106.3567,2026-05-20 07:00:00,26.2,93,63,0.0,98,16900.0,9.4,19.1,3,Nhieu may
Tien Giang,10.3598,106.3567,2026-05-20 08:00:00,27.1,91,65,0.1,98,8340.0,8.2,22.0,51,Mua phun nhe
Tien Giang,10.3598,106.3567,2026-05-20 09:00:00,28.9,80,63,0.1,100,23900.0,10.6,24.5,51,Mua phun nhe
Tien Giang,10.3598,106.3567,2026-05-20 10:00:00,29.8,75,63,0.1,88,7620.0,11.7,25.9,51,Mua phun nhe
Tien Giang,10.3598,106.3567,2026-05-20 11:00:00,30.9,72,68,0.4,100,9580.0,10.9,26.6,51,Mua phun nhe
Tien Giang,10.3598,106.3567,2026-05-20 12:00:00,31.6,70,75,0.1,100,32220.0,10.5,25.6,51,Mua phun nhe
Tien Giang,10.3598,106.3567,2026-05-20 13:00:00,32.1,67,82,0.0,97,10540.0,9.6,29.5,95,Dong
Tien Giang,10.3598,106.3567,2026-05-20 14:00:00,31.3,70,89,0.6,95,6400.0,13.7,29.9,53,Mua phun vua
Tien Giang,10.3598,106.3567,2026-05-20 15:00:00,31.1,71,95,0.3,98,22660.0,13.7,30.2,51,Mua phun nhe
Tien Giang,10.3598,106.3567,2026-05-20 16:00:00,27.0,91,98,8.1,99,1860.0,9.6,31.0,81,Mua rao vua
Tien Giang,10.3598,106.3567,2026-05-20 17:00:00,26.8,93,96,2.0,98,3000.0,8.3,20.2,80,Mua rao nhe
Tien Giang,10.3598,106.3567,2026-05-20 18:00:00,26.5,95,90,0.7,99,6980.0,6.1,15.5,53,Mua phun vua
Tien Giang,10.3598,106.3567,2026-05-20 19:00:00,26.4,96,80,0.1,99,12240.0,2.5,11.2,51,Mua phun nhe
Tien Giang,10.3598,106.3567,2026-05-20 20:00:00,26.1,96,62,0.5,98,7440.0,4.8,8.6,53,Mua phun vua
Tien Giang,10.3598,106.3567,2026-05-20 21:00:00,26.4,96,40,0.1,94,15200.0,2.2,8.3,51,Mua phun nhe
Tien Giang,10.3598,106.3567,2026-05-20 22:00:00,26.4,97,25,0.0,88,13740.0,3.2,5.0,3,Nhieu may
Tien Giang,10.3598,106.3567,2026-05-20 23:00:00,26.4,96,21,0.0,95,18800.0,5.1,8.6,3,Nhieu may
Tien Giang,10.3598,106.3567,2026-05-21 00:00:00,26.2,97,24,0.0,95,14360.0,4.2,9.0,3,Nhieu may
Tien Giang,10.3598,106.3567,2026-05-21 01:00:00,26.2,97,29,0.0,94,14460.0,3.7,7.6,3,Nhieu may
Tien Giang,10.3598,106.3567,2026-05-21 02:00:00,26.0,98,38,0.0,99,14480.0,5.0,9.0,3,Nhieu may
Tien Giang,10.3598,106.3567,2026-05-21 03:00:00,26.0,98,50,0.0,99,14120.0,3.8,9.0,3,Nhieu may
Tien Giang,10.3598,106.3567,2026-05-21 04:00:00,25.4,96,59,1.3,100,4420.0,6.4,15.5,80,Mua rao nhe
Tien Giang,10.3598,106.3567,2026-05-21 05:00:00,24.5,99,64,2.9,100,1540.0,10.7,22.3,63,Mua vua
Tien Giang,10.3598,106.3567,2026-05-21 06:00:00,24.6,97,67,1.9,100,3420.0,7.4,18.0,80,Mua rao nhe
Tien Giang,10.3598,106.3567,2026-05-21 07:00:00,25.1,96,69,0.4,99,8000.0,10.3,20.5,51,Mua phun nhe
Tien Giang,10.3598,106.3567,2026-05-21 08:00:00,26.4,89,68,0.1,100,9320.0,8.0,20.2,51,Mua phun nhe
Tien Giang,10.3598,106.3567,2026-05-21 09:00:00,27.8,83,66,0.1,100,19540.0,11.0,25.9,51,Mua phun nhe
Tien Giang,10.3598,106.3567,2026-05-21 10:00:00,29.4,77,67,0.0,99,14240.0,9.6,24.8,3,Nhieu may
Tien Giang,10.3598,106.3567,2026-05-21 11:00:00,29.6,77,73,0.3,98,16240.0,12.1,28.1,51,Mua phun nhe
Tien Giang,10.3598,106.3567,2026-05-21 12:00:00,30.9,71,81,0.2,100,11640.0,11.6,28.8,51,Mua phun nhe
Tien Giang,10.3598,106.3567,2026-05-21 13:00:00,30.2,72,88,0.1,99,5680.0,8.1,28.4,51,Mua phun nhe
Tien Giang,10.3598,106.3567,2026-05-21 14:00:00,30.2,72,92,0.4,96,6200.0,13.4,27.7,51,Mua phun nhe
Tien Giang,10.3598,106.3567,2026-05-21 15:00:00,29.4,81,94,0.8,98,8580.0,10.6,31.3,53,Mua phun vua
Tien Giang,10.3598,106.3567,2026-05-21 16:00:00,28.4,83,94,0.8,99,3140.0,14.6,29.9,53,Mua phun vua
Tien Giang,10.3598,106.3567,2026-05-21 17:00:00,26.6,93,91,1.9,99,6200.0,8.4,31.0,80,Mua rao nhe
Tien Giang,10.3598,106.3567,2026-05-21 18:00:00,26.4,93,86,0.1,99,13660.0,2.2,17.6,51,Mua phun nhe
