location_name,latitude,longitude,timestamp,source,temperature_2m,relative_humidity_2m,precipitation_probability,precipitation,cloud_cover,visibility,wind_speed_10m,wind_gusts_10m,weather_code,weather_description,hour,date,dayofweek,month,flyability_score,fly_label,risk_level
An Giang,10.5216,105.1259,2026-05-28 16:00:00,WeatherAPI,31.2,62,100,3.51,61,8000.0,10.8,15.8,1186,Moderate rain at times,16,2026-05-28,3,5,0.7,NO_FLY,MEDIUM
An Giang,10.5216,105.1259,2026-05-28 17:00:00,WeatherAPI,29.1,74,100,2.27,74,9000.0,13.0,20.4,1180,Patchy light rain,17,2026-05-28,3,5,0.7,NO_FLY,MEDIUM
An Giang,10.5216,105.1259,2026-05-29 06:00:00,WeatherAPI,26.6,81,100,0.12,71,10000.0,4.0,6.6,1063,Patchy rain nearby,6,2026-05-29,4,5,0.7,NO_FLY,MEDIUM
An Giang,10.5216,105.1259,2026-05-29 07:00:00,WeatherAPI,26.9,80,65,0.04,51,10000.0,0.4,0.6,1063,Patchy rain nearby,7,2026-05-29,4,5,0.7,NO_FLY,MEDIUM
An Giang,10.5216,105.1259,2026-05-29 08:00:00,WeatherAPI,27.3,78,71,0.03,87,10000.0,0.7,1.1,1063,Patchy rain nearby,8,2026-05-29,4,5,0.6,NO_FLY,MEDIUM
An Giang,10.5216,105.1259,2026-05-29 09:00:00,WeatherAPI,27.8,76,100,0.18,89,9000.0,1.4,2.1,1063,Patchy rain nearby,9,2026-05-29,4,5,0.6,NO_FLY,MEDIUM
An Giang,10.5216,105.1259,2026-05-29 10:00:00,WeatherAPI,28.1,75,0,0.0,45,10000.0,2.5,3.5,1003,Partly Cloudy,10,2026-05-29,4,5,1.0,FLY,LOW
An Giang,10.5216,105.1259,2026-05-29 11:00:00,WeatherAPI,28.5,74,0,0.0,48,10000.0,4.3,6.0,1003,Partly Cloudy,11,2026-05-29,4,5,1.0,FLY,LOW
An Giang,10.5216,105.1259,2026-05-29 12:00:00,WeatherAPI,29.0,72,0,0.0,33,10000.0,6.1,8.2,1003,Partly Cloudy,12,2026-05-29,4,5,1.0,FLY,LOW
An Giang,10.5216,105.1259,2026-05-29 13:00:00,WeatherAPI,29.5,69,0,0.0,47,10000.0,7.9,10.3,1003,Partly Cloudy,13,2026-05-29,4,5,1.0,FLY,LOW
An Giang,10.5216,105.1259,2026-05-29 14:00:00,WeatherAPI,29.6,69,0,0.0,75,10000.0,12.2,16.1,1006,Cloudy,14,2026-05-29,4,5,1.0,FLY,LOW
An Giang,10.5216,105.1259,2026-05-29 15:00:00,WeatherAPI,28.9,73,0,0.0,77,10000.0,14.4,20.1,1006,Cloudy,15,2026-05-29,4,5,1.0,FLY,LOW
An Giang,10.5216,105.1259,2026-05-29 16:00:00,WeatherAPI,28.1,77,0,0.0,33,10000.0,15.5,22.2,1003,Partly Cloudy,16,2026-05-29,4,5,1.0,FLY,LOW
An Giang,10.5216,105.1259,2026-05-29 17:00:00,WeatherAPI,27.7,78,0,0.0,67,10000.0,16.6,23.2,1006,Cloudy,17,2026-05-29,4,5,1.0,FLY,LOW
An Giang,10.5216,105.1259,2026-05-30 06:00:00,WeatherAPI,26.2,81,100,0.08,82,10000.0,6.5,10.8,1063,Patchy rain nearby,6,2026-05-30,5,5,0.6,NO_FLY,MEDIUM
An Giang,10.5216,105.1259,2026-05-30 07:00:00,WeatherAPI,26.5,80,100,0.23,84,9000.0,7.2,11.1,1063,Patchy rain nearby,7,2026-05-30,5,5,0.6,NO_FLY,MEDIUM
An Giang,10.5216,105.1259,2026-05-30 08:00:00,WeatherAPI,26.9,79,100,0.17,80,9000.0,6.8,9.8,1063,Patchy rain nearby,8,2026-05-30,5,5,0.7,NO_FLY,MEDIUM
An Giang,10.5216,105.1259,2026-05-30 09:00:00,WeatherAPI,28.0,75,67,0.04,79,10000.0,9.0,11.8,1063,Patchy rain nearby,9,2026-05-30,5,5,0.7,NO_FLY,MEDIUM
An Giang,10.5216,105.1259,2026-05-30 10:00:00,WeatherAPI,28.7,72,100,1.5,75,10000.0,10.4,14.8,1240,Light rain shower,10,2026-05-30,5,5,0.7,NO_FLY,MEDIUM
An Giang,10.5216,105.1259,2026-05-30 11:00:00,WeatherAPI,29.8,68,100,1.45,69,10000.0,11.2,17.7,1240,Light rain shower,11,2026-05-30,5,5,0.7,NO_FLY,MEDIUM
An Giang,10.5216,105.1259,2026-05-30 12:00:00,WeatherAPI,29.9,67,100,0.93,81,10000.0,9.7,17.1,1240,Light rain shower,12,2026-05-30,5,5,0.6,NO_FLY,MEDIUM
An Giang,10.5216,105.1259,2026-05-30 13:00:00,WeatherAPI,28.9,72,100,0.73,62,10000.0,12.6,22.8,1240,Light rain shower,13,2026-05-30,5,5,0.7,NO_FLY,MEDIUM
An Giang,10.5216,105.1259,2026-05-30 14:00:00,WeatherAPI,27.9,77,100,0.22,58,10000.0,14.8,20.1,1240,Light rain shower,14,2026-05-30,5,5,0.7,NO_FLY,MEDIUM
An Giang,10.5216,105.1259,2026-05-30 15:00:00,WeatherAPI,27.9,77,100,0.05,76,10000.0,14.4,19.6,1063,Patchy rain nearby,15,2026-05-30,5,5,0.7,NO_FLY,MEDIUM
An Giang,10.5216,105.1259,2026-05-30 16:00:00,WeatherAPI,28.1,76,0,0.0,79,10000.0,15.8,21.6,1006,Cloudy,16,2026-05-30,5,5,1.0,FLY,LOW
An Giang,10.5216,105.1259,2026-05-30 17:00:00,WeatherAPI,27.7,79,100,0.09,89,10000.0,18.0,24.8,1063,Patchy rain nearby,17,2026-05-30,5,5,0.6,NO_FLY,MEDIUM
Can Tho,10.0341,105.7878,2026-05-28 06:00:00,WeatherAPI,26.5,89,0,0.0,23,10000.0,9.7,17.4,1000,Sunny,6,2026-05-28,3,5,1.0,FLY,LOW
Can Tho,10.0341,105.7878,2026-05-28 07:00:00,WeatherAPI,28.2,81,0,0.0,28,10000.0,13.7,20.3,1003,Partly Cloudy,7,2026-05-28,3,5,1.0,FLY,LOW
Can Tho,10.0341,105.7878,2026-05-28 08:00:00,WeatherAPI,30.3,71,0,0.0,23,10000.0,17.6,22.0,1000,Sunny,8,2026-05-28,3,5,1.0,FLY,LOW
Can Tho,10.0341,105.7878,2026-05-28 09:00:00,WeatherAPI,32.6,60,0,0.0,44,10000.0,18.0,20.7,1003,Partly Cloudy,9,2026-05-28,3,5,1.0,FLY,LOW
Can Tho,10.0341,105.7878,2026-05-28 10:00:00,WeatherAPI,34.3,52,0,0.0,42,9000.0,19.1,22.0,1087,Thundery outbreaks in nearby,10,2026-05-28,3,5,1.0,FLY,LOW
Can Tho,10.0341,105.7878,2026-05-28 11:00:00,WeatherAPI,35.3,47,0,0.0,67,9000.0,19.4,22.4,1087,Thundery outbreaks in nearby,11,2026-05-28,3,5,1.0,FLY,LOW
Can Tho,10.0341,105.7878,2026-05-28 12:00:00,WeatherAPI,35.8,46,100,0.22,70,5000.0,20.5,23.6,1150,Patchy light drizzle,12,2026-05-28,3,5,0.4,NO_FLY,HIGH
Can Tho,10.0341,105.7878,2026-05-28 13:00:00,WeatherAPI,34.6,49,69,0.03,53,10000.0,19.8,23.7,1063,Patchy rain nearby,13,2026-05-28,3,5,0.7,NO_FLY,MEDIUM
Can Tho,10.0341,105.7878,2026-05-28 14:00:00,WeatherAPI,34.2,50,0,0.0,36,10000.0,18.4,23.5,1003,Partly Cloudy,14,2026-05-28,3,5,1.0,FLY,LOW
Can Tho,10.0341,105.7878,2026-05-28 15:00:00,WeatherAPI,34.4,49,0,0.0,52,9000.0,19.4,23.6,1087,Thundery outbreaks in nearby,15,2026-05-28,3,5,1.0,FLY,LOW
Can Tho,10.0341,105.7878,2026-05-28 16:00:00,WeatherAPI,33.5,53,0,0.0,35,9000.0,18.0,24.4,1087,Thundery outbreaks in nearby,16,2026-05-28,3,5,1.0,FLY,LOW
Can Tho,10.0341,105.7878,2026-05-28 17:00:00,WeatherAPI,32.4,57,72,0.02,81,10000.0,19.1,27.6,1063,Patchy rain nearby,17,2026-05-28,3,5,0.6,NO_FLY,MEDIUM
Can Tho,10.0341,105.7878,2026-05-29 06:00:00,WeatherAPI,25.6,85,100,0.09,89,10000.0,1.4,2.4,1063,Patchy rain nearby,6,2026-05-29,4,5,0.6,NO_FLY,MEDIUM
Can Tho,10.0341,105.7878,2026-05-29 07:00:00,WeatherAPI,26.3,82,100,0.28,84,9000.0,2.5,3.8,1063,Patchy rain nearby,7,2026-05-29,4,5,0.6,NO_FLY,MEDIUM
Can Tho,10.0341,105.7878,2026-05-29 08:00:00,WeatherAPI,27.3,79,0,0.0,50,10000.0,6.1,8.4,1003,Partly Cloudy,8,2026-05-29,4,5,1.0,FLY,LOW
Can Tho,10.0341,105.7878,2026-05-29 09:00:00,WeatherAPI,28.1,78,100,0.53,72,9000.0,8.6,12.0,1063,Patchy rain nearby,9,2026-05-29,4,5,0.7,NO_FLY,MEDIUM
Can Tho,10.0341,105.7878,2026-05-29 10:00:00,WeatherAPI,28.8,75,100,1.3,71,10000.0,10.8,15.8,1240,Light rain shower,10,2026-05-29,4,5,0.7,NO_FLY,MEDIUM
Can Tho,10.0341,105.7878,2026-05-29 11:00:00,WeatherAPI,29.3,73,100,0.54,76,10000.0,13.7,21.7,1240,Light rain shower,11,2026-05-29,4,5,0.7,NO_FLY,MEDIUM
Can Tho,10.0341,105.7878,2026-05-29 12:00:00,WeatherAPI,28.7,76,0,0.0,59,9000.0,12.2,20.0,1087,Thundery outbreaks in nearby,12,2026-05-29,4,5,1.0,FLY,LOW
Can Tho,10.0341,105.7878,2026-05-29 13:00:00,WeatherAPI,27.8,79,0,0.0,44,9000.0,11.5,18.6,1087,Thundery outbreaks in nearby,13,2026-05-29,4,5,1.0,FLY,LOW
Can Tho,10.0341,105.7878,2026-05-29 14:00:00,WeatherAPI,27.8,78,0,0.0,46,10000.0,11.9,19.2,1003,Partly Cloudy,14,2026-05-29,4,5,1.0,FLY,LOW
Can Tho,10.0341,105.7878,2026-05-29 15:00:00,WeatherAPI,27.6,78,0,0.0,47,10000.0,13.3,21.7,1003,Partly Cloudy,15,2026-05-29,4,5,1.0,FLY,LOW
Can Tho,10.0341,105.7878,2026-05-29 16:00:00,WeatherAPI,27.2,79,0,0.0,53,10000.0,15.1,24.0,1003,Partly Cloudy,16,2026-05-29,4,5,1.0,FLY,LOW
Can Tho,10.0341,105.7878,2026-05-29 17:00:00,WeatherAPI,26.8,82,0,0.0,59,10000.0,14.4,22.3,1003,Partly Cloudy,17,2026-05-29,4,5,1.0,FLY,LOW
Can Tho,10.0341,105.7878,2026-05-30 06:00:00,WeatherAPI,25.1,93,100,1.66,86,10000.0,6.1,11.2,1240,Light rain shower,6,2026-05-30,5,5,0.6,NO_FLY,MEDIUM
Can Tho,10.0341,105.7878,2026-05-30 07:00:00,WeatherAPI,25.5,92,100,2.19,88,10000.0,6.8,12.8,1240,Light rain shower,7,2026-05-30,5,5,0.6,NO_FLY,MEDIUM
Can Tho,10.0341,105.7878,2026-05-30 08:00:00,WeatherAPI,25.9,90,100,2.5,56,7000.0,9.7,16.8,1243,Moderate or heavy rain shower,8,2026-05-30,5,5,0.7,NO_FLY,MEDIUM
Can Tho,10.0341,105.7878,2026-05-30 09:00:00,WeatherAPI,26.2,88,100,1.77,67,10000.0,11.9,20.7,1240,Light rain shower,9,2026-05-30,5,5,0.7,NO_FLY,MEDIUM
Can Tho,10.0341,105.7878,2026-05-30 10:00:00,WeatherAPI,26.4,86,100,0.99,83,10000.0,13.0,24.0,1240,Light rain shower,10,2026-05-30,5,5,0.6,NO_FLY,MEDIUM
Can Tho,10.0341,105.7878,2026-05-30 11:00:00,WeatherAPI,26.3,86,60,0.01,100,10000.0,15.1,28.0,1063,Patchy rain nearby,11,2026-05-30,5,5,0.6,NO_FLY,MEDIUM
Can Tho,10.0341,105.7878,2026-05-30 12:00:00,WeatherAPI,26.2,87,100,0.06,100,10000.0,15.1,28.3,1063,Patchy rain nearby,12,2026-05-30,5,5,0.4,NO_FLY,HIGH
Can Tho,10.0341,105.7878,2026-05-30 13:00:00,WeatherAPI,25.9,89,100,1.3,89,10000.0,14.4,27.4,1240,Light rain shower,13,2026-05-30,5,5,0.6,NO_FLY,MEDIUM
Can Tho,10.0341,105.7878,2026-05-30 14:00:00,WeatherAPI,25.8,89,100,0.51,77,9000.0,16.9,25.2,1063,Patchy rain nearby,14,2026-05-30,5,5,0.7,NO_FLY,MEDIUM
Can Tho,10.0341,105.7878,2026-05-30 15:00:00,WeatherAPI,25.7,90,100,0.51,51,10000.0,16.9,24.7,1240,Light rain shower,15,2026-05-30,5,5,0.7,NO_FLY,MEDIUM
Can Tho,10.0341,105.7878,2026-05-30 16:00:00,WeatherAPI,25.5,91,70,0.02,57,10000.0,16.6,25.1,1063,Patchy rain nearby,16,2026-05-30,5,5,0.7,NO_FLY,MEDIUM
Can Tho,10.0341,105.7878,2026-05-30 17:00:00,WeatherAPI,25.5,91,0,0.0,55,10000.0,16.6,25.0,1003,Partly Cloudy,17,2026-05-30,5,5,1.0,FLY,LOW
Dong Thap,10.4939,105.6882,2026-05-28 06:00:00,WeatherAPI,26.6,89,0,0.0,24,10000.0,9.4,16.6,1000,Sunny,6,2026-05-28,3,5,1.0,FLY,LOW
Dong Thap,10.4939,105.6882,2026-05-28 07:00:00,WeatherAPI,28.4,81,0,0.0,23,10000.0,14.0,19.5,1000,Sunny,7,2026-05-28,3,5,1.0,FLY,LOW
Dong Thap,10.4939,105.6882,2026-05-28 08:00:00,WeatherAPI,30.5,71,0,0.0,25,10000.0,20.2,24.8,1000,Sunny,8,2026-05-28,3,5,0.7,NO_FLY,MEDIUM
Dong Thap,10.4939,105.6882,2026-05-28 09:00:00,WeatherAPI,32.5,60,0,0.0,34,10000.0,19.4,22.4,1003,Partly Cloudy,9,2026-05-28,3,5,1.0,FLY,LOW
Dong Thap,10.4939,105.6882,2026-05-28 10:00:00,WeatherAPI,34.2,52,0,0.0,23,10000.0,19.1,22.0,1000,Sunny,10,2026-05-28,3,5,1.0,FLY,LOW
Dong Thap,10.4939,105.6882,2026-05-28 11:00:00,WeatherAPI,35.4,47,0,0.0,65,9000.0,17.6,20.3,1087,Thundery outbreaks in nearby,11,2026-05-28,3,5,1.0,FLY,LOW
Dong Thap,10.4939,105.6882,2026-05-28 12:00:00,WeatherAPI,36.2,45,100,0.43,70,5000.0,16.9,19.5,1150,Patchy light drizzle,12,2026-05-28,3,5,0.7,NO_FLY,MEDIUM
Dong Thap,10.4939,105.6882,2026-05-28 13:00:00,WeatherAPI,34.3,51,100,0.08,100,9000.0,17.6,23.3,1087,Thundery outbreaks in nearby,13,2026-05-28,3,5,0.6,NO_FLY,MEDIUM
Dong Thap,10.4939,105.6882,2026-05-28 14:00:00,WeatherAPI,32.4,58,73,0.01,100,9000.0,16.9,26.6,1087,Thundery outbreaks in nearby,14,2026-05-28,3,5,0.6,NO_FLY,MEDIUM
Dong Thap,10.4939,105.6882,2026-05-28 15:00:00,WeatherAPI,32.3,59,0,0.0,50,9000.0,15.1,23.7,1087,Thundery outbreaks in nearby,15,2026-05-28,3,5,1.0,FLY,LOW
Dong Thap,10.4939,105.6882,2026-05-28 16:00:00,WeatherAPI,33.5,55,0,0.0,26,9000.0,21.2,28.0,1087,Thundery outbreaks in nearby,16,2026-05-28,3,5,0.7,NO_FLY,MEDIUM
Dong Thap,10.4939,105.6882,2026-05-28 17:00:00,WeatherAPI,32.2,60,100,0.16,85,9000.0,22.3,31.4,1063,Patchy rain nearby,17,2026-05-28,3,5,0.1,NO_FLY,HIGH
Dong Thap,10.4939,105.6882,2026-05-29 06:00:00,WeatherAPI,25.6,83,0,0.0,48,10000.0,1.1,1.9,1003,Partly Cloudy,6,2026-05-29,4,5,1.0,FLY,LOW
Dong Thap,10.4939,105.6882,2026-05-29 07:00:00,WeatherAPI,26.7,78,0,0.0,59,10000.0,4.7,7.1,1003,Partly Cloudy,7,2026-05-29,4,5,1.0,FLY,LOW
Dong Thap,10.4939,105.6882,2026-05-29 08:00:00,WeatherAPI,27.8,75,0,0.0,46,10000.0,8.3,11.3,1003,Partly Cloudy,8,2026-05-29,4,5,1.0,FLY,LOW
Dong Thap,10.4939,105.6882,2026-05-29 09:00:00,WeatherAPI,28.2,76,0,0.0,44,10000.0,7.9,11.2,1003,Partly Cloudy,9,2026-05-29,4,5,1.0,FLY,LOW
Dong Thap,10.4939,105.6882,2026-05-29 10:00:00,WeatherAPI,28.2,77,100,2.31,76,10000.0,5.8,9.0,1273,Patchy light rain in area with thunder,10,2026-05-29,4,5,0.7,NO_FLY,MEDIUM
Dong Thap,10.4939,105.6882,2026-05-29 11:00:00,WeatherAPI,28.8,74,100,1.12,50,10000.0,6.8,10.6,1240,Light rain shower,11,2026-05-29,4,5,0.7,NO_FLY,MEDIUM
Dong Thap,10.4939,105.6882,2026-05-29 12:00:00,WeatherAPI,29.3,72,0,0.0,52,10000.0,10.4,17.4,1003,Partly Cloudy,12,2026-05-29,4,5,1.0,FLY,LOW
Dong Thap,10.4939,105.6882,2026-05-29 13:00:00,WeatherAPI,28.5,76,0,0.0,59,9000.0,13.7,22.5,1087,Thundery outbreaks in nearby,13,2026-05-29,4,5,1.0,FLY,LOW
Dong Thap,10.4939,105.6882,2026-05-29 14:00:00,WeatherAPI,27.5,81,0,0.0,68,9000.0,14.0,21.0,1087,Thundery outbreaks in nearby,14,2026-05-29,4,5,1.0,FLY,LOW
Dong Thap,10.4939,105.6882,2026-05-29 15:00:00,WeatherAPI,27.2,82,0,0.0,74,9000.0,13.3,20.9,1087,Thundery outbreaks in nearby,15,2026-05-29,4,5,1.0,FLY,LOW
Dong Thap,10.4939,105.6882,2026-05-29 16:00:00,WeatherAPI,27.1,81,0,0.0,79,10000.0,14.0,22.0,1006,Cloudy,16,2026-05-29,4,5,1.0,FLY,LOW
Dong Thap,10.4939,105.6882,2026-05-29 17:00:00,WeatherAPI,26.9,81,0,0.0,100,10000.0,14.0,22.1,1009,Overcast,17,2026-05-29,4,5,0.9,FLY,LOW
Dong Thap,10.4939,105.6882,2026-05-30 06:00:00,WeatherAPI,25.9,85,100,0.15,88,9000.0,7.6,13.2,1063,Patchy rain nearby,6,2026-05-30,5,5,0.6,NO_FLY,MEDIUM
Dong Thap,10.4939,105.6882,2026-05-30 07:00:00,WeatherAPI,26.2,85,100,1.18,53,9000.0,6.5,10.7,1180,Patchy light rain,7,2026-05-30,5,5,0.7,NO_FLY,MEDIUM
Dong Thap,10.4939,105.6882,2026-05-30 08:00:00,WeatherAPI,26.8,82,100,0.49,50,10000.0,6.8,10.3,1240,Light rain shower,8,2026-05-30,5,5,0.7,NO_FLY,MEDIUM
Dong Thap,10.4939,105.6882,2026-05-30 09:00:00,WeatherAPI,27.5,80,84,0.02,73,10000.0,9.4,12.8,1063,Patchy rain nearby,9,2026-05-30,5,5,0.7,NO_FLY,MEDIUM
Dong Thap,10.4939,105.6882,2026-05-30 10:00:00,WeatherAPI,27.9,78,100,0.09,67,10000.0,12.6,16.6,1063,Patchy rain nearby,10,2026-05-30,5,5,0.7,NO_FLY,MEDIUM
Dong Thap,10.4939,105.6882,2026-05-30 11:00:00,WeatherAPI,28.1,77,100,0.15,100,2000.0,16.2,21.2,1153,Light drizzle,11,2026-05-30,5,5,0.6,NO_FLY,MEDIUM
Dong Thap,10.4939,105.6882,2026-05-30 12:00:00,WeatherAPI,27.7,79,100,0.48,100,10000.0,17.3,23.7,1240,Light rain shower,12,2026-05-30,5,5,0.6,NO_FLY,MEDIUM
Dong Thap,10.4939,105.6882,2026-05-30 13:00:00,WeatherAPI,27.1,82,100,0.32,100,2000.0,16.9,24.0,1153,Light drizzle,13,2026-05-30,5,5,0.6,NO_FLY,MEDIUM
Dong Thap,10.4939,105.6882,2026-05-30 14:00:00,WeatherAPI,27.2,82,100,0.68,82,2000.0,19.1,26.0,1153,Light drizzle,14,2026-05-30,5,5,0.6,NO_FLY,MEDIUM
Dong Thap,10.4939,105.6882,2026-05-30 15:00:00,WeatherAPI,26.9,84,100,0.38,75,10000.0,19.8,27.2,1240,Light rain shower,15,2026-05-30,5,5,0.7,NO_FLY,MEDIUM
Dong Thap,10.4939,105.6882,2026-05-30 16:00:00,WeatherAPI,26.4,86,0,0.0,100,10000.0,18.4,26.5,1009,Overcast,16,2026-05-30,5,5,0.9,FLY,LOW
Dong Thap,10.4939,105.6882,2026-05-30 17:00:00,WeatherAPI,26.0,88,0,0.0,46,10000.0,19.1,28.3,1003,Partly Cloudy,17,2026-05-30,5,5,0.8,NO_FLY,LOW
Ha Noi,21.0285,105.8542,2026-05-28 06:00:00,WeatherAPI,28.7,86,72,0.03,58,9000.0,4.7,6.8,1087,Thundery outbreaks in nearby,6,2026-05-28,3,5,0.7,NO_FLY,MEDIUM
Ha Noi,21.0285,105.8542,2026-05-28 07:00:00,WeatherAPI,30.0,79,0,0.0,81,9000.0,6.1,7.6,1087,Thundery outbreaks in nearby,7,2026-05-28,3,5,0.9,FLY,LOW
Ha Noi,21.0285,105.8542,2026-05-28 08:00:00,WeatherAPI,31.5,72,79,0.01,83,9000.0,5.8,6.6,1087,Thundery outbreaks in nearby,8,2026-05-28,3,5,0.6,NO_FLY,MEDIUM
Ha Noi,21.0285,105.8542,2026-05-28 09:00:00,WeatherAPI,33.1,64,88,0.01,74,9000.0,5.8,6.6,1087,Thundery outbreaks in nearby,9,2026-05-28,3,5,0.7,NO_FLY,MEDIUM
Ha Noi,21.0285,105.8542,2026-05-28 10:00:00,WeatherAPI,34.9,56,71,0.01,80,9000.0,5.0,5.8,1087,Thundery outbreaks in nearby,10,2026-05-28,3,5,0.7,NO_FLY,MEDIUM
Ha Noi,21.0285,105.8542,2026-05-28 11:00:00,WeatherAPI,33.3,67,0,0.0,25,10000.0,4.0,4.6,1087,Thundery outbreaks in nearby,11,2026-05-28,3,5,1.0,FLY,LOW
Ha Noi,21.0285,105.8542,2026-05-28 12:00:00,WeatherAPI,37.6,46,0,0.0,28,9000.0,4.3,5.0,1087,Thundery outbreaks in nearby,12,2026-05-28,3,5,1.0,FLY,LOW
Ha Noi,21.0285,105.8542,2026-05-28 13:00:00,WeatherAPI,38.2,43,60,0.02,70,9000.0,5.0,5.8,1087,Thundery outbreaks in nearby,13,2026-05-28,3,5,0.7,NO_FLY,MEDIUM
Ha Noi,21.0285,105.8542,2026-05-28 14:00:00,WeatherAPI,37.7,44,100,0.09,86,9000.0,3.6,4.2,1087,Thundery outbreaks in nearby,14,2026-05-28,3,5,0.6,NO_FLY,MEDIUM
Ha Noi,21.0285,105.8542,2026-05-28 15:00:00,WeatherAPI,36.3,50,0,0.0,45,9000.0,5.8,8.0,1087,Thundery outbreaks in nearby,15,2026-05-28,3,5,1.0,FLY,LOW
Ha Noi,21.0285,105.8542,2026-05-28 16:00:00,WeatherAPI,35.1,54,0,0.0,32,9000.0,12.2,18.4,1087,Thundery outbreaks in nearby,16,2026-05-28,3,5,1.0,FLY,LOW
Ha Noi,21.0285,105.8542,2026-05-28 17:00:00,WeatherAPI,34.5,57,0,0.0,12,10000.0,18.4,26.5,1000,Sunny,17,2026-05-28,3,5,1.0,FLY,LOW
Ha Noi,21.0285,105.8542,2026-05-29 06:00:00,WeatherAPI,27.8,89,0,0.0,25,10000.0,7.2,10.9,1000,Sunny,6,2026-05-29,4,5,1.0,FLY,LOW
Ha Noi,21.0285,105.8542,2026-05-29 07:00:00,WeatherAPI,29.4,80,0,0.0,10,10000.0,10.8,13.9,1000,Sunny,7,2026-05-29,4,5,1.0,FLY,LOW
Ha Noi,21.0285,105.8542,2026-05-29 08:00:00,WeatherAPI,31.2,70,0,0.0,34,9000.0,10.4,12.2,1087,Thundery outbreaks in nearby,8,2026-05-29,4,5,1.0,FLY,LOW
Ha Noi,21.0285,105.8542,2026-05-29 09:00:00,WeatherAPI,32.9,61,0,0.0,61,9000.0,10.1,11.6,1087,Thundery outbreaks in nearby,9,2026-05-29,4,5,1.0,FLY,LOW
Ha Noi,21.0285,105.8542,2026-05-29 10:00:00,WeatherAPI,34.4,55,0,0.0,65,9000.0,10.8,12.4,1087,Thundery outbreaks in nearby,10,2026-05-29,4,5,1.0,FLY,LOW
Ha Noi,21.0285,105.8542,2026-05-29 11:00:00,WeatherAPI,35.7,50,0,0.0,71,9000.0,11.2,12.9,1087,Thundery outbreaks in nearby,11,2026-05-29,4,5,1.0,FLY,LOW
Ha Noi,21.0285,105.8542,2026-05-29 12:00:00,WeatherAPI,36.8,45,71,0.01,100,9000.0,10.4,12.0,1087,Thundery outbreaks in nearby,12,2026-05-29,4,5,0.6,NO_FLY,MEDIUM
Ha Noi,21.0285,105.8542,2026-05-29 13:00:00,WeatherAPI,36.9,45,100,0.36,93,2000.0,8.6,9.9,1153,Light drizzle,13,2026-05-29,4,5,0.6,NO_FLY,MEDIUM
Ha Noi,21.0285,105.8542,2026-05-29 14:00:00,WeatherAPI,34.7,54,0,0.0,75,9000.0,7.9,11.9,1087,Thundery outbreaks in nearby,14,2026-05-29,4,5,1.0,FLY,LOW
Ha Noi,21.0285,105.8542,2026-05-29 15:00:00,WeatherAPI,34.3,56,75,0.01,92,9000.0,8.6,13.3,1087,Thundery outbreaks in nearby,15,2026-05-29,4,5,0.6,NO_FLY,MEDIUM
Ha Noi,21.0285,105.8542,2026-05-29 16:00:00,WeatherAPI,34.0,57,0,0.0,66,9000.0,6.8,11.2,1087,Thundery outbreaks in nearby,16,2026-05-29,4,5,1.0,FLY,LOW
