location_name,latitude,longitude,timestamp,source,temperature_2m,relative_humidity_2m,precipitation_probability,precipitation,cloud_cover,visibility,wind_speed_10m,wind_gusts_10m,weather_code,weather_description,hour,date,dayofweek,month,flyability_score,fly_label,risk_level
An Giang,10.5216,105.1259,2026-05-19 06:00:00,WeatherAPI,28.2,76,100,0.37,76,5000.0,13.7,20.6,1150,Patchy light drizzle,6,2026-05-19,1,5,0.7,NO_FLY,MEDIUM
An Giang,10.5216,105.1259,2026-05-19 07:00:00,WeatherAPI,29.3,71,100,1.35,85,9000.0,18.4,24.3,1063,Patchy rain nearby,7,2026-05-19,1,5,0.6,NO_FLY,MEDIUM
An Giang,10.5216,105.1259,2026-05-19 08:00:00,WeatherAPI,30.9,63,100,0.33,65,10000.0,23.8,29.1,1240,Light rain shower,8,2026-05-19,1,5,0.2,NO_FLY,HIGH
An Giang,10.5216,105.1259,2026-05-19 09:00:00,WeatherAPI,32.3,57,100,0.24,62,10000.0,25.6,32.2,1240,Light rain shower,9,2026-05-19,1,5,0.2,NO_FLY,HIGH
An Giang,10.5216,105.1259,2026-05-19 10:00:00,WeatherAPI,33.8,50,0,0.0,100,10000.0,26.3,33.6,1009,Overcast,10,2026-05-19,1,5,0.4,NO_FLY,HIGH
An Giang,10.5216,105.1259,2026-05-19 11:00:00,WeatherAPI,34.3,47,0,0.0,93,10000.0,28.8,36.9,1009,Overcast,11,2026-05-19,1,5,0.4,NO_FLY,HIGH
An Giang,10.5216,105.1259,2026-05-19 12:00:00,WeatherAPI,34.1,46,0,0.0,61,10000.0,29.9,38.2,1003,Partly Cloudy,12,2026-05-19,1,5,0.5,NO_FLY,MEDIUM
An Giang,10.5216,105.1259,2026-05-19 13:00:00,WeatherAPI,34.5,46,0,0.0,52,10000.0,31.7,40.5,1003,Partly Cloudy,13,2026-05-19,1,5,0.5,NO_FLY,MEDIUM
An Giang,10.5216,105.1259,2026-05-19 14:00:00,WeatherAPI,33.6,49,0,0.0,65,10000.0,32.0,36.9,1006,Cloudy,14,2026-05-19,1,5,0.5,NO_FLY,MEDIUM
An Giang,10.5216,105.1259,2026-05-19 15:00:00,WeatherAPI,32.9,51,0,0.0,57,10000.0,31.0,35.6,1003,Partly Cloudy,15,2026-05-19,1,5,0.5,NO_FLY,MEDIUM
An Giang,10.5216,105.1259,2026-05-19 16:00:00,WeatherAPI,32.7,51,0,0.0,41,10000.0,28.4,32.7,1003,Partly Cloudy,16,2026-05-19,1,5,0.5,NO_FLY,MEDIUM
An Giang,10.5216,105.1259,2026-05-19 17:00:00,WeatherAPI,32.0,53,0,0.0,31,10000.0,28.8,34.8,1003,Partly Cloudy,17,2026-05-19,1,5,0.5,NO_FLY,MEDIUM
