location_name,timestamp,temperature_2m,relative_humidity_2m,precipitation_probability,wind_speed_10m,wind_gusts_10m,flyability_score,crop_condition,dynamic_flow_rate_pct,decision_action,model_action,recommendation_text
An Giang,2026-05-25 06:00:00,28.9,74,0,15.1,21.7,1.0,HEALTHY,90.0,TAKE_OFF,TAKE_OFF,"TAKE_OFF: Dieu kien bay chap nhan duoc. Gio 15.1 km/h, gio giat 21.7 km/h, xac suat mua 0%. De xuat flow-rate 90.0%."
An Giang,2026-05-25 07:00:00,29.6,72,0,17.6,22.8,1.0,HEALTHY,90.0,TAKE_OFF,TAKE_OFF,"TAKE_OFF: Dieu kien bay chap nhan duoc. Gio 17.6 km/h, gio giat 22.8 km/h, xac suat mua 0%. De xuat flow-rate 90.0%."
An Giang,2026-05-25 08:00:00,31.1,63,0,14.8,17.0,1.0,HEALTHY,100.0,TAKE_OFF,TAKE_OFF,"TAKE_OFF: Dieu kien bay chap nhan duoc. Gio 14.8 km/h, gio giat 17.0 km/h, xac suat mua 0%. De xuat flow-rate 100.0%."
An Giang,2026-05-25 09:00:00,32.7,55,0,10.8,12.4,1.0,WATER_STRESS,108.0,TAKE_OFF,TAKE_OFF,"TAKE_OFF: Dieu kien bay chap nhan duoc. Gio 10.8 km/h, gio giat 12.4 km/h, xac suat mua 0%. De xuat flow-rate 108.0%."
An Giang,2026-05-25 10:00:00,34.1,50,0,8.3,9.5,1.0,WATER_STRESS,108.0,TAKE_OFF,TAKE_OFF,"TAKE_OFF: Dieu kien bay chap nhan duoc. Gio 8.3 km/h, gio giat 9.5 km/h, xac suat mua 0%. De xuat flow-rate 108.0%."
An Giang,2026-05-25 11:00:00,35.5,45,0,9.4,10.8,0.7,DRY_SOIL,103.0,DELAY_FLIGHT,DELAY_FLIGHT,DELAY_FLIGHT: Tam hoan bay do nhiet do 35.5C hoac rui ro mua 0%. Kiem tra lai khung gio ke tiep.
An Giang,2026-05-25 12:00:00,36.5,42,0,10.1,11.6,0.7,DRY_SOIL,103.0,DELAY_FLIGHT,DELAY_FLIGHT,DELAY_FLIGHT: Tam hoan bay do nhiet do 36.5C hoac rui ro mua 0%. Kiem tra lai khung gio ke tiep.
An Giang,2026-05-25 13:00:00,37.3,39,0,11.5,13.2,0.7,DRY_SOIL,103.0,DELAY_FLIGHT,DELAY_FLIGHT,DELAY_FLIGHT: Tam hoan bay do nhiet do 37.3C hoac rui ro mua 0%. Kiem tra lai khung gio ke tiep.
An Giang,2026-05-25 14:00:00,37.6,37,100,13.7,15.7,0.42,HEALTHY,73.0,RETURN_TO_CHARGING,RETURN_TO_CHARGING,"RETURN_TO_CHARGING: Thoi tiet mua/nguy hiem, xac suat mua 100%. Dua drone ve tram sac de bao ve thiet bi."
An Giang,2026-05-25 15:00:00,36.0,44,100,24.5,28.8,0.03,HEALTHY,63.0,RETURN_TO_CHARGING,RETURN_TO_CHARGING,"RETURN_TO_CHARGING: Thoi tiet mua/nguy hiem, xac suat mua 100%. Dua drone ve tram sac de bao ve thiet bi."
An Giang,2026-05-25 16:00:00,33.5,52,0,27.0,36.4,0.61,WATER_STRESS,98.0,RETURN_TO_CHARGING,RETURN_TO_CHARGING,"RETURN_TO_CHARGING: Thoi tiet mua/nguy hiem, xac suat mua 0%. Dua drone ve tram sac de bao ve thiet bi."
An Giang,2026-05-25 17:00:00,33.5,51,0,24.1,32.3,0.65,WATER_STRESS,98.0,LOCK_SPRAY,LOCK_SPRAY,LOCK_SPRAY: Khoa lenh phun vi gio/gio giat vuot nguong an toan (24.1/32.3 km/h). Tranh pesticide drift va mat on dinh UAV.
Can Tho,2026-05-25 06:00:00,26.8,86,0,8.3,13.5,1.0,HEALTHY,100.0,TAKE_OFF,TAKE_OFF,"TAKE_OFF: Dieu kien bay chap nhan duoc. Gio 8.3 km/h, gio giat 13.5 km/h, xac suat mua 0%. De xuat flow-rate 100.0%."
Can Tho,2026-05-25 07:00:00,28.4,78,0,11.9,15.8,1.0,HEALTHY,100.0,TAKE_OFF,TAKE_OFF,"TAKE_OFF: Dieu kien bay chap nhan duoc. Gio 11.9 km/h, gio giat 15.8 km/h, xac suat mua 0%. De xuat flow-rate 100.0%."
Can Tho,2026-05-25 08:00:00,30.6,66,0,14.8,17.1,1.0,HEALTHY,100.0,TAKE_OFF,TAKE_OFF,"TAKE_OFF: Dieu kien bay chap nhan duoc. Gio 14.8 km/h, gio giat 17.1 km/h, xac suat mua 0%. De xuat flow-rate 100.0%."
Can Tho,2026-05-25 09:00:00,32.4,57,0,14.4,16.6,1.0,WATER_STRESS,108.0,TAKE_OFF,TAKE_OFF,"TAKE_OFF: Dieu kien bay chap nhan duoc. Gio 14.4 km/h, gio giat 16.6 km/h, xac suat mua 0%. De xuat flow-rate 108.0%."
Can Tho,2026-05-25 10:00:00,33.9,51,0,14.8,17.0,1.0,WATER_STRESS,108.0,TAKE_OFF,TAKE_OFF,"TAKE_OFF: Dieu kien bay chap nhan duoc. Gio 14.8 km/h, gio giat 17.0 km/h, xac suat mua 0%. De xuat flow-rate 108.0%."
Can Tho,2026-05-25 11:00:00,35.2,47,0,15.1,17.4,0.7,DRY_SOIL,93.0,DELAY_FLIGHT,DELAY_FLIGHT,DELAY_FLIGHT: Tam hoan bay do nhiet do 35.2C hoac rui ro mua 0%. Kiem tra lai khung gio ke tiep.
Can Tho,2026-05-25 12:00:00,36.1,45,100,18.0,20.7,0.43,HEALTHY,63.0,RETURN_TO_CHARGING,RETURN_TO_CHARGING,"RETURN_TO_CHARGING: Thoi tiet mua/nguy hiem, xac suat mua 100%. Dua drone ve tram sac de bao ve thiet bi."
Can Tho,2026-05-25 13:00:00,34.9,48,100,20.2,23.2,0.52,HEALTHY,75.0,RETURN_TO_CHARGING,RETURN_TO_CHARGING,"RETURN_TO_CHARGING: Thoi tiet mua/nguy hiem, xac suat mua 100%. Dua drone ve tram sac de bao ve thiet bi."
Can Tho,2026-05-25 14:00:00,34.7,48,0,18.7,22.8,0.95,WATER_STRESS,98.0,TAKE_OFF,TAKE_OFF,"TAKE_OFF: Dieu kien bay chap nhan duoc. Gio 18.7 km/h, gio giat 22.8 km/h, xac suat mua 0%. De xuat flow-rate 98.0%."
Can Tho,2026-05-25 15:00:00,34.9,47,0,22.0,25.3,0.8,WATER_STRESS,98.0,LOCK_SPRAY,LOCK_SPRAY,LOCK_SPRAY: Khoa lenh phun vi gio/gio giat vuot nguong an toan (22.0/25.3 km/h). Tranh pesticide drift va mat on dinh UAV.
Can Tho,2026-05-25 16:00:00,34.1,49,0,22.3,27.6,0.8,WATER_STRESS,98.0,LOCK_SPRAY,LOCK_SPRAY,LOCK_SPRAY: Khoa lenh phun vi gio/gio giat vuot nguong an toan (22.3/27.6 km/h). Tranh pesticide drift va mat on dinh UAV.
Can Tho,2026-05-25 17:00:00,33.1,52,0,21.2,28.2,0.65,WATER_STRESS,98.0,LOCK_SPRAY,LOCK_SPRAY,LOCK_SPRAY: Khoa lenh phun vi gio/gio giat vuot nguong an toan (21.2/28.2 km/h). Tranh pesticide drift va mat on dinh UAV.
Dong Thap,2026-05-25 06:00:00,26.7,87,0,7.9,13.2,1.0,HEALTHY,100.0,TAKE_OFF,TAKE_OFF,"TAKE_OFF: Dieu kien bay chap nhan duoc. Gio 7.9 km/h, gio giat 13.2 km/h, xac suat mua 0%. De xuat flow-rate 100.0%."
Dong Thap,2026-05-25 07:00:00,28.2,80,0,10.4,14.1,1.0,HEALTHY,100.0,TAKE_OFF,TAKE_OFF,"TAKE_OFF: Dieu kien bay chap nhan duoc. Gio 10.4 km/h, gio giat 14.1 km/h, xac suat mua 0%. De xuat flow-rate 100.0%."
Dong Thap,2026-05-25 08:00:00,30.3,69,0,15.1,18.1,1.0,HEALTHY,90.0,TAKE_OFF,TAKE_OFF,"TAKE_OFF: Dieu kien bay chap nhan duoc. Gio 15.1 km/h, gio giat 18.1 km/h, xac suat mua 0%. De xuat flow-rate 90.0%."
Dong Thap,2026-05-25 09:00:00,32.2,59,0,14.8,17.0,1.0,WATER_STRESS,108.0,TAKE_OFF,TAKE_OFF,"TAKE_OFF: Dieu kien bay chap nhan duoc. Gio 14.8 km/h, gio giat 17.0 km/h, xac suat mua 0%. De xuat flow-rate 108.0%."
Dong Thap,2026-05-25 10:00:00,33.7,52,0,15.8,18.2,1.0,WATER_STRESS,98.0,TAKE_OFF,TAKE_OFF,"TAKE_OFF: Dieu kien bay chap nhan duoc. Gio 15.8 km/h, gio giat 18.2 km/h, xac suat mua 0%. De xuat flow-rate 98.0%."
Dong Thap,2026-05-25 11:00:00,35.0,48,0,16.2,18.6,1.0,DRY_SOIL,93.0,TAKE_OFF,TAKE_OFF,"TAKE_OFF: Dieu kien bay chap nhan duoc. Gio 16.2 km/h, gio giat 18.6 km/h, xac suat mua 0%. De xuat flow-rate 93.0%."
Dong Thap,2026-05-25 12:00:00,36.0,45,0,18.0,20.7,0.66,DRY_SOIL,93.0,RETURN_TO_CHARGING,RETURN_TO_CHARGING,"RETURN_TO_CHARGING: Thoi tiet mua/nguy hiem, xac suat mua 0%. Dua drone ve tram sac de bao ve thiet bi."
Dong Thap,2026-05-25 13:00:00,36.3,44,76,21.2,24.4,0.22,HEALTHY,63.0,RETURN_TO_CHARGING,RETURN_TO_CHARGING,"RETURN_TO_CHARGING: Thoi tiet mua/nguy hiem, xac suat mua 76%. Dua drone ve tram sac de bao ve thiet bi."
Dong Thap,2026-05-25 14:00:00,34.7,49,85,22.3,28.7,0.37,HEALTHY,75.0,RETURN_TO_CHARGING,RETURN_TO_CHARGING,"RETURN_TO_CHARGING: Thoi tiet mua/nguy hiem, xac suat mua 85%. Dua drone ve tram sac de bao ve thiet bi."
Dong Thap,2026-05-25 15:00:00,33.3,54,0,21.6,31.3,0.61,WATER_STRESS,98.0,RETURN_TO_CHARGING,RETURN_TO_CHARGING,"RETURN_TO_CHARGING: Thoi tiet mua/nguy hiem, xac suat mua 0%. Dua drone ve tram sac de bao ve thiet bi."
Dong Thap,2026-05-25 16:00:00,33.4,53,0,23.8,31.7,0.65,WATER_STRESS,98.0,LOCK_SPRAY,LOCK_SPRAY,LOCK_SPRAY: Khoa lenh phun vi gio/gio giat vuot nguong an toan (23.8/31.7 km/h). Tranh pesticide drift va mat on dinh UAV.
Dong Thap,2026-05-25 17:00:00,32.5,56,0,23.4,31.8,0.65,WATER_STRESS,98.0,LOCK_SPRAY,LOCK_SPRAY,LOCK_SPRAY: Khoa lenh phun vi gio/gio giat vuot nguong an toan (23.4/31.8 km/h). Tranh pesticide drift va mat on dinh UAV.
Ha Noi,2026-05-25 06:00:00,28.5,72,0,11.5,24.2,1.0,HEALTHY,100.0,TAKE_OFF,TAKE_OFF,"TAKE_OFF: Dieu kien bay chap nhan duoc. Gio 11.5 km/h, gio giat 24.2 km/h, xac suat mua 0%. De xuat flow-rate 100.0%."
Ha Noi,2026-05-25 07:00:00,30.6,66,0,11.9,19.8,1.0,HEALTHY,100.0,TAKE_OFF,TAKE_OFF,"TAKE_OFF: Dieu kien bay chap nhan duoc. Gio 11.9 km/h, gio giat 19.8 km/h, xac suat mua 0%. De xuat flow-rate 100.0%."
Ha Noi,2026-05-25 08:00:00,33.1,55,0,13.3,17.6,1.0,WATER_STRESS,108.0,TAKE_OFF,TAKE_OFF,"TAKE_OFF: Dieu kien bay chap nhan duoc. Gio 13.3 km/h, gio giat 17.6 km/h, xac suat mua 0%. De xuat flow-rate 108.0%."
Ha Noi,2026-05-25 09:00:00,35.4,46,0,15.1,18.3,0.7,DRY_SOIL,93.0,DELAY_FLIGHT,DELAY_FLIGHT,DELAY_FLIGHT: Tam hoan bay do nhiet do 35.4C hoac rui ro mua 0%. Kiem tra lai khung gio ke tiep.
Ha Noi,2026-05-25 10:00:00,36.9,41,0,17.3,19.9,0.7,DRY_SOIL,93.0,DELAY_FLIGHT,DELAY_FLIGHT,DELAY_FLIGHT: Tam hoan bay do nhiet do 36.9C hoac rui ro mua 0%. Kiem tra lai khung gio ke tiep.
Ha Noi,2026-05-25 11:00:00,37.7,39,0,19.8,22.8,0.7,DRY_SOIL,93.0,DELAY_FLIGHT,DELAY_FLIGHT,DELAY_FLIGHT: Tam hoan bay do nhiet do 37.7C hoac rui ro mua 0%. Kiem tra lai khung gio ke tiep.
Ha Noi,2026-05-25 12:00:00,38.4,37,0,19.1,22.0,0.7,DRY_SOIL,93.0,DELAY_FLIGHT,DELAY_FLIGHT,DELAY_FLIGHT: Tam hoan bay do nhiet do 38.4C hoac rui ro mua 0%. Kiem tra lai khung gio ke tiep.
Ha Noi,2026-05-25 13:00:00,39.5,35,0,17.6,20.3,0.7,DRY_SOIL,93.0,DELAY_FLIGHT,DELAY_FLIGHT,DELAY_FLIGHT: Tam hoan bay do nhiet do 39.5C hoac rui ro mua 0%. Kiem tra lai khung gio ke tiep.
Ha Noi,2026-05-25 14:00:00,40.4,32,0,17.6,20.3,0.7,DRY_SOIL,93.0,DELAY_FLIGHT,DELAY_FLIGHT,DELAY_FLIGHT: Tam hoan bay do nhiet do 40.4C hoac rui ro mua 0%. Kiem tra lai khung gio ke tiep.
Ha Noi,2026-05-25 15:00:00,40.8,31,0,15.5,19.3,0.7,DRY_SOIL,93.0,DELAY_FLIGHT,DELAY_FLIGHT,DELAY_FLIGHT: Tam hoan bay do nhiet do 40.8C hoac rui ro mua 0%. Kiem tra lai khung gio ke tiep.
Ha Noi,2026-05-25 16:00:00,39.2,40,0,11.5,15.5,0.66,DRY_SOIL,103.0,RETURN_TO_CHARGING,RETURN_TO_CHARGING,"RETURN_TO_CHARGING: Thoi tiet mua/nguy hiem, xac suat mua 0%. Dua drone ve tram sac de bao ve thiet bi."
Ha Noi,2026-05-25 17:00:00,37.2,44,0,8.6,15.8,0.66,DRY_SOIL,103.0,RETURN_TO_CHARGING,RETURN_TO_CHARGING,"RETURN_TO_CHARGING: Thoi tiet mua/nguy hiem, xac suat mua 0%. Dua drone ve tram sac de bao ve thiet bi."
Ho Chi Minh,2026-05-25 06:00:00,27.7,81,0,6.5,9.5,1.0,HEALTHY,100.0,TAKE_OFF,TAKE_OFF,"TAKE_OFF: Dieu kien bay chap nhan duoc. Gio 6.5 km/h, gio giat 9.5 km/h, xac suat mua 0%. De xuat flow-rate 100.0%."
Ho Chi Minh,2026-05-25 07:00:00,28.7,75,0,7.9,10.1,1.0,HEALTHY,100.0,TAKE_OFF,TAKE_OFF,"TAKE_OFF: Dieu kien bay chap nhan duoc. Gio 7.9 km/h, gio giat 10.1 km/h, xac suat mua 0%. De xuat flow-rate 100.0%."
Ho Chi Minh,2026-05-25 08:00:00,30.2,68,0,7.9,9.2,1.0,HEALTHY,100.0,TAKE_OFF,TAKE_OFF,"TAKE_OFF: Dieu kien bay chap nhan duoc. Gio 7.9 km/h, gio giat 9.2 km/h, xac suat mua 0%. De xuat flow-rate 100.0%."
Ho Chi Minh,2026-05-25 09:00:00,31.7,61,0,10.4,12.0,0.95,HEALTHY,100.0,TAKE_OFF,TAKE_OFF,"TAKE_OFF: Dieu kien bay chap nhan duoc. Gio 10.4 km/h, gio giat 12.0 km/h, xac suat mua 0%. De xuat flow-rate 100.0%."
Ho Chi Minh,2026-05-25 10:00:00,33.1,55,0,11.5,13.2,1.0,WATER_STRESS,108.0,TAKE_OFF,TAKE_OFF,"TAKE_OFF: Dieu kien bay chap nhan duoc. Gio 11.5 km/h, gio giat 13.2 km/h, xac suat mua 0%. De xuat flow-rate 108.0%."
Ho Chi Minh,2026-05-25 11:00:00,34.3,50,0,11.2,12.9,1.0,WATER_STRESS,108.0,TAKE_OFF,TAKE_OFF,"TAKE_OFF: Dieu kien bay chap nhan duoc. Gio 11.2 km/h, gio giat 12.9 km/h, xac suat mua 0%. De xuat flow-rate 108.0%."
Ho Chi Minh,2026-05-25 12:00:00,35.4,46,0,11.2,12.9,0.66,DRY_SOIL,103.0,RETURN_TO_CHARGING,RETURN_TO_CHARGING,"RETURN_TO_CHARGING: Thoi tiet mua/nguy hiem, xac suat mua 0%. Dua drone ve tram sac de bao ve thiet bi."
Ho Chi Minh,2026-05-25 13:00:00,36.1,43,100,10.8,12.4,0.42,HEALTHY,73.0,RETURN_TO_CHARGING,RETURN_TO_CHARGING,"RETURN_TO_CHARGING: Thoi tiet mua/nguy hiem, xac suat mua 100%. Dua drone ve tram sac de bao ve thiet bi."
Ho Chi Minh,2026-05-25 14:00:00,36.4,41,100,8.6,9.9,0.47,HEALTHY,73.0,RETURN_TO_CHARGING,RETURN_TO_CHARGING,"RETURN_TO_CHARGING: Thoi tiet mua/nguy hiem, xac suat mua 100%. Dua drone ve tram sac de bao ve thiet bi."
Ho Chi Minh,2026-05-25 15:00:00,35.8,42,100,4.3,5.5,0.47,HEALTHY,73.0,RETURN_TO_CHARGING,RETURN_TO_CHARGING,"RETURN_TO_CHARGING: Thoi tiet mua/nguy hiem, xac suat mua 100%. Dua drone ve tram sac de bao ve thiet bi."
Ho Chi Minh,2026-05-25 16:00:00,36.3,53,0,8.3,11.4,0.66,DRY_SOIL,103.0,RETURN_TO_CHARGING,RETURN_TO_CHARGING,"RETURN_TO_CHARGING: Thoi tiet mua/nguy hiem, xac suat mua 0%. Dua drone ve tram sac de bao ve thiet bi."
Ho Chi Minh,2026-05-25 17:00:00,31.9,60,0,13.3,19.3,1.0,HEALTHY,100.0,TAKE_OFF,TAKE_OFF,"TAKE_OFF: Dieu kien bay chap nhan duoc. Gio 13.3 km/h, gio giat 19.3 km/h, xac suat mua 0%. De xuat flow-rate 100.0%."
Long An,2026-05-25 06:00:00,26.9,86,0,5.4,8.3,1.0,HEALTHY,100.0,TAKE_OFF,TAKE_OFF,"TAKE_OFF: Dieu kien bay chap nhan duoc. Gio 5.4 km/h, gio giat 8.3 km/h, xac suat mua 0%. De xuat flow-rate 100.0%."
Long An,2026-05-25 07:00:00,28.2,79,0,9.4,12.1,1.0,HEALTHY,100.0,TAKE_OFF,TAKE_OFF,"TAKE_OFF: Dieu kien bay chap nhan duoc. Gio 9.4 km/h, gio giat 12.1 km/h, xac suat mua 0%. De xuat flow-rate 100.0%."
Long An,2026-05-25 08:00:00,29.9,71,0,10.1,11.7,1.0,HEALTHY,100.0,TAKE_OFF,TAKE_OFF,"TAKE_OFF: Dieu kien bay chap nhan duoc. Gio 10.1 km/h, gio giat 11.7 km/h, xac suat mua 0%. De xuat flow-rate 100.0%."
Long An,2026-05-25 09:00:00,31.5,63,0,11.2,12.9,1.0,HEALTHY,100.0,TAKE_OFF,TAKE_OFF,"TAKE_OFF: Dieu kien bay chap nhan duoc. Gio 11.2 km/h, gio giat 12.9 km/h, xac suat mua 0%. De xuat flow-rate 100.0%."
Long An,2026-05-25 10:00:00,32.9,56,0,12.2,14.1,1.0,WATER_STRESS,108.0,TAKE_OFF,TAKE_OFF,"TAKE_OFF: Dieu kien bay chap nhan duoc. Gio 12.2 km/h, gio giat 14.1 km/h, xac suat mua 0%. De xuat flow-rate 108.0%."
Long An,2026-05-25 11:00:00,34.2,51,0,11.2,12.9,0.95,WATER_STRESS,108.0,TAKE_OFF,TAKE_OFF,"TAKE_OFF: Dieu kien bay chap nhan duoc. Gio 11.2 km/h, gio giat 12.9 km/h, xac suat mua 0%. De xuat flow-rate 108.0%."
Long An,2026-05-25 12:00:00,35.4,46,0,10.4,12.0,0.66,DRY_SOIL,103.0,RETURN_TO_CHARGING,RETURN_TO_CHARGING,"RETURN_TO_CHARGING: Thoi tiet mua/nguy hiem, xac suat mua 0%. Dua drone ve tram sac de bao ve thiet bi."
Long An,2026-05-25 13:00:00,36.5,42,0,10.1,11.6,0.65,DRY_SOIL,103.0,DELAY_FLIGHT,DELAY_FLIGHT,DELAY_FLIGHT: Tam hoan bay do nhiet do 36.5C hoac rui ro mua 0%. Kiem tra lai khung gio ke tiep.
Long An,2026-05-25 14:00:00,37.1,39,0,9.4,10.8,0.7,DRY_SOIL,103.0,DELAY_FLIGHT,DELAY_FLIGHT,DELAY_FLIGHT: Tam hoan bay do nhiet do 37.1C hoac rui ro mua 0%. Kiem tra lai khung gio ke tiep.
Long An,2026-05-25 15:00:00,35.6,44,100,9.4,12.1,0.47,HEALTHY,73.0,RETURN_TO_CHARGING,RETURN_TO_CHARGING,"RETURN_TO_CHARGING: Thoi tiet mua/nguy hiem, xac suat mua 100%. Dua drone ve tram sac de bao ve thiet bi."
Long An,2026-05-25 16:00:00,37.2,51,0,11.5,16.7,0.66,DRY_SOIL,103.0,RETURN_TO_CHARGING,RETURN_TO_CHARGING,"RETURN_TO_CHARGING: Thoi tiet mua/nguy hiem, xac suat mua 0%. Dua drone ve tram sac de bao ve thiet bi."
Long An,2026-05-25 17:00:00,32.0,59,0,8.3,12.3,0.96,WATER_STRESS,108.0,RETURN_TO_CHARGING,RETURN_TO_CHARGING,"RETURN_TO_CHARGING: Thoi tiet mua/nguy hiem, xac suat mua 0%. Dua drone ve tram sac de bao ve thiet bi."
Tien Giang,2026-05-25 06:00:00,26.0,91,0,5.0,8.8,1.0,HEALTHY,100.0,TAKE_OFF,TAKE_OFF,"TAKE_OFF: Dieu kien bay chap nhan duoc. Gio 5.0 km/h, gio giat 8.8 km/h, xac suat mua 0%. De xuat flow-rate 100.0%."
Tien Giang,2026-05-25 07:00:00,27.6,84,0,7.6,10.5,1.0,HEALTHY,100.0,TAKE_OFF,TAKE_OFF,"TAKE_OFF: Dieu kien bay chap nhan duoc. Gio 7.6 km/h, gio giat 10.5 km/h, xac suat mua 0%. De xuat flow-rate 100.0%."
Tien Giang,2026-05-25 08:00:00,29.5,75,0,10.1,12.2,1.0,HEALTHY,100.0,TAKE_OFF,TAKE_OFF,"TAKE_OFF: Dieu kien bay chap nhan duoc. Gio 10.1 km/h, gio giat 12.2 km/h, xac suat mua 0%. De xuat flow-rate 100.0%."
Tien Giang,2026-05-25 09:00:00,31.4,64,0,10.4,12.0,1.0,HEALTHY,100.0,TAKE_OFF,TAKE_OFF,"TAKE_OFF: Dieu kien bay chap nhan duoc. Gio 10.4 km/h, gio giat 12.0 km/h, xac suat mua 0%. De xuat flow-rate 100.0%."
Tien Giang,2026-05-25 10:00:00,33.2,55,0,10.1,11.6,1.0,WATER_STRESS,108.0,TAKE_OFF,TAKE_OFF,"TAKE_OFF: Dieu kien bay chap nhan duoc. Gio 10.1 km/h, gio giat 11.6 km/h, xac suat mua 0%. De xuat flow-rate 108.0%."
Tien Giang,2026-05-25 11:00:00,34.6,49,0,10.1,11.6,1.0,WATER_STRESS,108.0,TAKE_OFF,TAKE_OFF,"TAKE_OFF: Dieu kien bay chap nhan duoc. Gio 10.1 km/h, gio giat 11.6 km/h, xac suat mua 0%. De xuat flow-rate 108.0%."
Tien Giang,2026-05-25 12:00:00,35.8,45,0,9.7,11.2,0.7,DRY_SOIL,103.0,DELAY_FLIGHT,DELAY_FLIGHT,DELAY_FLIGHT: Tam hoan bay do nhiet do 35.8C hoac rui ro mua 0%. Kiem tra lai khung gio ke tiep.
Tien Giang,2026-05-25 13:00:00,36.9,41,0,9.0,10.4,0.7,DRY_SOIL,103.0,DELAY_FLIGHT,DELAY_FLIGHT,DELAY_FLIGHT: Tam hoan bay do nhiet do 36.9C hoac rui ro mua 0%. Kiem tra lai khung gio ke tiep.
Tien Giang,2026-05-25 14:00:00,36.4,42,100,10.1,11.6,0.47,HEALTHY,73.0,RETURN_TO_CHARGING,RETURN_TO_CHARGING,"RETURN_TO_CHARGING: Thoi tiet mua/nguy hiem, xac suat mua 100%. Dua drone ve tram sac de bao ve thiet bi."
Tien Giang,2026-05-25 15:00:00,33.2,54,86,11.9,18.4,0.73,HEALTHY,85.0,RETURN_TO_CHARGING,RETURN_TO_CHARGING,"RETURN_TO_CHARGING: Thoi tiet mua/nguy hiem, xac suat mua 86%. Dua drone ve tram sac de bao ve thiet bi."
Tien Giang,2026-05-25 16:00:00,37.2,51,0,8.3,14.4,0.66,DRY_SOIL,103.0,RETURN_TO_CHARGING,RETURN_TO_CHARGING,"RETURN_TO_CHARGING: Thoi tiet mua/nguy hiem, xac suat mua 0%. Dua drone ve tram sac de bao ve thiet bi."
Tien Giang,2026-05-25 17:00:00,31.7,61,0,7.9,13.4,0.96,HEALTHY,100.0,RETURN_TO_CHARGING,RETURN_TO_CHARGING,"RETURN_TO_CHARGING: Thoi tiet mua/nguy hiem, xac suat mua 0%. Dua drone ve tram sac de bao ve thiet bi."
An Giang,2026-05-26 06:00:00,27.7,78,0,8.6,13.9,1.0,HEALTHY,100.0,TAKE_OFF,TAKE_OFF,"TAKE_OFF: Dieu kien bay chap nhan duoc. Gio 8.6 km/h, gio giat 13.9 km/h, xac suat mua 0%. De xuat flow-rate 100.0%."
An Giang,2026-05-26 07:00:00,29.4,70,0,11.5,14.5,1.0,HEALTHY,100.0,TAKE_OFF,TAKE_OFF,"TAKE_OFF: Dieu kien bay chap nhan duoc. Gio 11.5 km/h, gio giat 14.5 km/h, xac suat mua 0%. De xuat flow-rate 100.0%."
An Giang,2026-05-26 08:00:00,31.3,61,0,13.7,15.7,1.0,HEALTHY,100.0,TAKE_OFF,TAKE_OFF,"TAKE_OFF: Dieu kien bay chap nhan duoc. Gio 13.7 km/h, gio giat 15.7 km/h, xac suat mua 0%. De xuat flow-rate 100.0%."
An Giang,2026-05-26 09:00:00,33.2,52,0,14.4,16.6,1.0,WATER_STRESS,108.0,TAKE_OFF,TAKE_OFF,"TAKE_OFF: Dieu kien bay chap nhan duoc. Gio 14.4 km/h, gio giat 16.6 km/h, xac suat mua 0%. De xuat flow-rate 108.0%."
An Giang,2026-05-26 10:00:00,34.8,46,0,14.4,16.6,1.0,WATER_STRESS,108.0,TAKE_OFF,TAKE_OFF,"TAKE_OFF: Dieu kien bay chap nhan duoc. Gio 14.4 km/h, gio giat 16.6 km/h, xac suat mua 0%. De xuat flow-rate 108.0%."
An Giang,2026-05-26 11:00:00,36.3,41,0,15.1,17.4,0.7,DRY_SOIL,93.0,DELAY_FLIGHT,DELAY_FLIGHT,DELAY_FLIGHT: Tam hoan bay do nhiet do 36.3C hoac rui ro mua 0%. Kiem tra lai khung gio ke tiep.
An Giang,2026-05-26 12:00:00,37.4,38,0,15.8,18.2,0.7,DRY_SOIL,93.0,DELAY_FLIGHT,DELAY_FLIGHT,DELAY_FLIGHT: Tam hoan bay do nhiet do 37.4C hoac rui ro mua 0%. Kiem tra lai khung gio ke tiep.
An Giang,2026-05-26 13:00:00,38.0,36,100,15.8,18.2,0.47,HEALTHY,63.0,RETURN_TO_CHARGING,RETURN_TO_CHARGING,"RETURN_TO_CHARGING: Thoi tiet mua/nguy hiem, xac suat mua 100%. Dua drone ve tram sac de bao ve thiet bi."
An Giang,2026-05-26 14:00:00,36.5,41,100,24.5,28.2,0.07,HEALTHY,63.0,RETURN_TO_CHARGING,RETURN_TO_CHARGING,"RETURN_TO_CHARGING: Thoi tiet mua/nguy hiem, xac suat mua 100%. Dua drone ve tram sac de bao ve thiet bi."
An Giang,2026-05-26 15:00:00,33.6,51,69,30.2,39.4,0.37,HEALTHY,75.0,RETURN_TO_CHARGING,RETURN_TO_CHARGING,"RETURN_TO_CHARGING: Thoi tiet mua/nguy hiem, xac suat mua 69%. Dua drone ve tram sac de bao ve thiet bi."
An Giang,2026-05-26 16:00:00,32.6,55,68,28.4,36.5,0.37,HEALTHY,75.0,RETURN_TO_CHARGING,RETURN_TO_CHARGING,"RETURN_TO_CHARGING: Thoi tiet mua/nguy hiem, xac suat mua 68%. Dua drone ve tram sac de bao ve thiet bi."
