location_name,timestamp,temperature_2m,relative_humidity_2m,precipitation_probability,wind_speed_10m,wind_gusts_10m,flyability_score,crop_condition,dynamic_flow_rate_pct,decision_action,model_action,recommendation_text
Ho Chi Minh,2026-06-03 10:00:00,29.4,70,73,23.8,32.5,0.37,HEALTHY,75.0,RETURN_TO_CHARGING,RETURN_TO_CHARGING,"RETURN_TO_CHARGING: Thoi tiet mua/nguy hiem, xac suat mua 73%. Dua drone ve tram sac de bao ve thiet bi."
Ho Chi Minh,2026-06-03 11:00:00,30.3,65,11,23.8,33.0,0.45,HEALTHY,90.0,RETURN_TO_CHARGING,RETURN_TO_CHARGING,"RETURN_TO_CHARGING: Thoi tiet mua/nguy hiem, xac suat mua 11%. Dua drone ve tram sac de bao ve thiet bi."
Ho Chi Minh,2026-06-03 12:00:00,30.2,65,73,23.0,32.4,0.37,HEALTHY,75.0,RETURN_TO_CHARGING,RETURN_TO_CHARGING,"RETURN_TO_CHARGING: Thoi tiet mua/nguy hiem, xac suat mua 73%. Dua drone ve tram sac de bao ve thiet bi."
Ho Chi Minh,2026-06-03 13:00:00,31.1,61,7,22.0,30.9,0.45,HEALTHY,90.0,RETURN_TO_CHARGING,RETURN_TO_CHARGING,"RETURN_TO_CHARGING: Thoi tiet mua/nguy hiem, xac suat mua 7%. Dua drone ve tram sac de bao ve thiet bi."
Ho Chi Minh,2026-06-03 14:00:00,31.4,60,73,20.5,24.9,0.52,HEALTHY,75.0,RETURN_TO_CHARGING,RETURN_TO_CHARGING,"RETURN_TO_CHARGING: Thoi tiet mua/nguy hiem, xac suat mua 73%. Dua drone ve tram sac de bao ve thiet bi."
Ho Chi Minh,2026-06-03 15:00:00,31.1,61,73,19.1,25.6,0.77,HEALTHY,75.0,RETURN_TO_CHARGING,RETURN_TO_CHARGING,"RETURN_TO_CHARGING: Thoi tiet mua/nguy hiem, xac suat mua 73%. Dua drone ve tram sac de bao ve thiet bi."
Ho Chi Minh,2026-06-03 16:00:00,31.2,60,2,19.8,26.9,1.0,HEALTHY,90.0,TAKE_OFF,LOCK_SPRAY,LOCK_SPRAY: Khoa lenh phun vi gio/gio giat vuot nguong an toan (19.8/26.9 km/h). Tranh pesticide drift va mat on dinh UAV.
Ho Chi Minh,2026-06-03 17:00:00,30.5,62,3,19.1,26.5,1.0,HEALTHY,90.0,TAKE_OFF,LOCK_SPRAY,LOCK_SPRAY: Khoa lenh phun vi gio/gio giat vuot nguong an toan (19.1/26.5 km/h). Tranh pesticide drift va mat on dinh UAV.
Ho Chi Minh,2026-06-04 06:00:00,25.7,89,21,10.8,21.7,0.85,HEALTHY,100.0,RETURN_TO_CHARGING,RETURN_TO_CHARGING,"RETURN_TO_CHARGING: Thoi tiet mua/nguy hiem, xac suat mua 21%. Dua drone ve tram sac de bao ve thiet bi."
Ho Chi Minh,2026-06-04 07:00:00,26.6,85,73,12.6,25.6,0.72,HEALTHY,85.0,RETURN_TO_CHARGING,RETURN_TO_CHARGING,"RETURN_TO_CHARGING: Thoi tiet mua/nguy hiem, xac suat mua 73%. Dua drone ve tram sac de bao ve thiet bi."
Ho Chi Minh,2026-06-04 08:00:00,27.6,81,73,15.1,19.7,0.72,HEALTHY,75.0,RETURN_TO_CHARGING,RETURN_TO_CHARGING,"RETURN_TO_CHARGING: Thoi tiet mua/nguy hiem, xac suat mua 73%. Dua drone ve tram sac de bao ve thiet bi."
Ho Chi Minh,2026-06-04 09:00:00,27.2,83,83,14.8,23.0,0.72,HEALTHY,85.0,RETURN_TO_CHARGING,RETURN_TO_CHARGING,"RETURN_TO_CHARGING: Thoi tiet mua/nguy hiem, xac suat mua 83%. Dua drone ve tram sac de bao ve thiet bi."
Ho Chi Minh,2026-06-04 10:00:00,29.8,70,73,20.5,35.5,0.42,HEALTHY,75.0,RETURN_TO_CHARGING,RETURN_TO_CHARGING,"RETURN_TO_CHARGING: Thoi tiet mua/nguy hiem, xac suat mua 73%. Dua drone ve tram sac de bao ve thiet bi."
Ho Chi Minh,2026-06-04 11:00:00,29.5,72,73,21.2,39.6,0.37,HEALTHY,75.0,RETURN_TO_CHARGING,RETURN_TO_CHARGING,"RETURN_TO_CHARGING: Thoi tiet mua/nguy hiem, xac suat mua 73%. Dua drone ve tram sac de bao ve thiet bi."
Ho Chi Minh,2026-06-04 12:00:00,27.5,81,79,14.8,28.6,0.57,HEALTHY,85.0,RETURN_TO_CHARGING,RETURN_TO_CHARGING,"RETURN_TO_CHARGING: Thoi tiet mua/nguy hiem, xac suat mua 79%. Dua drone ve tram sac de bao ve thiet bi."
Ho Chi Minh,2026-06-04 13:00:00,29.5,74,76,20.5,41.3,0.37,HEALTHY,75.0,RETURN_TO_CHARGING,RETURN_TO_CHARGING,"RETURN_TO_CHARGING: Thoi tiet mua/nguy hiem, xac suat mua 76%. Dua drone ve tram sac de bao ve thiet bi."
Ho Chi Minh,2026-06-04 14:00:00,29.5,74,73,22.3,32.8,0.42,HEALTHY,75.0,RETURN_TO_CHARGING,RETURN_TO_CHARGING,"RETURN_TO_CHARGING: Thoi tiet mua/nguy hiem, xac suat mua 73%. Dua drone ve tram sac de bao ve thiet bi."
Ho Chi Minh,2026-06-04 15:00:00,28.0,80,77,19.8,34.3,0.57,HEALTHY,75.0,RETURN_TO_CHARGING,RETURN_TO_CHARGING,"RETURN_TO_CHARGING: Thoi tiet mua/nguy hiem, xac suat mua 77%. Dua drone ve tram sac de bao ve thiet bi."
Ho Chi Minh,2026-06-04 16:00:00,28.0,80,7,14.4,25.9,1.0,HEALTHY,100.0,TAKE_OFF,TAKE_OFF,"TAKE_OFF: Dieu kien bay chap nhan duoc. Gio 14.4 km/h, gio giat 25.9 km/h, xac suat mua 7%. De xuat flow-rate 100.0%."
Ho Chi Minh,2026-06-04 17:00:00,28.2,80,73,14.4,25.4,0.77,HEALTHY,85.0,RETURN_TO_CHARGING,RETURN_TO_CHARGING,"RETURN_TO_CHARGING: Thoi tiet mua/nguy hiem, xac suat mua 73%. Dua drone ve tram sac de bao ve thiet bi."
Long An,2026-06-02 06:00:00,25.6,90,13,6.1,11.1,0.85,HEALTHY,100.0,RETURN_TO_CHARGING,RETURN_TO_CHARGING,"RETURN_TO_CHARGING: Thoi tiet mua/nguy hiem, xac suat mua 13%. Dua drone ve tram sac de bao ve thiet bi."
Long An,2026-06-02 07:00:00,26.7,85,73,6.5,11.1,0.77,HEALTHY,85.0,RETURN_TO_CHARGING,RETURN_TO_CHARGING,"RETURN_TO_CHARGING: Thoi tiet mua/nguy hiem, xac suat mua 73%. Dua drone ve tram sac de bao ve thiet bi."
Long An,2026-06-02 08:00:00,27.6,81,73,8.3,11.4,0.77,HEALTHY,85.0,RETURN_TO_CHARGING,RETURN_TO_CHARGING,"RETURN_TO_CHARGING: Thoi tiet mua/nguy hiem, xac suat mua 73%. Dua drone ve tram sac de bao ve thiet bi."
Long An,2026-06-02 09:00:00,28.1,79,73,7.9,11.0,0.72,HEALTHY,85.0,RETURN_TO_CHARGING,RETURN_TO_CHARGING,"RETURN_TO_CHARGING: Thoi tiet mua/nguy hiem, xac suat mua 73%. Dua drone ve tram sac de bao ve thiet bi."
Long An,2026-06-02 10:00:00,29.1,74,73,9.7,15.0,0.77,HEALTHY,85.0,RETURN_TO_CHARGING,RETURN_TO_CHARGING,"RETURN_TO_CHARGING: Thoi tiet mua/nguy hiem, xac suat mua 73%. Dua drone ve tram sac de bao ve thiet bi."
Long An,2026-06-02 11:00:00,30.4,67,73,10.1,17.1,0.77,HEALTHY,85.0,RETURN_TO_CHARGING,RETURN_TO_CHARGING,"RETURN_TO_CHARGING: Thoi tiet mua/nguy hiem, xac suat mua 73%. Dua drone ve tram sac de bao ve thiet bi."
Long An,2026-06-02 12:00:00,30.9,65,73,11.5,21.8,0.72,HEALTHY,85.0,RETURN_TO_CHARGING,RETURN_TO_CHARGING,"RETURN_TO_CHARGING: Thoi tiet mua/nguy hiem, xac suat mua 73%. Dua drone ve tram sac de bao ve thiet bi."
Long An,2026-06-02 13:00:00,29.2,74,73,12.2,22.6,0.77,HEALTHY,85.0,RETURN_TO_CHARGING,RETURN_TO_CHARGING,"RETURN_TO_CHARGING: Thoi tiet mua/nguy hiem, xac suat mua 73%. Dua drone ve tram sac de bao ve thiet bi."
Long An,2026-06-02 14:00:00,27.7,81,76,14.0,22.3,0.72,HEALTHY,85.0,RETURN_TO_CHARGING,RETURN_TO_CHARGING,"RETURN_TO_CHARGING: Thoi tiet mua/nguy hiem, xac suat mua 76%. Dua drone ve tram sac de bao ve thiet bi."
Long An,2026-06-02 15:00:00,26.1,89,85,18.7,28.5,0.57,HEALTHY,75.0,RETURN_TO_CHARGING,RETURN_TO_CHARGING,"RETURN_TO_CHARGING: Thoi tiet mua/nguy hiem, xac suat mua 85%. Dua drone ve tram sac de bao ve thiet bi."
Long An,2026-06-02 16:00:00,25.0,92,81,20.9,34.1,0.42,HEALTHY,75.0,RETURN_TO_CHARGING,RETURN_TO_CHARGING,"RETURN_TO_CHARGING: Thoi tiet mua/nguy hiem, xac suat mua 81%. Dua drone ve tram sac de bao ve thiet bi."
Long An,2026-06-02 17:00:00,24.8,92,82,19.1,30.3,0.62,HEALTHY,75.0,RETURN_TO_CHARGING,RETURN_TO_CHARGING,"RETURN_TO_CHARGING: Thoi tiet mua/nguy hiem, xac suat mua 82%. Dua drone ve tram sac de bao ve thiet bi."
Long An,2026-06-03 06:00:00,25.0,92,73,10.1,16.8,0.72,HEALTHY,85.0,RETURN_TO_CHARGING,RETURN_TO_CHARGING,"RETURN_TO_CHARGING: Thoi tiet mua/nguy hiem, xac suat mua 73%. Dua drone ve tram sac de bao ve thiet bi."
Long An,2026-06-03 07:00:00,26.3,86,20,16.6,25.1,0.8,HEALTHY,90.0,RETURN_TO_CHARGING,RETURN_TO_CHARGING,"RETURN_TO_CHARGING: Thoi tiet mua/nguy hiem, xac suat mua 20%. Dua drone ve tram sac de bao ve thiet bi."
Long An,2026-06-03 08:00:00,27.5,81,73,22.3,29.0,0.37,HEALTHY,75.0,RETURN_TO_CHARGING,RETURN_TO_CHARGING,"RETURN_TO_CHARGING: Thoi tiet mua/nguy hiem, xac suat mua 73%. Dua drone ve tram sac de bao ve thiet bi."
Long An,2026-06-03 09:00:00,27.9,77,7,24.1,29.6,0.5,HEALTHY,90.0,RETURN_TO_CHARGING,RETURN_TO_CHARGING,"RETURN_TO_CHARGING: Thoi tiet mua/nguy hiem, xac suat mua 7%. Dua drone ve tram sac de bao ve thiet bi."
Long An,2026-06-03 10:00:00,28.3,74,6,24.8,30.2,0.65,HEALTHY,90.0,LOCK_SPRAY,LOCK_SPRAY,LOCK_SPRAY: Khoa lenh phun vi gio/gio giat vuot nguong an toan (24.8/30.2 km/h). Tranh pesticide drift va mat on dinh UAV.
Long An,2026-06-03 11:00:00,28.7,72,5,24.8,29.9,0.65,HEALTHY,90.0,LOCK_SPRAY,LOCK_SPRAY,LOCK_SPRAY: Khoa lenh phun vi gio/gio giat vuot nguong an toan (24.8/29.9 km/h). Tranh pesticide drift va mat on dinh UAV.
Long An,2026-06-03 12:00:00,29.4,68,6,22.3,29.8,0.5,HEALTHY,90.0,RETURN_TO_CHARGING,RETURN_TO_CHARGING,"RETURN_TO_CHARGING: Thoi tiet mua/nguy hiem, xac suat mua 6%. Dua drone ve tram sac de bao ve thiet bi."
Long An,2026-06-03 13:00:00,31.3,61,3,25.2,30.3,0.65,HEALTHY,90.0,LOCK_SPRAY,LOCK_SPRAY,LOCK_SPRAY: Khoa lenh phun vi gio/gio giat vuot nguong an toan (25.2/30.3 km/h). Tranh pesticide drift va mat on dinh UAV.
Long An,2026-06-03 14:00:00,31.0,62,6,24.1,27.8,0.65,HEALTHY,90.0,RETURN_TO_CHARGING,RETURN_TO_CHARGING,"RETURN_TO_CHARGING: Thoi tiet mua/nguy hiem, xac suat mua 6%. Dua drone ve tram sac de bao ve thiet bi."
Long An,2026-06-03 15:00:00,30.7,63,7,21.2,25.3,0.6,HEALTHY,90.0,RETURN_TO_CHARGING,RETURN_TO_CHARGING,"RETURN_TO_CHARGING: Thoi tiet mua/nguy hiem, xac suat mua 7%. Dua drone ve tram sac de bao ve thiet bi."
Long An,2026-06-03 16:00:00,29.4,68,3,18.0,25.5,1.0,HEALTHY,90.0,TAKE_OFF,TAKE_OFF,"TAKE_OFF: Dieu kien bay chap nhan duoc. Gio 18.0 km/h, gio giat 25.5 km/h, xac suat mua 3%. De xuat flow-rate 90.0%."
Long An,2026-06-03 17:00:00,29.3,68,3,17.6,24.6,1.0,HEALTHY,90.0,TAKE_OFF,TAKE_OFF,"TAKE_OFF: Dieu kien bay chap nhan duoc. Gio 17.6 km/h, gio giat 24.6 km/h, xac suat mua 3%. De xuat flow-rate 90.0%."
Long An,2026-06-04 06:00:00,25.3,90,26,10.8,19.1,0.8,HEALTHY,100.0,RETURN_TO_CHARGING,RETURN_TO_CHARGING,"RETURN_TO_CHARGING: Thoi tiet mua/nguy hiem, xac suat mua 26%. Dua drone ve tram sac de bao ve thiet bi."
Long An,2026-06-04 07:00:00,26.2,87,21,11.9,19.5,0.85,HEALTHY,100.0,RETURN_TO_CHARGING,RETURN_TO_CHARGING,"RETURN_TO_CHARGING: Thoi tiet mua/nguy hiem, xac suat mua 21%. Dua drone ve tram sac de bao ve thiet bi."
Long An,2026-06-04 08:00:00,26.6,86,74,12.6,18.2,0.77,HEALTHY,85.0,RETURN_TO_CHARGING,RETURN_TO_CHARGING,"RETURN_TO_CHARGING: Thoi tiet mua/nguy hiem, xac suat mua 74%. Dua drone ve tram sac de bao ve thiet bi."
Long An,2026-06-04 09:00:00,28.0,79,73,16.9,22.7,0.77,HEALTHY,75.0,RETURN_TO_CHARGING,RETURN_TO_CHARGING,"RETURN_TO_CHARGING: Thoi tiet mua/nguy hiem, xac suat mua 73%. Dua drone ve tram sac de bao ve thiet bi."
Long An,2026-06-04 10:00:00,29.2,74,73,18.7,30.3,0.57,HEALTHY,75.0,RETURN_TO_CHARGING,RETURN_TO_CHARGING,"RETURN_TO_CHARGING: Thoi tiet mua/nguy hiem, xac suat mua 73%. Dua drone ve tram sac de bao ve thiet bi."
Long An,2026-06-04 11:00:00,27.9,79,73,16.2,23.3,0.77,HEALTHY,75.0,RETURN_TO_CHARGING,RETURN_TO_CHARGING,"RETURN_TO_CHARGING: Thoi tiet mua/nguy hiem, xac suat mua 73%. Dua drone ve tram sac de bao ve thiet bi."
Long An,2026-06-04 12:00:00,27.6,81,77,16.2,30.6,0.57,HEALTHY,75.0,RETURN_TO_CHARGING,RETURN_TO_CHARGING,"RETURN_TO_CHARGING: Thoi tiet mua/nguy hiem, xac suat mua 77%. Dua drone ve tram sac de bao ve thiet bi."
Long An,2026-06-04 13:00:00,30.3,71,73,23.4,34.0,0.42,HEALTHY,75.0,RETURN_TO_CHARGING,RETURN_TO_CHARGING,"RETURN_TO_CHARGING: Thoi tiet mua/nguy hiem, xac suat mua 73%. Dua drone ve tram sac de bao ve thiet bi."
Long An,2026-06-04 14:00:00,29.5,74,73,22.7,32.2,0.42,HEALTHY,75.0,RETURN_TO_CHARGING,RETURN_TO_CHARGING,"RETURN_TO_CHARGING: Thoi tiet mua/nguy hiem, xac suat mua 73%. Dua drone ve tram sac de bao ve thiet bi."
Long An,2026-06-04 15:00:00,28.0,80,79,18.0,29.8,0.57,HEALTHY,75.0,RETURN_TO_CHARGING,RETURN_TO_CHARGING,"RETURN_TO_CHARGING: Thoi tiet mua/nguy hiem, xac suat mua 79%. Dua drone ve tram sac de bao ve thiet bi."
Long An,2026-06-04 16:00:00,28.2,80,9,14.0,23.8,0.85,HEALTHY,100.0,RETURN_TO_CHARGING,RETURN_TO_CHARGING,"RETURN_TO_CHARGING: Thoi tiet mua/nguy hiem, xac suat mua 9%. Dua drone ve tram sac de bao ve thiet bi."
Long An,2026-06-04 17:00:00,28.1,81,73,13.7,22.1,0.77,HEALTHY,85.0,RETURN_TO_CHARGING,RETURN_TO_CHARGING,"RETURN_TO_CHARGING: Thoi tiet mua/nguy hiem, xac suat mua 73%. Dua drone ve tram sac de bao ve thiet bi."
Tien Giang,2026-06-02 06:00:00,24.9,94,18,6.1,11.6,1.0,HEALTHY,100.0,TAKE_OFF,TAKE_OFF,"TAKE_OFF: Dieu kien bay chap nhan duoc. Gio 6.1 km/h, gio giat 11.6 km/h, xac suat mua 18%. De xuat flow-rate 100.0%."
Tien Giang,2026-06-02 07:00:00,25.8,92,73,6.1,9.9,0.77,HEALTHY,85.0,RETURN_TO_CHARGING,RETURN_TO_CHARGING,"RETURN_TO_CHARGING: Thoi tiet mua/nguy hiem, xac suat mua 73%. Dua drone ve tram sac de bao ve thiet bi."
Tien Giang,2026-06-02 08:00:00,26.7,89,79,7.6,11.8,0.77,HEALTHY,85.0,RETURN_TO_CHARGING,RETURN_TO_CHARGING,"RETURN_TO_CHARGING: Thoi tiet mua/nguy hiem, xac suat mua 79%. Dua drone ve tram sac de bao ve thiet bi."
Tien Giang,2026-06-02 09:00:00,27.4,86,73,8.6,13.2,0.77,HEALTHY,85.0,RETURN_TO_CHARGING,RETURN_TO_CHARGING,"RETURN_TO_CHARGING: Thoi tiet mua/nguy hiem, xac suat mua 73%. Dua drone ve tram sac de bao ve thiet bi."
Tien Giang,2026-06-02 10:00:00,29.0,77,73,11.2,18.9,0.77,HEALTHY,85.0,RETURN_TO_CHARGING,RETURN_TO_CHARGING,"RETURN_TO_CHARGING: Thoi tiet mua/nguy hiem, xac suat mua 73%. Dua drone ve tram sac de bao ve thiet bi."
Tien Giang,2026-06-02 11:00:00,30.1,72,73,11.9,14.4,0.77,HEALTHY,85.0,RETURN_TO_CHARGING,RETURN_TO_CHARGING,"RETURN_TO_CHARGING: Thoi tiet mua/nguy hiem, xac suat mua 73%. Dua drone ve tram sac de bao ve thiet bi."
Tien Giang,2026-06-02 12:00:00,30.0,72,73,13.3,25.7,0.77,HEALTHY,85.0,RETURN_TO_CHARGING,RETURN_TO_CHARGING,"RETURN_TO_CHARGING: Thoi tiet mua/nguy hiem, xac suat mua 73%. Dua drone ve tram sac de bao ve thiet bi."
Tien Giang,2026-06-02 13:00:00,27.8,82,78,14.0,20.8,0.77,HEALTHY,85.0,RETURN_TO_CHARGING,RETURN_TO_CHARGING,"RETURN_TO_CHARGING: Thoi tiet mua/nguy hiem, xac suat mua 78%. Dua drone ve tram sac de bao ve thiet bi."
Tien Giang,2026-06-02 14:00:00,26.1,89,87,15.1,24.4,0.72,HEALTHY,75.0,RETURN_TO_CHARGING,RETURN_TO_CHARGING,"RETURN_TO_CHARGING: Thoi tiet mua/nguy hiem, xac suat mua 87%. Dua drone ve tram sac de bao ve thiet bi."
Tien Giang,2026-06-02 15:00:00,24.9,93,85,17.3,26.6,0.77,HEALTHY,75.0,RETURN_TO_CHARGING,RETURN_TO_CHARGING,"RETURN_TO_CHARGING: Thoi tiet mua/nguy hiem, xac suat mua 85%. Dua drone ve tram sac de bao ve thiet bi."
Tien Giang,2026-06-02 16:00:00,24.5,94,81,16.9,26.7,0.77,HEALTHY,75.0,RETURN_TO_CHARGING,RETURN_TO_CHARGING,"RETURN_TO_CHARGING: Thoi tiet mua/nguy hiem, xac suat mua 81%. Dua drone ve tram sac de bao ve thiet bi."
Tien Giang,2026-06-02 17:00:00,24.8,93,73,15.1,24.1,0.77,HEALTHY,75.0,RETURN_TO_CHARGING,RETURN_TO_CHARGING,"RETURN_TO_CHARGING: Thoi tiet mua/nguy hiem, xac suat mua 73%. Dua drone ve tram sac de bao ve thiet bi."
Tien Giang,2026-06-03 06:00:00,24.5,95,79,11.2,18.9,0.77,HEALTHY,85.0,RETURN_TO_CHARGING,RETURN_TO_CHARGING,"RETURN_TO_CHARGING: Thoi tiet mua/nguy hiem, xac suat mua 79%. Dua drone ve tram sac de bao ve thiet bi."
Tien Giang,2026-06-03 07:00:00,25.2,92,83,13.7,21.3,0.72,HEALTHY,85.0,RETURN_TO_CHARGING,RETURN_TO_CHARGING,"RETURN_TO_CHARGING: Thoi tiet mua/nguy hiem, xac suat mua 83%. Dua drone ve tram sac de bao ve thiet bi."
Tien Giang,2026-06-03 08:00:00,25.5,91,78,15.5,23.7,0.72,HEALTHY,75.0,RETURN_TO_CHARGING,RETURN_TO_CHARGING,"RETURN_TO_CHARGING: Thoi tiet mua/nguy hiem, xac suat mua 78%. Dua drone ve tram sac de bao ve thiet bi."
Tien Giang,2026-06-03 09:00:00,26.5,86,17,18.0,25.8,0.85,HEALTHY,90.0,RETURN_TO_CHARGING,RETURN_TO_CHARGING,"RETURN_TO_CHARGING: Thoi tiet mua/nguy hiem, xac suat mua 17%. Dua drone ve tram sac de bao ve thiet bi."
Tien Giang,2026-06-03 10:00:00,27.1,82,18,18.7,24.5,0.85,HEALTHY,90.0,RETURN_TO_CHARGING,RETURN_TO_CHARGING,"RETURN_TO_CHARGING: Thoi tiet mua/nguy hiem, xac suat mua 18%. Dua drone ve tram sac de bao ve thiet bi."
Tien Giang,2026-06-03 11:00:00,27.6,80,15,17.3,24.0,0.85,HEALTHY,90.0,RETURN_TO_CHARGING,RETURN_TO_CHARGING,"RETURN_TO_CHARGING: Thoi tiet mua/nguy hiem, xac suat mua 15%. Dua drone ve tram sac de bao ve thiet bi."
Tien Giang,2026-06-03 12:00:00,29.5,71,6,19.8,26.4,0.85,HEALTHY,90.0,RETURN_TO_CHARGING,RETURN_TO_CHARGING,"RETURN_TO_CHARGING: Thoi tiet mua/nguy hiem, xac suat mua 6%. Dua drone ve tram sac de bao ve thiet bi."
Tien Giang,2026-06-03 13:00:00,30.3,65,2,22.3,29.8,0.65,HEALTHY,90.0,LOCK_SPRAY,LOCK_SPRAY,LOCK_SPRAY: Khoa lenh phun vi gio/gio giat vuot nguong an toan (22.3/29.8 km/h). Tranh pesticide drift va mat on dinh UAV.
Tien Giang,2026-06-03 14:00:00,29.3,69,3,18.4,22.1,1.0,HEALTHY,90.0,TAKE_OFF,TAKE_OFF,"TAKE_OFF: Dieu kien bay chap nhan duoc. Gio 18.4 km/h, gio giat 22.1 km/h, xac suat mua 3%. De xuat flow-rate 90.0%."
Tien Giang,2026-06-03 15:00:00,28.7,72,11,14.0,20.1,0.95,HEALTHY,100.0,TAKE_OFF,TAKE_OFF,"TAKE_OFF: Dieu kien bay chap nhan duoc. Gio 14.0 km/h, gio giat 20.1 km/h, xac suat mua 11%. De xuat flow-rate 100.0%."
Tien Giang,2026-06-03 16:00:00,28.6,72,5,14.8,21.5,1.0,HEALTHY,100.0,TAKE_OFF,TAKE_OFF,"TAKE_OFF: Dieu kien bay chap nhan duoc. Gio 14.8 km/h, gio giat 21.5 km/h, xac suat mua 5%. De xuat flow-rate 100.0%."
Tien Giang,2026-06-03 17:00:00,27.7,76,7,12.2,18.8,1.0,HEALTHY,100.0,TAKE_OFF,TAKE_OFF,"TAKE_OFF: Dieu kien bay chap nhan duoc. Gio 12.2 km/h, gio giat 18.8 km/h, xac suat mua 7%. De xuat flow-rate 100.0%."
Tien Giang,2026-06-04 06:00:00,24.7,94,12,8.6,15.0,1.0,HEALTHY,100.0,TAKE_OFF,TAKE_OFF,"TAKE_OFF: Dieu kien bay chap nhan duoc. Gio 8.6 km/h, gio giat 15.0 km/h, xac suat mua 12%. De xuat flow-rate 100.0%."
Tien Giang,2026-06-04 07:00:00,25.6,91,74,9.0,13.9,0.77,HEALTHY,85.0,RETURN_TO_CHARGING,RETURN_TO_CHARGING,"RETURN_TO_CHARGING: Thoi tiet mua/nguy hiem, xac suat mua 74%. Dua drone ve tram sac de bao ve thiet bi."
Tien Giang,2026-06-04 08:00:00,26.0,90,73,10.1,16.3,0.77,HEALTHY,85.0,RETURN_TO_CHARGING,RETURN_TO_CHARGING,"RETURN_TO_CHARGING: Thoi tiet mua/nguy hiem, xac suat mua 73%. Dua drone ve tram sac de bao ve thiet bi."
Tien Giang,2026-06-04 09:00:00,27.1,86,73,12.6,18.7,0.77,HEALTHY,85.0,RETURN_TO_CHARGING,RETURN_TO_CHARGING,"RETURN_TO_CHARGING: Thoi tiet mua/nguy hiem, xac suat mua 73%. Dua drone ve tram sac de bao ve thiet bi."
Tien Giang,2026-06-04 10:00:00,28.6,79,73,14.8,23.9,0.77,HEALTHY,85.0,RETURN_TO_CHARGING,RETURN_TO_CHARGING,"RETURN_TO_CHARGING: Thoi tiet mua/nguy hiem, xac suat mua 73%. Dua drone ve tram sac de bao ve thiet bi."
Tien Giang,2026-06-04 11:00:00,28.4,81,73,14.0,20.2,0.77,HEALTHY,85.0,RETURN_TO_CHARGING,RETURN_TO_CHARGING,"RETURN_TO_CHARGING: Thoi tiet mua/nguy hiem, xac suat mua 73%. Dua drone ve tram sac de bao ve thiet bi."
Tien Giang,2026-06-04 12:00:00,29.4,77,73,17.6,33.9,0.62,HEALTHY,75.0,RETURN_TO_CHARGING,RETURN_TO_CHARGING,"RETURN_TO_CHARGING: Thoi tiet mua/nguy hiem, xac suat mua 73%. Dua drone ve tram sac de bao ve thiet bi."
Tien Giang,2026-06-04 13:00:00,29.8,77,73,19.1,24.0,0.77,HEALTHY,75.0,RETURN_TO_CHARGING,RETURN_TO_CHARGING,"RETURN_TO_CHARGING: Thoi tiet mua/nguy hiem, xac suat mua 73%. Dua drone ve tram sac de bao ve thiet bi."
Tien Giang,2026-06-04 14:00:00,28.7,80,73,17.6,25.4,0.77,HEALTHY,75.0,RETURN_TO_CHARGING,RETURN_TO_CHARGING,"RETURN_TO_CHARGING: Thoi tiet mua/nguy hiem, xac suat mua 73%. Dua drone ve tram sac de bao ve thiet bi."
Tien Giang,2026-06-04 15:00:00,28.0,82,73,14.0,22.8,0.77,HEALTHY,85.0,RETURN_TO_CHARGING,RETURN_TO_CHARGING,"RETURN_TO_CHARGING: Thoi tiet mua/nguy hiem, xac suat mua 73%. Dua drone ve tram sac de bao ve thiet bi."
Tien Giang,2026-06-04 16:00:00,27.9,83,15,13.0,21.1,0.85,HEALTHY,100.0,RETURN_TO_CHARGING,RETURN_TO_CHARGING,"RETURN_TO_CHARGING: Thoi tiet mua/nguy hiem, xac suat mua 15%. Dua drone ve tram sac de bao ve thiet bi."
Tien Giang,2026-06-04 17:00:00,27.5,84,16,11.9,20.0,0.85,HEALTHY,100.0,RETURN_TO_CHARGING,RETURN_TO_CHARGING,"RETURN_TO_CHARGING: Thoi tiet mua/nguy hiem, xac suat mua 16%. Dua drone ve tram sac de bao ve thiet bi."
