location_name,latitude,longitude,timestamp,source,temperature_2m,relative_humidity_2m,precipitation,precipitation_probability,cloud_cover,visibility,wind_speed_10m,wind_gusts_10m,weather_code,weather_description,evapotranspiration,soil_moisture_0_to_7cm,hour,date,dayofweek,month,flyability_score,decision_action,fly_label,risk_level
Tien Giang,10.3598,106.3567,2026-07-03 10:00:00,Open-Meteo,27.2,87,0.1,86,100,7640.0,15.5,30.2,51,Code 51,0.32,0.36,10,2026-07-03,4,7,0.72,RETURN_TO_CHARGING,NO_FLY,HIGH
Tien Giang,10.3598,106.3567,2026-07-03 11:00:00,Open-Meteo,28.2,83,0.1,89,100,18660.0,15.2,33.8,51,Code 51,0.33,0.357,11,2026-07-03,4,7,0.72,RETURN_TO_CHARGING,NO_FLY,HIGH
Tien Giang,10.3598,106.3567,2026-07-03 12:00:00,Open-Meteo,28.2,82,0.0,93,100,12280.0,15.7,35.6,3,Code 3,0.33,0.354,12,2026-07-03,4,7,0.72,RETURN_TO_CHARGING,NO_FLY,HIGH
Tien Giang,10.3598,106.3567,2026-07-03 13:00:00,Open-Meteo,27.3,87,0.9,96,100,3900.0,15.2,36.0,53,Code 53,0.28,0.358,13,2026-07-03,4,7,0.72,RETURN_TO_CHARGING,NO_FLY,HIGH
Tien Giang,10.3598,106.3567,2026-07-03 14:00:00,Open-Meteo,26.1,93,2.3,98,100,2760.0,15.0,30.6,95,Code 95,0.28,0.382,14,2026-07-03,4,7,0.53,RETURN_TO_CHARGING,NO_FLY,HIGH
Tien Giang,10.3598,106.3567,2026-07-03 15:00:00,Open-Meteo,26.6,94,1.0,98,100,4300.0,8.7,29.5,55,Code 55,0.27,0.388,15,2026-07-03,4,7,0.68,RETURN_TO_CHARGING,NO_FLY,HIGH
Tien Giang,10.3598,106.3567,2026-07-03 16:00:00,Open-Meteo,26.3,95,0.9,98,100,2820.0,12.2,25.2,53,Code 53,0.24,0.392,16,2026-07-03,4,7,0.87,RETURN_TO_CHARGING,NO_FLY,HIGH
Tien Giang,10.3598,106.3567,2026-07-03 17:00:00,Open-Meteo,25.9,97,1.6,98,100,2620.0,11.0,21.2,80,Code 80,0.17,0.406,17,2026-07-03,4,7,0.83,RETURN_TO_CHARGING,NO_FLY,HIGH
Tien Giang,10.3598,106.3567,2026-07-04 06:00:00,Open-Meteo,24.6,98,0.0,47,100,9580.0,14.7,16.9,3,Code 3,0.02,0.383,6,2026-07-04,5,7,0.95,TAKE_OFF,FLY,LOW
Tien Giang,10.3598,106.3567,2026-07-04 07:00:00,Open-Meteo,25.4,94,0.0,55,98,17380.0,16.3,20.9,3,Code 3,0.05,0.381,7,2026-07-04,5,7,0.87,RETURN_TO_CHARGING,NO_FLY,HIGH
Tien Giang,10.3598,106.3567,2026-07-04 08:00:00,Open-Meteo,26.4,90,0.1,59,100,8660.0,11.4,31.0,51,Code 51,0.17,0.379,8,2026-07-04,5,7,0.72,RETURN_TO_CHARGING,NO_FLY,HIGH
Tien Giang,10.3598,106.3567,2026-07-04 09:00:00,Open-Meteo,27.5,84,0.1,61,100,12320.0,14.8,31.3,51,Code 51,0.26,0.376,9,2026-07-04,5,7,0.72,RETURN_TO_CHARGING,NO_FLY,HIGH
Tien Giang,10.3598,106.3567,2026-07-04 10:00:00,Open-Meteo,28.7,79,0.0,65,100,13700.0,14.1,31.0,3,Code 3,0.31,0.372,10,2026-07-04,5,7,0.72,RETURN_TO_CHARGING,NO_FLY,HIGH
Tien Giang,10.3598,106.3567,2026-07-04 11:00:00,Open-Meteo,29.3,77,0.1,72,99,14960.0,14.4,32.4,51,Code 51,0.4,0.369,11,2026-07-04,5,7,0.72,RETURN_TO_CHARGING,NO_FLY,HIGH
Tien Giang,10.3598,106.3567,2026-07-04 12:00:00,Open-Meteo,30.3,74,0.1,81,99,14680.0,15.1,35.6,51,Code 51,0.42,0.364,12,2026-07-04,5,7,0.72,RETURN_TO_CHARGING,NO_FLY,HIGH
Tien Giang,10.3598,106.3567,2026-07-04 13:00:00,Open-Meteo,28.6,84,2.6,88,100,4920.0,12.3,40.3,96,Code 96,0.34,0.388,13,2026-07-04,5,7,0.57,RETURN_TO_CHARGING,NO_FLY,HIGH
Tien Giang,10.3598,106.3567,2026-07-04 14:00:00,Open-Meteo,26.6,89,4.1,92,100,1860.0,16.6,32.4,96,Code 96,0.28,0.43,14,2026-07-04,5,7,0.57,RETURN_TO_CHARGING,NO_FLY,HIGH
Tien Giang,10.3598,106.3567,2026-07-04 15:00:00,Open-Meteo,25.8,94,4.7,94,100,2140.0,6.4,37.1,81,Code 81,0.23,0.427,15,2026-07-04,5,7,0.53,RETURN_TO_CHARGING,NO_FLY,HIGH
Tien Giang,10.3598,106.3567,2026-07-04 16:00:00,Open-Meteo,25.9,94,1.7,94,100,3980.0,8.7,18.0,80,Code 80,0.17,0.421,16,2026-07-04,5,7,0.83,RETURN_TO_CHARGING,NO_FLY,HIGH
Tien Giang,10.3598,106.3567,2026-07-04 17:00:00,Open-Meteo,26.0,95,0.4,90,100,6720.0,6.0,17.3,51,Code 51,0.12,0.414,17,2026-07-04,5,7,0.87,RETURN_TO_CHARGING,NO_FLY,HIGH
