location_name,latitude,longitude,timestamp,source,temperature_2m,relative_humidity_2m,precipitation,precipitation_probability,cloud_cover,visibility,wind_speed_10m,wind_gusts_10m,weather_code,weather_description,evapotranspiration,soil_moisture_0_to_7cm,hour,date,dayofweek,month,flyability_score,decision_action,fly_label,risk_level
An Giang,10.5216,105.1259,2026-07-04 14:00:00,Open-Meteo,29.6,75,0.1,91,100,15260.0,15.5,31.3,51,Code 51,0.21,0.487,14,2026-07-04,5,7,0.72,RETURN_TO_CHARGING,NO_FLY,HIGH
An Giang,10.5216,105.1259,2026-07-04 15:00:00,Open-Meteo,29.9,71,0.0,92,100,17020.0,15.6,29.9,3,Code 3,0.15,0.482,15,2026-07-04,5,7,0.72,RETURN_TO_CHARGING,NO_FLY,HIGH
An Giang,10.5216,105.1259,2026-07-04 16:00:00,Open-Meteo,29.2,74,0.0,88,100,16800.0,14.8,29.5,3,Code 3,0.13,0.478,16,2026-07-04,5,7,0.72,RETURN_TO_CHARGING,NO_FLY,HIGH
An Giang,10.5216,105.1259,2026-07-04 17:00:00,Open-Meteo,28.7,78,0.0,78,100,15720.0,12.0,27.0,3,Code 3,0.11,0.475,17,2026-07-04,5,7,0.87,RETURN_TO_CHARGING,NO_FLY,HIGH
Can Tho,10.0341,105.7878,2026-07-02 06:00:00,Open-Meteo,24.2,95,1.2,100,99,3820.0,12.1,24.1,55,Code 55,0.03,0.437,6,2026-07-02,3,7,0.83,RETURN_TO_CHARGING,NO_FLY,HIGH
Can Tho,10.0341,105.7878,2026-07-02 07:00:00,Open-Meteo,26.7,90,1.0,96,96,19860.0,10.4,22.0,95,Code 95,0.05,0.415,7,2026-07-02,3,7,0.83,RETURN_TO_CHARGING,NO_FLY,HIGH
Can Tho,10.0341,105.7878,2026-07-02 08:00:00,Open-Meteo,27.8,85,0.0,90,96,23140.0,12.2,25.9,3,Code 3,0.13,0.41,8,2026-07-02,3,7,0.87,RETURN_TO_CHARGING,NO_FLY,HIGH
Can Tho,10.0341,105.7878,2026-07-02 09:00:00,Open-Meteo,28.7,82,0.1,83,100,7100.0,14.4,31.7,51,Code 51,0.18,0.406,9,2026-07-02,3,7,0.72,RETURN_TO_CHARGING,NO_FLY,HIGH
Can Tho,10.0341,105.7878,2026-07-02 10:00:00,Open-Meteo,27.9,86,1.5,80,97,6380.0,13.4,36.0,95,Code 95,0.25,0.417,10,2026-07-02,3,7,0.68,RETURN_TO_CHARGING,NO_FLY,HIGH
Can Tho,10.0341,105.7878,2026-07-02 11:00:00,Open-Meteo,28.0,85,0.7,85,97,3040.0,17.6,36.7,95,Code 95,0.28,0.418,11,2026-07-02,3,7,0.68,RETURN_TO_CHARGING,NO_FLY,HIGH
Can Tho,10.0341,105.7878,2026-07-02 12:00:00,Open-Meteo,28.0,85,3.3,93,99,2740.0,17.1,41.8,96,Code 96,0.31,0.427,12,2026-07-02,3,7,0.57,RETURN_TO_CHARGING,NO_FLY,HIGH
Can Tho,10.0341,105.7878,2026-07-02 13:00:00,Open-Meteo,28.2,84,1.9,100,100,4120.0,15.2,40.3,95,Code 95,0.27,0.435,13,2026-07-02,3,7,0.68,RETURN_TO_CHARGING,NO_FLY,HIGH
Can Tho,10.0341,105.7878,2026-07-02 14:00:00,Open-Meteo,26.5,91,4.0,100,100,2160.0,16.9,35.3,95,Code 95,0.34,0.434,14,2026-07-02,3,7,0.53,RETURN_TO_CHARGING,NO_FLY,HIGH
Can Tho,10.0341,105.7878,2026-07-02 15:00:00,Open-Meteo,25.9,93,1.9,100,100,4620.0,14.4,32.4,80,Code 80,0.27,0.435,15,2026-07-02,3,7,0.68,RETURN_TO_CHARGING,NO_FLY,HIGH
Can Tho,10.0341,105.7878,2026-07-02 16:00:00,Open-Meteo,27.3,86,0.2,100,100,17780.0,16.7,34.9,51,Code 51,0.18,0.427,16,2026-07-02,3,7,0.72,RETURN_TO_CHARGING,NO_FLY,HIGH
Can Tho,10.0341,105.7878,2026-07-02 17:00:00,Open-Meteo,26.6,91,0.3,99,100,5560.0,10.1,32.8,51,Code 51,0.13,0.425,17,2026-07-02,3,7,0.72,RETURN_TO_CHARGING,NO_FLY,HIGH
Can Tho,10.0341,105.7878,2026-07-03 06:00:00,Open-Meteo,24.8,96,0.8,92,100,4300.0,11.6,21.6,53,Code 53,0.03,0.431,6,2026-07-03,4,7,0.87,RETURN_TO_CHARGING,NO_FLY,HIGH
Can Tho,10.0341,105.7878,2026-07-03 07:00:00,Open-Meteo,25.2,96,0.8,94,99,5520.0,11.9,21.6,53,Code 53,0.04,0.432,7,2026-07-03,4,7,0.87,RETURN_TO_CHARGING,NO_FLY,HIGH
Can Tho,10.0341,105.7878,2026-07-03 08:00:00,Open-Meteo,26.1,91,1.2,94,100,2420.0,15.3,33.1,55,Code 55,0.1,0.439,8,2026-07-03,4,7,0.68,RETURN_TO_CHARGING,NO_FLY,HIGH
Can Tho,10.0341,105.7878,2026-07-03 09:00:00,Open-Meteo,26.1,95,1.6,94,98,2980.0,11.8,28.1,80,Code 80,0.18,0.437,9,2026-07-03,4,7,0.83,RETURN_TO_CHARGING,NO_FLY,HIGH
Can Tho,10.0341,105.7878,2026-07-03 10:00:00,Open-Meteo,26.8,91,1.1,94,100,4000.0,15.7,31.7,55,Code 55,0.25,0.434,10,2026-07-03,4,7,0.68,RETURN_TO_CHARGING,NO_FLY,HIGH
Can Tho,10.0341,105.7878,2026-07-03 11:00:00,Open-Meteo,27.4,87,0.8,96,99,2020.0,18.2,40.7,95,Code 95,0.27,0.432,11,2026-07-03,4,7,0.68,RETURN_TO_CHARGING,NO_FLY,HIGH
Can Tho,10.0341,105.7878,2026-07-03 12:00:00,Open-Meteo,26.5,91,2.5,99,100,5080.0,16.1,41.4,81,Code 81,0.27,0.436,12,2026-07-03,4,7,0.53,RETURN_TO_CHARGING,NO_FLY,HIGH
Can Tho,10.0341,105.7878,2026-07-03 13:00:00,Open-Meteo,27.0,88,0.2,100,100,5820.0,16.2,32.4,51,Code 51,0.25,0.429,13,2026-07-03,4,7,0.72,RETURN_TO_CHARGING,NO_FLY,HIGH
Can Tho,10.0341,105.7878,2026-07-03 14:00:00,Open-Meteo,27.0,88,0.7,99,100,3200.0,16.9,37.8,53,Code 53,0.23,0.429,14,2026-07-03,4,7,0.72,RETURN_TO_CHARGING,NO_FLY,HIGH
Can Tho,10.0341,105.7878,2026-07-03 15:00:00,Open-Meteo,26.4,94,1.0,97,100,3940.0,15.1,36.0,55,Code 55,0.2,0.431,15,2026-07-03,4,7,0.68,RETURN_TO_CHARGING,NO_FLY,HIGH
Can Tho,10.0341,105.7878,2026-07-03 16:00:00,Open-Meteo,26.1,95,0.8,94,100,3900.0,11.4,27.4,53,Code 53,0.18,0.432,16,2026-07-03,4,7,0.87,RETURN_TO_CHARGING,NO_FLY,HIGH
Can Tho,10.0341,105.7878,2026-07-03 17:00:00,Open-Meteo,26.2,95,0.9,91,100,3540.0,10.7,20.2,53,Code 53,0.12,0.434,17,2026-07-03,4,7,0.87,RETURN_TO_CHARGING,NO_FLY,HIGH
Can Tho,10.0341,105.7878,2026-07-04 06:00:00,Open-Meteo,24.1,95,0.0,52,98,8800.0,11.1,21.6,3,Code 3,0.02,0.414,6,2026-07-04,5,7,0.87,RETURN_TO_CHARGING,NO_FLY,HIGH
Can Tho,10.0341,105.7878,2026-07-04 07:00:00,Open-Meteo,24.9,94,0.0,57,98,13060.0,12.9,24.1,3,Code 3,0.05,0.412,7,2026-07-04,5,7,0.87,RETURN_TO_CHARGING,NO_FLY,HIGH
Can Tho,10.0341,105.7878,2026-07-04 08:00:00,Open-Meteo,26.3,88,0.1,61,100,7580.0,16.7,32.4,51,Code 51,0.12,0.411,8,2026-07-04,5,7,0.72,RETURN_TO_CHARGING,NO_FLY,HIGH
Can Tho,10.0341,105.7878,2026-07-04 09:00:00,Open-Meteo,26.2,87,0.7,66,100,3140.0,17.8,38.5,53,Code 53,0.21,0.415,9,2026-07-04,5,7,0.72,RETURN_TO_CHARGING,NO_FLY,HIGH
Can Tho,10.0341,105.7878,2026-07-04 10:00:00,Open-Meteo,26.2,89,0.9,71,100,5240.0,14.7,34.6,53,Code 53,0.26,0.419,10,2026-07-04,5,7,0.72,RETURN_TO_CHARGING,NO_FLY,HIGH
Can Tho,10.0341,105.7878,2026-07-04 11:00:00,Open-Meteo,27.1,88,0.3,79,99,5880.0,13.4,30.2,51,Code 51,0.26,0.418,11,2026-07-04,5,7,0.72,RETURN_TO_CHARGING,NO_FLY,HIGH
Can Tho,10.0341,105.7878,2026-07-04 12:00:00,Open-Meteo,28.4,80,0.3,88,100,6860.0,15.0,33.8,51,Code 51,0.29,0.415,12,2026-07-04,5,7,0.72,RETURN_TO_CHARGING,NO_FLY,HIGH
Can Tho,10.0341,105.7878,2026-07-04 13:00:00,Open-Meteo,28.4,79,0.2,94,100,11220.0,14.5,32.0,51,Code 51,0.31,0.412,13,2026-07-04,5,7,0.72,RETURN_TO_CHARGING,NO_FLY,HIGH
Can Tho,10.0341,105.7878,2026-07-04 14:00:00,Open-Meteo,28.7,79,0.2,96,100,8360.0,11.3,29.9,51,Code 51,0.21,0.409,14,2026-07-04,5,7,0.72,RETURN_TO_CHARGING,NO_FLY,HIGH
Can Tho,10.0341,105.7878,2026-07-04 15:00:00,Open-Meteo,29.0,82,0.1,96,100,16620.0,8.8,26.6,51,Code 51,0.22,0.406,15,2026-07-04,5,7,0.87,RETURN_TO_CHARGING,NO_FLY,HIGH
Can Tho,10.0341,105.7878,2026-07-04 16:00:00,Open-Meteo,27.0,89,3.4,92,100,5920.0,9.9,28.8,96,Code 96,0.17,0.43,16,2026-07-04,5,7,0.72,RETURN_TO_CHARGING,NO_FLY,HIGH
Can Tho,10.0341,105.7878,2026-07-04 17:00:00,Open-Meteo,26.5,94,0.9,84,100,4020.0,5.4,20.9,53,Code 53,0.12,0.431,17,2026-07-04,5,7,0.87,RETURN_TO_CHARGING,NO_FLY,HIGH
Dong Thap,10.4939,105.6882,2026-07-02 06:00:00,Open-Meteo,25.0,95,0.1,95,100,13620.0,12.1,22.0,51,Code 51,0.01,0.481,6,2026-07-02,3,7,0.87,RETURN_TO_CHARGING,NO_FLY,HIGH
Dong Thap,10.4939,105.6882,2026-07-02 07:00:00,Open-Meteo,27.6,83,0.0,88,88,24220.0,16.3,23.4,3,Code 3,0.03,0.474,7,2026-07-02,3,7,0.87,RETURN_TO_CHARGING,NO_FLY,HIGH
Dong Thap,10.4939,105.6882,2026-07-02 08:00:00,Open-Meteo,28.6,80,0.0,82,74,28840.0,13.9,31.0,2,Code 2,0.08,0.471,8,2026-07-02,3,7,0.77,RETURN_TO_CHARGING,NO_FLY,HIGH
Dong Thap,10.4939,105.6882,2026-07-02 09:00:00,Open-Meteo,29.3,79,0.1,75,96,12400.0,15.0,37.4,51,Code 51,0.15,0.468,9,2026-07-02,3,7,0.72,RETURN_TO_CHARGING,NO_FLY,HIGH
Dong Thap,10.4939,105.6882,2026-07-02 10:00:00,Open-Meteo,29.3,80,0.9,73,85,28840.0,14.0,37.8,95,Code 95,0.3,0.471,10,2026-07-02,3,7,0.68,RETURN_TO_CHARGING,NO_FLY,HIGH
Dong Thap,10.4939,105.6882,2026-07-02 11:00:00,Open-Meteo,29.9,79,0.1,79,90,15240.0,14.0,34.2,95,Code 95,0.35,0.468,11,2026-07-02,3,7,0.68,RETURN_TO_CHARGING,NO_FLY,HIGH
Dong Thap,10.4939,105.6882,2026-07-02 12:00:00,Open-Meteo,27.7,87,4.1,88,100,2800.0,13.5,39.2,96,Code 96,0.35,0.508,12,2026-07-02,3,7,0.57,RETURN_TO_CHARGING,NO_FLY,HIGH
Dong Thap,10.4939,105.6882,2026-07-02 13:00:00,Open-Meteo,28.0,85,3.0,96,99,6940.0,12.5,31.0,95,Code 95,0.36,0.505,13,2026-07-02,3,7,0.53,RETURN_TO_CHARGING,NO_FLY,HIGH
Dong Thap,10.4939,105.6882,2026-07-02 14:00:00,Open-Meteo,28.3,81,0.8,99,100,2900.0,21.0,38.9,53,Code 53,0.35,0.5,14,2026-07-02,3,7,0.72,RETURN_TO_CHARGING,NO_FLY,HIGH
Dong Thap,10.4939,105.6882,2026-07-02 15:00:00,Open-Meteo,26.5,92,1.6,99,99,3380.0,13.8,41.0,80,Code 80,0.28,0.506,15,2026-07-02,3,7,0.68,RETURN_TO_CHARGING,NO_FLY,HIGH
Dong Thap,10.4939,105.6882,2026-07-02 16:00:00,Open-Meteo,27.1,90,1.5,98,100,4300.0,14.2,27.0,95,Code 95,0.22,0.507,16,2026-07-02,3,7,0.83,RETURN_TO_CHARGING,NO_FLY,HIGH
Dong Thap,10.4939,105.6882,2026-07-02 17:00:00,Open-Meteo,26.8,92,0.5,97,100,8380.0,10.8,26.6,53,Code 53,0.13,0.501,17,2026-07-02,3,7,0.87,RETURN_TO_CHARGING,NO_FLY,HIGH
Dong Thap,10.4939,105.6882,2026-07-03 06:00:00,Open-Meteo,25.3,95,0.0,69,100,6480.0,12.5,23.0,3,Code 3,0.02,0.493,6,2026-07-03,4,7,0.87,RETURN_TO_CHARGING,NO_FLY,HIGH
Dong Thap,10.4939,105.6882,2026-07-03 07:00:00,Open-Meteo,25.4,94,0.1,75,98,13480.0,13.8,25.2,51,Code 51,0.04,0.49,7,2026-07-03,4,7,0.87,RETURN_TO_CHARGING,NO_FLY,HIGH
Dong Thap,10.4939,105.6882,2026-07-03 08:00:00,Open-Meteo,26.5,90,0.0,80,100,17180.0,14.5,28.8,3,Code 3,0.08,0.487,8,2026-07-03,4,7,0.87,RETURN_TO_CHARGING,NO_FLY,HIGH
Dong Thap,10.4939,105.6882,2026-07-03 09:00:00,Open-Meteo,25.7,93,1.6,84,100,2580.0,14.4,34.2,80,Code 80,0.17,0.501,9,2026-07-03,4,7,0.68,RETURN_TO_CHARGING,NO_FLY,HIGH
Dong Thap,10.4939,105.6882,2026-07-03 10:00:00,Open-Meteo,26.1,93,1.4,88,99,4100.0,12.5,26.3,80,Code 80,0.27,0.509,10,2026-07-03,4,7,0.83,RETURN_TO_CHARGING,NO_FLY,HIGH
Dong Thap,10.4939,105.6882,2026-07-03 11:00:00,Open-Meteo,27.7,89,0.7,92,100,5500.0,17.1,34.9,95,Code 95,0.31,0.504,11,2026-07-03,4,7,0.68,RETURN_TO_CHARGING,NO_FLY,HIGH
Dong Thap,10.4939,105.6882,2026-07-03 12:00:00,Open-Meteo,27.4,88,2.5,96,98,3000.0,20.7,37.4,95,Code 95,0.26,0.5,12,2026-07-03,4,7,0.53,RETURN_TO_CHARGING,NO_FLY,HIGH
Dong Thap,10.4939,105.6882,2026-07-03 13:00:00,Open-Meteo,27.7,89,0.8,98,99,6020.0,17.7,38.9,53,Code 53,0.24,0.501,13,2026-07-03,4,7,0.72,RETURN_TO_CHARGING,NO_FLY,HIGH
Dong Thap,10.4939,105.6882,2026-07-03 14:00:00,Open-Meteo,28.6,83,0.1,99,100,13820.0,18.7,37.1,51,Code 51,0.25,0.497,14,2026-07-03,4,7,0.72,RETURN_TO_CHARGING,NO_FLY,HIGH
Dong Thap,10.4939,105.6882,2026-07-03 15:00:00,Open-Meteo,28.4,82,0.1,98,100,25000.0,15.8,35.6,51,Code 51,0.23,0.494,15,2026-07-03,4,7,0.72,RETURN_TO_CHARGING,NO_FLY,HIGH
Dong Thap,10.4939,105.6882,2026-07-03 16:00:00,Open-Meteo,28.3,80,0.1,94,100,15860.0,14.8,30.6,51,Code 51,0.2,0.491,16,2026-07-03,4,7,0.72,RETURN_TO_CHARGING,NO_FLY,HIGH
Dong Thap,10.4939,105.6882,2026-07-03 17:00:00,Open-Meteo,27.7,85,0.2,87,100,17240.0,13.5,28.4,95,Code 95,0.14,0.49,17,2026-07-03,4,7,0.83,RETURN_TO_CHARGING,NO_FLY,HIGH
Dong Thap,10.4939,105.6882,2026-07-04 06:00:00,Open-Meteo,25.1,95,0.0,56,98,10200.0,13.4,24.1,3,Code 3,0.01,0.484,6,2026-07-04,5,7,0.87,RETURN_TO_CHARGING,NO_FLY,HIGH
Dong Thap,10.4939,105.6882,2026-07-04 07:00:00,Open-Meteo,25.6,94,0.1,61,97,6280.0,14.4,25.2,51,Code 51,0.04,0.484,7,2026-07-04,5,7,0.87,RETURN_TO_CHARGING,NO_FLY,HIGH
Dong Thap,10.4939,105.6882,2026-07-04 08:00:00,Open-Meteo,26.5,90,0.2,66,99,8720.0,16.8,31.7,51,Code 51,0.15,0.484,8,2026-07-04,5,7,0.72,RETURN_TO_CHARGING,NO_FLY,HIGH
Dong Thap,10.4939,105.6882,2026-07-04 09:00:00,Open-Meteo,27.6,87,0.2,71,99,10440.0,15.9,33.8,95,Code 95,0.27,0.483,9,2026-07-04,5,7,0.68,RETURN_TO_CHARGING,NO_FLY,HIGH
Dong Thap,10.4939,105.6882,2026-07-04 10:00:00,Open-Meteo,26.9,89,3.0,76,100,4280.0,15.2,38.9,95,Code 95,0.34,0.51,10,2026-07-04,5,7,0.53,RETURN_TO_CHARGING,NO_FLY,HIGH
Dong Thap,10.4939,105.6882,2026-07-04 11:00:00,Open-Meteo,27.3,86,0.2,83,100,7900.0,13.8,30.2,51,Code 51,0.32,0.504,11,2026-07-04,5,7,0.72,RETURN_TO_CHARGING,NO_FLY,HIGH
Dong Thap,10.4939,105.6882,2026-07-04 12:00:00,Open-Meteo,28.7,79,0.2,91,100,8380.0,17.3,33.5,51,Code 51,0.33,0.5,12,2026-07-04,5,7,0.72,RETURN_TO_CHARGING,NO_FLY,HIGH
Dong Thap,10.4939,105.6882,2026-07-04 13:00:00,Open-Meteo,29.1,77,0.1,96,100,14200.0,15.5,33.5,51,Code 51,0.32,0.495,13,2026-07-04,5,7,0.72,RETURN_TO_CHARGING,NO_FLY,HIGH
Dong Thap,10.4939,105.6882,2026-07-04 14:00:00,Open-Meteo,28.9,77,0.2,99,100,16440.0,14.9,31.7,51,Code 51,0.24,0.492,14,2026-07-04,5,7,0.72,RETURN_TO_CHARGING,NO_FLY,HIGH
Dong Thap,10.4939,105.6882,2026-07-04 15:00:00,Open-Meteo,28.9,76,0.0,100,100,14580.0,13.4,31.0,3,Code 3,0.22,0.489,15,2026-07-04,5,7,0.72,RETURN_TO_CHARGING,NO_FLY,HIGH
Dong Thap,10.4939,105.6882,2026-07-04 16:00:00,Open-Meteo,29.0,76,0.0,96,100,21040.0,13.3,27.7,3,Code 3,0.15,0.486,16,2026-07-04,5,7,0.87,RETURN_TO_CHARGING,NO_FLY,HIGH
Dong Thap,10.4939,105.6882,2026-07-04 17:00:00,Open-Meteo,28.1,82,0.4,86,100,17060.0,9.9,27.0,51,Code 51,0.13,0.487,17,2026-07-04,5,7,0.87,RETURN_TO_CHARGING,NO_FLY,HIGH
Ha Noi,21.0285,105.8542,2026-07-02 06:00:00,Open-Meteo,25.4,98,0.2,63,99,4980.0,6.4,17.3,51,Code 51,0.02,0.427,6,2026-07-02,3,7,0.87,RETURN_TO_CHARGING,NO_FLY,HIGH
Ha Noi,21.0285,105.8542,2026-07-02 07:00:00,Open-Meteo,27.3,96,0.1,55,27,13040.0,6.7,18.0,51,Code 51,0.04,0.419,7,2026-07-02,3,7,0.92,RETURN_TO_CHARGING,NO_FLY,HIGH
Ha Noi,21.0285,105.8542,2026-07-02 08:00:00,Open-Meteo,28.8,84,0.0,61,41,13520.0,8.6,21.6,1,Code 1,0.1,0.417,8,2026-07-02,3,7,0.92,RETURN_TO_CHARGING,NO_FLY,HIGH
Ha Noi,21.0285,105.8542,2026-07-02 09:00:00,Open-Meteo,29.7,80,0.2,75,32,8100.0,8.9,23.4,51,Code 51,0.19,0.414,9,2026-07-02,3,7,0.92,RETURN_TO_CHARGING,NO_FLY,HIGH
