timestamp,temperature_2m,relative_humidity_2m,precipitation_probability,precipitation,cloud_cover,visibility,wind_speed_10m,wind_gusts_10m,weather_code,location_name,latitude,longitude,source,weather_description
2026-03-21 00:00:00,24.5,88,,0.0,2,,9.3,16.2,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-21 01:00:00,24.0,93,,0.0,13,,8.5,16.2,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-21 02:00:00,23.8,94,,0.0,5,,6.5,14.8,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-21 03:00:00,23.4,97,,0.0,9,,3.8,11.2,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-21 04:00:00,23.0,98,,0.0,87,,4.0,5.8,3,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-21 05:00:00,22.8,98,,0.0,87,,3.6,6.1,3,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-21 06:00:00,22.6,98,,0.0,20,,3.9,5.0,1,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-21 07:00:00,24.4,94,,0.0,83,,6.0,11.2,3,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-21 08:00:00,26.3,83,,0.0,80,,13.6,25.9,3,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-21 09:00:00,27.7,74,,0.0,80,,13.3,27.4,3,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-21 10:00:00,28.8,69,,0.1,52,,13.1,28.1,51,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-21 11:00:00,30.0,64,,0.1,48,,12.3,28.1,51,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-21 12:00:00,30.8,60,,0.0,66,,11.9,27.4,2,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-21 13:00:00,31.0,57,,0.0,44,,11.8,26.6,1,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-21 14:00:00,31.1,56,,0.0,11,,12.4,27.0,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-21 15:00:00,31.3,55,,0.0,15,,12.6,26.6,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-21 16:00:00,30.9,55,,0.0,64,,13.9,26.6,2,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-21 17:00:00,29.9,61,,0.0,36,,12.0,26.6,1,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-21 18:00:00,28.5,64,,0.0,5,,12.5,21.2,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-21 19:00:00,27.5,66,,0.0,5,,11.6,23.0,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-21 20:00:00,26.8,69,,0.0,2,,13.6,23.4,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-21 21:00:00,26.1,73,,0.0,2,,13.8,23.8,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-21 22:00:00,25.5,78,,0.0,0,,13.9,24.5,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-21 23:00:00,24.9,84,,0.0,5,,11.8,24.1,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-22 00:00:00,24.4,88,,0.0,9,,9.6,20.2,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-22 01:00:00,24.2,91,,0.0,7,,9.3,16.6,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-22 02:00:00,24.2,92,,0.0,13,,8.7,16.2,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-22 03:00:00,24.1,92,,0.0,11,,8.8,15.1,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-22 04:00:00,24.0,92,,0.0,19,,9.6,16.6,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-22 05:00:00,24.0,91,,0.0,31,,9.2,16.6,1,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-22 06:00:00,24.0,89,,0.0,20,,9.6,16.6,1,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-22 07:00:00,25.5,84,,0.0,28,,15.2,24.1,1,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-22 08:00:00,26.9,77,,0.0,20,,17.0,32.4,1,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-22 09:00:00,28.2,71,,0.0,8,,16.1,33.8,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-22 10:00:00,29.4,66,,0.0,8,,14.3,32.0,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-22 11:00:00,30.5,61,,0.0,17,,14.3,30.6,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-22 12:00:00,31.1,57,,0.0,27,,14.8,31.3,1,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-22 13:00:00,31.4,55,,0.0,45,,14.9,32.0,1,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-22 14:00:00,31.5,52,,0.0,61,,14.4,31.0,2,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-22 15:00:00,31.3,52,,0.0,15,,13.4,31.0,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-22 16:00:00,31.0,51,,0.0,15,,12.9,27.0,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-22 17:00:00,29.8,58,,0.0,5,,13.0,25.6,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-22 18:00:00,28.2,63,,0.0,2,,11.1,23.4,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-22 19:00:00,27.5,67,,0.0,3,,13.0,22.7,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-22 20:00:00,26.8,71,,0.0,5,,11.8,22.3,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-22 21:00:00,26.0,76,,0.0,0,,11.1,20.5,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-22 22:00:00,25.0,81,,0.0,0,,8.7,19.1,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-22 23:00:00,24.5,85,,0.0,5,,8.5,14.8,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-23 00:00:00,24.2,89,,0.0,9,,8.5,14.4,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-23 01:00:00,24.0,93,,0.0,2,,7.7,14.0,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-23 02:00:00,23.9,95,,0.0,2,,7.1,13.7,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-23 03:00:00,23.5,97,,0.0,100,,4.6,11.9,3,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-23 04:00:00,23.3,97,,0.0,34,,5.0,7.6,1,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-23 05:00:00,23.2,97,,0.0,29,,4.8,7.9,1,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-23 06:00:00,23.0,97,,0.0,54,,4.8,7.9,2,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-23 07:00:00,24.8,93,,0.0,9,,6.0,12.2,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-23 08:00:00,26.8,81,,0.0,20,,13.1,25.9,1,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-23 09:00:00,28.2,72,,0.1,17,,13.5,28.4,51,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-23 10:00:00,29.4,66,,0.1,20,,12.2,28.4,51,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-23 11:00:00,30.5,60,,0.0,17,,10.0,27.0,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-23 12:00:00,31.4,55,,0.0,42,,9.2,24.1,1,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-23 13:00:00,31.1,56,,0.0,63,,11.0,23.4,2,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-23 14:00:00,31.1,56,,0.0,11,,10.3,25.6,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-23 15:00:00,31.4,55,,0.0,18,,8.8,23.4,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-23 16:00:00,31.0,55,,0.0,14,,9.3,20.5,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-23 17:00:00,30.5,57,,0.0,3,,7.3,19.8,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-23 18:00:00,29.0,66,,0.0,34,,6.9,12.6,1,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-23 19:00:00,28.1,66,,0.0,3,,12.7,19.1,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-23 20:00:00,27.1,69,,0.0,0,,15.7,27.4,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-23 21:00:00,26.0,73,,0.0,0,,13.6,27.4,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-23 22:00:00,25.3,80,,0.0,2,,12.5,23.4,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-23 23:00:00,24.6,84,,0.0,0,,11.4,21.6,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-24 00:00:00,24.2,88,,0.0,2,,11.4,20.2,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-24 01:00:00,24.0,92,,0.0,82,,10.9,20.5,3,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-24 02:00:00,23.9,94,,0.0,2,,9.3,19.1,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-24 03:00:00,23.5,95,,0.0,7,,7.1,15.8,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-24 04:00:00,23.2,96,,0.0,9,,5.6,12.2,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-24 05:00:00,22.9,97,,0.0,0,,4.7,9.0,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-24 06:00:00,22.8,96,,0.0,0,,5.4,8.6,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-24 07:00:00,24.5,90,,0.0,3,,8.7,13.3,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-24 08:00:00,26.5,81,,0.0,26,,12.4,24.5,1,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-24 09:00:00,28.0,71,,0.0,25,,13.4,28.1,1,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-24 10:00:00,29.2,64,,0.0,17,,12.2,28.1,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-24 11:00:00,30.1,60,,0.0,13,,10.4,27.0,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-24 12:00:00,31.0,57,,0.0,9,,9.8,24.8,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-24 13:00:00,31.1,55,,0.0,19,,9.4,24.1,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-24 14:00:00,31.4,54,,0.0,8,,9.0,22.7,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-24 15:00:00,31.4,52,,0.0,8,,9.3,22.0,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-24 16:00:00,31.2,51,,0.0,13,,9.3,21.2,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-24 17:00:00,30.5,56,,0.0,13,,8.7,19.1,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-24 18:00:00,28.8,62,,0.0,0,,8.5,15.5,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-24 19:00:00,27.8,66,,0.0,0,,12.6,19.4,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-24 20:00:00,26.9,72,,0.0,0,,13.0,22.0,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-24 21:00:00,26.0,78,,0.0,0,,13.6,24.1,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-24 22:00:00,25.1,83,,0.0,0,,12.3,23.4,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-24 23:00:00,24.5,87,,0.0,5,,10.6,21.2,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-25 00:00:00,23.9,92,,0.0,9,,5.1,18.0,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-25 01:00:00,23.5,96,,0.0,30,,3.5,8.3,1,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-25 02:00:00,23.4,96,,0.0,13,,3.7,5.4,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-25 03:00:00,23.3,96,,0.0,3,,4.9,7.9,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-25 04:00:00,23.1,97,,0.0,0,,5.4,8.6,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-25 05:00:00,22.9,98,,0.0,0,,4.9,9.0,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-25 06:00:00,22.6,98,,0.0,0,,5.1,8.3,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-25 07:00:00,24.3,94,,0.0,0,,6.7,13.7,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-25 08:00:00,26.4,81,,0.0,19,,12.2,25.2,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-25 09:00:00,27.9,72,,0.0,4,,10.3,25.2,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-25 10:00:00,29.5,63,,0.0,0,,9.1,23.8,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-25 11:00:00,30.6,56,,0.0,0,,8.7,23.0,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-25 12:00:00,31.5,53,,0.0,0,,9.2,23.8,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-25 13:00:00,32.0,51,,0.0,15,,9.8,23.8,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-25 14:00:00,32.5,49,,0.0,31,,9.6,23.0,1,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-25 15:00:00,32.5,48,,0.0,38,,10.2,22.7,1,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-25 16:00:00,31.7,49,,0.0,16,,10.9,22.7,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-25 17:00:00,30.9,53,,0.0,23,,10.2,22.0,1,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-25 18:00:00,29.4,57,,0.0,30,,12.7,21.2,1,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-25 19:00:00,28.1,59,,0.0,16,,13.4,24.8,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-25 20:00:00,27.3,60,,0.0,10,,14.1,24.5,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-25 21:00:00,26.4,67,,0.0,2,,12.9,24.1,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-25 22:00:00,25.5,76,,0.0,0,,12.0,22.0,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-25 23:00:00,24.9,83,,0.0,0,,10.4,20.9,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-26 00:00:00,24.4,89,,0.0,3,,8.0,18.0,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-26 01:00:00,24.1,96,,0.0,7,,6.3,13.7,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-26 02:00:00,24.0,97,,0.0,17,,5.8,10.4,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-26 03:00:00,23.9,98,,0.0,100,,6.7,11.2,3,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-26 04:00:00,24.1,96,,0.0,2,,7.5,13.7,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-26 05:00:00,23.6,98,,0.0,2,,5.9,12.6,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-26 06:00:00,23.1,98,,0.0,15,,4.6,10.1,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-26 07:00:00,24.9,92,,0.0,70,,7.6,15.5,2,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-26 08:00:00,26.4,83,,0.1,28,,12.3,24.1,51,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-26 09:00:00,28.0,70,,0.0,4,,13.1,27.7,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-26 10:00:00,29.4,61,,0.0,30,,13.5,29.2,1,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-26 11:00:00,30.7,56,,0.0,100,,10.6,29.2,3,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-26 12:00:00,31.0,55,,0.0,56,,11.0,25.2,2,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-26 13:00:00,31.4,54,,0.0,62,,9.4,25.6,2,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-26 14:00:00,32.0,51,,0.0,55,,9.1,22.7,2,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-26 15:00:00,32.3,50,,0.0,39,,10.1,22.7,1,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-26 16:00:00,31.9,51,,0.0,22,,10.4,22.7,1,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-26 17:00:00,30.8,57,,0.0,26,,10.4,21.2,1,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-26 18:00:00,28.9,64,,0.0,2,,5.3,18.7,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-26 19:00:00,28.4,60,,0.0,9,,8.3,14.4,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-26 20:00:00,27.6,65,,0.0,0,,14.2,24.5,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-26 21:00:00,26.3,70,,0.0,0,,14.0,24.8,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-26 22:00:00,25.4,78,,0.0,0,,12.6,24.1,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-26 23:00:00,24.6,84,,0.0,0,,11.7,21.6,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-27 00:00:00,24.2,89,,0.0,0,,11.3,20.5,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-27 01:00:00,23.9,94,,0.0,10,,10.0,19.8,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-27 02:00:00,23.7,96,,0.0,37,,8.8,16.9,1,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-27 03:00:00,23.5,96,,0.0,66,,7.8,15.1,2,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-27 04:00:00,23.5,96,,0.0,19,,8.9,15.1,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-27 05:00:00,23.3,96,,0.0,15,,8.5,15.5,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-27 06:00:00,23.0,96,,0.0,2,,6.3,14.4,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-27 07:00:00,24.5,89,,0.0,22,,11.4,12.6,1,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-27 08:00:00,26.3,78,,0.0,16,,12.7,26.3,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-27 09:00:00,27.8,68,,0.0,20,,12.1,26.6,1,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-27 10:00:00,29.2,60,,0.0,42,,12.3,27.7,1,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-27 11:00:00,30.4,54,,0.0,100,,11.7,27.7,3,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-27 12:00:00,30.6,54,,0.0,100,,9.9,27.0,3,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-27 13:00:00,30.9,54,,0.0,43,,9.6,23.8,1,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-27 14:00:00,31.6,51,,0.0,9,,8.6,23.8,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-27 15:00:00,31.6,48,,0.0,3,,6.5,22.0,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-27 16:00:00,31.4,48,,0.0,1,,5.6,17.6,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-27 17:00:00,30.8,50,,0.0,0,,5.4,14.8,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-27 18:00:00,28.6,62,,0.0,0,,4.5,10.8,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-27 19:00:00,28.0,59,,0.0,0,,7.8,8.6,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-27 20:00:00,27.2,63,,0.0,0,,11.5,18.4,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-27 21:00:00,26.0,71,,0.0,0,,11.8,21.2,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-27 22:00:00,25.1,75,,0.0,0,,11.2,20.5,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-27 23:00:00,24.2,80,,0.0,0,,10.6,19.1,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-28 00:00:00,23.5,86,,0.0,0,,9.9,18.0,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-28 01:00:00,23.0,94,,0.0,0,,8.1,16.6,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-28 02:00:00,22.8,96,,0.0,0,,6.5,13.7,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-28 03:00:00,22.6,97,,0.0,4,,6.7,11.2,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-28 04:00:00,22.5,97,,0.0,5,,6.4,11.5,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-28 05:00:00,22.4,98,,0.0,2,,6.5,10.8,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-28 06:00:00,22.4,98,,0.0,2,,6.1,11.2,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-28 07:00:00,24.1,94,,0.0,14,,8.2,14.0,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-28 08:00:00,26.4,81,,0.0,45,,13.3,26.3,1,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-28 09:00:00,28.0,71,,0.0,23,,13.1,27.7,1,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-28 10:00:00,29.5,62,,0.0,29,,13.3,29.2,1,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-28 11:00:00,30.8,56,,0.0,6,,13.2,29.5,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-28 12:00:00,31.8,52,,0.0,5,,12.1,29.5,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-28 13:00:00,32.0,51,,0.0,40,,12.2,27.7,1,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-28 14:00:00,32.5,49,,0.0,30,,12.2,27.0,1,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-28 15:00:00,32.8,47,,0.0,48,,13.5,27.7,1,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-28 16:00:00,31.9,50,,0.0,63,,14.7,29.2,2,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-28 17:00:00,30.9,55,,0.0,8,,13.1,28.4,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-28 18:00:00,29.1,61,,0.0,2,,11.6,23.4,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-28 19:00:00,28.0,68,,0.0,13,,15.0,23.8,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-28 20:00:00,27.0,72,,0.0,0,,14.6,26.6,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-28 21:00:00,26.0,75,,0.0,0,,13.2,25.6,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-28 22:00:00,25.2,79,,0.0,0,,11.0,22.7,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-28 23:00:00,24.4,84,,0.0,76,,7.9,18.7,2,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-29 00:00:00,23.9,88,,0.0,94,,6.6,13.3,3,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-29 01:00:00,23.4,94,,0.0,100,,4.6,10.8,3,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-29 02:00:00,23.3,94,,0.0,100,,3.1,6.5,3,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-29 03:00:00,23.2,95,,0.0,100,,2.2,4.0,3,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-29 04:00:00,23.0,96,,0.0,95,,3.8,4.7,3,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-29 05:00:00,22.8,97,,0.0,95,,4.7,6.5,3,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-29 06:00:00,22.8,97,,0.0,95,,6.1,9.7,3,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-29 07:00:00,24.6,92,,0.0,84,,9.4,15.8,3,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-29 08:00:00,27.0,82,,0.0,12,,10.5,22.0,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-29 09:00:00,29.0,70,,0.0,34,,13.0,27.0,1,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-29 10:00:00,30.6,61,,0.0,81,,13.5,30.2,3,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-29 11:00:00,32.0,55,,0.0,29,,11.7,29.2,1,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-29 12:00:00,32.8,53,,0.0,19,,10.5,26.6,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-29 13:00:00,32.8,53,,0.0,16,,12.0,28.1,0,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
2026-03-29 14:00:00,33.0,51,,0.0,22,,10.7,27.0,1,Dong Thap,10.4939,105.6882,Open-Meteo-Historical,
